subscription_id,customer_id,plan_id,billing_period,seats,discount_pct,start_date,end_date,end_reason,churn_type,churn_reason
SUB-00477-00,CUS-00477,PLN-SCALE,annual,56,0.244,2024-09-01,2025-04-01,plan_change,,
SUB-00477-01,CUS-00477,PLN-SCALE,annual,72,0.244,2025-04-01,2025-08-01,plan_change,,
SUB-00477-02,CUS-00477,PLN-SCALE,annual,66,0.244,2025-08-01,2026-02-01,plan_change,,
SUB-00477-03,CUS-00477,PLN-SCALE,annual,92,0.244,2026-02-01,2026-05-01,plan_change,,
SUB-00477-04,CUS-00477,PLN-SCALE,annual,73,0.244,2026-05-01,2026-07-01,plan_change,,
SUB-00477-05,CUS-00477,PLN-SCALE,annual,90,0.244,2026-07-01,2026-08-01,plan_change,,
SUB-00477-06,CUS-00477,PLN-SCALE,annual,78,0.244,2026-08-01,,,,
SUB-00478-00,CUS-00478,PLN-GROWTH,monthly,25,0.04,2024-09-01,2024-10-01,churn,involuntary,Payment failure
SUB-00479-00,CUS-00479,PLN-SCALE,annual,75,0.204,2024-09-01,2024-10-01,plan_change,,
SUB-00479-01,CUS-00479,PLN-SCALE,annual,93,0.204,2024-10-01,2025-02-01,plan_change,,
SUB-00479-02,CUS-00479,PLN-SCALE,annual,111,0.204,2025-02-01,2025-06-01,plan_change,,
SUB-00479-03,CUS-00479,PLN-SCALE,annual,145,0.204,2025-06-01,2025-11-01,plan_change,,
SUB-00479-04,CUS-00479,PLN-SCALE,annual,179,0.204,2025-11-01,,,,
SUB-00480-00,CUS-00480,PLN-SCALE,monthly,66,0.154,2024-09-01,2025-07-01,plan_change,,
SUB-00480-01,CUS-00480,PLN-SCALE,monthly,52,0.154,2025-07-01,2025-08-01,plan_change,,
SUB-00480-02,CUS-00480,PLN-SCALE,monthly,64,0.154,2025-08-01,,,,
SUB-00481-00,CUS-00481,PLN-STARTER,monthly,2,0.027,2024-09-01,2025-02-01,churn,involuntary,Payment failure
SUB-00482-00,CUS-00482,PLN-GROWTH,annual,22,0.211,2024-09-01,2024-11-01,plan_change,,
SUB-00482-01,CUS-00482,PLN-GROWTH,annual,32,0.211,2024-11-01,2024-12-01,plan_change,,
SUB-00482-02,CUS-00482,PLN-GROWTH,annual,44,0.211,2024-12-01,2025-10-01,plan_change,,
SUB-00482-03,CUS-00482,PLN-GROWTH,annual,55,0.211,2025-10-01,2025-11-01,plan_change,,
SUB-00482-04,CUS-00482,PLN-GROWTH,annual,68,0.211,2025-11-01,2026-03-01,plan_change,,
SUB-00482-05,CUS-00482,PLN-GROWTH,annual,53,0.211,2026-03-01,2026-06-01,plan_change,,
SUB-00482-06,CUS-00482,PLN-GROWTH,annual,57,0.211,2026-06-01,,,,
SUB-00483-00,CUS-00483,PLN-SCALE,annual,112,0.265,2024-09-01,,,,
SUB-00484-00,CUS-00484,PLN-GROWTH,monthly,40,0.0,2024-10-01,2025-03-01,plan_change,,
SUB-00484-01,CUS-00484,PLN-GROWTH,monthly,55,0.0,2025-03-01,2025-05-01,churn,voluntary,Switched to competitor
SUB-00485-00,CUS-00485,PLN-SCALE,monthly,125,0.052,2024-10-01,2025-07-01,plan_change,,
SUB-00485-01,CUS-00485,PLN-SCALE,monthly,146,0.052,2025-07-01,2026-04-01,churn,voluntary,Missing functionality
SUB-00486-00,CUS-00486,PLN-STARTER,monthly,4,0.0,2024-10-01,2025-05-01,plan_change,,
SUB-00486-01,CUS-00486,PLN-STARTER,monthly,3,0.0,2025-05-01,2026-07-01,churn,voluntary,Missing functionality
SUB-00487-00,CUS-00487,PLN-STARTER,annual,4,0.165,2024-10-01,2026-01-01,plan_change,,
SUB-00487-01,CUS-00487,PLN-STARTER,annual,5,0.165,2026-01-01,,,,
SUB-00488-00,CUS-00488,PLN-ENTERPRISE,annual,350,0.196,2024-10-01,2026-02-01,plan_change,,
SUB-00488-01,CUS-00488,PLN-ENTERPRISE,annual,384,0.196,2026-02-01,,,,
SUB-00489-00,CUS-00489,PLN-STARTER,monthly,8,0.035,2024-10-01,2025-03-01,churn,involuntary,Payment failure
SUB-00490-00,CUS-00490,PLN-GROWTH,monthly,16,0.0,2024-10-01,2024-11-01,churn,involuntary,Payment failure
SUB-00491-00,CUS-00491,PLN-SCALE,annual,107,0.125,2024-10-01,2025-08-01,plan_change,,
SUB-00491-01,CUS-00491,PLN-SCALE,annual,122,0.125,2025-08-01,2026-05-01,plan_change,,
SUB-00491-02,CUS-00491,PLN-SCALE,annual,173,0.125,2026-05-01,,,,
SUB-00492-00,CUS-00492,PLN-STARTER,monthly,8,0.015,2024-10-01,2025-08-01,plan_change,,
SUB-00492-01,CUS-00492,PLN-STARTER,monthly,10,0.015,2025-08-01,2025-10-01,churn,voluntary,Poor support experience
SUB-00493-00,CUS-00493,PLN-STARTER,annual,7,0.09,2024-10-01,2024-12-01,plan_change,,
SUB-00493-01,CUS-00493,PLN-STARTER,annual,8,0.09,2024-12-01,2026-01-01,plan_change,,
SUB-00493-02,CUS-00493,PLN-STARTER,annual,9,0.09,2026-01-01,,,,
SUB-00494-00,CUS-00494,PLN-STARTER,monthly,4,0.06,2024-10-01,2024-12-01,churn,voluntary,Low adoption
SUB-00495-00,CUS-00495,PLN-GROWTH,monthly,12,0.0,2024-10-01,2025-02-01,plan_change,,
SUB-00495-01,CUS-00495,PLN-GROWTH,monthly,15,0.0,2025-02-01,2026-02-01,plan_change,,
SUB-00495-02,CUS-00495,PLN-GROWTH,monthly,19,0.0,2026-02-01,2026-03-01,plan_change,,
SUB-00495-03,CUS-00495,PLN-GROWTH,monthly,26,0.0,2026-03-01,2026-04-01,churn,voluntary,Switched to competitor
SUB-00496-00,CUS-00496,PLN-STARTER,monthly,6,0.016,2024-10-01,2025-02-01,plan_change,,
SUB-00496-01,CUS-00496,PLN-STARTER,monthly,3,0.016,2025-02-01,2025-04-01,plan_change,,
SUB-00496-02,CUS-00496,PLN-STARTER,monthly,4,0.016,2025-04-01,2025-08-01,churn,voluntary,Low adoption
SUB-00497-00,CUS-00497,PLN-STARTER,monthly,4,0.025,2024-10-01,2025-08-01,plan_change,,
SUB-00497-01,CUS-00497,PLN-STARTER,monthly,2,0.025,2025-08-01,2025-09-01,churn,involuntary,Payment failure
SUB-00498-00,CUS-00498,PLN-STARTER,monthly,9,0.0,2024-10-01,2024-12-01,churn,voluntary,Low adoption
SUB-00499-00,CUS-00499,PLN-STARTER,monthly,10,0.0,2024-10-01,2025-09-01,churn,voluntary,Price / budget cuts
SUB-00500-00,CUS-00500,PLN-GROWTH,monthly,48,0.068,2024-10-01,2024-12-01,churn,involuntary,Payment failure
SUB-00501-00,CUS-00501,PLN-GROWTH,monthly,36,0.03,2024-10-01,2025-08-01,plan_change,,
SUB-00501-01,CUS-00501,PLN-GROWTH,monthly,45,0.03,2025-08-01,2025-12-01,plan_change,,
SUB-00501-02,CUS-00501,PLN-GROWTH,monthly,48,0.03,2025-12-01,,,,
SUB-00502-00,CUS-00502,PLN-SCALE,monthly,111,0.015,2024-10-01,2024-12-01,churn,voluntary,Low adoption
SUB-00503-00,CUS-00503,PLN-GROWTH,monthly,19,0.001,2024-10-01,2024-12-01,plan_change,,
SUB-00503-01,CUS-00503,PLN-GROWTH,monthly,12,0.001,2024-12-01,2025-01-01,churn,voluntary,Price / budget cuts
SUB-00504-00,CUS-00504,PLN-GROWTH,monthly,13,0.0,2024-10-01,2024-11-01,plan_change,,
SUB-00504-01,CUS-00504,PLN-GROWTH,monthly,15,0.0,2024-11-01,2025-05-01,plan_change,,
SUB-00504-02,CUS-00504,PLN-GROWTH,monthly,10,0.0,2025-05-01,2026-04-01,plan_change,,
SUB-00504-03,CUS-00504,PLN-GROWTH,monthly,13,0.0,2026-04-01,2026-05-01,plan_change,,
SUB-00504-04,CUS-00504,PLN-GROWTH,monthly,15,0.0,2026-05-01,,,,
SUB-00505-00,CUS-00505,PLN-STARTER,monthly,2,0.048,2024-10-01,2025-03-01,plan_change,,
SUB-00505-01,CUS-00505,PLN-STARTER,monthly,3,0.048,2025-03-01,2025-04-01,churn,voluntary,Low adoption
SUB-00506-00,CUS-00506,PLN-SCALE,monthly,58,0.044,2024-10-01,2024-11-01,plan_change,,
SUB-00506-01,CUS-00506,PLN-SCALE,monthly,72,0.044,2024-11-01,2025-12-01,plan_change,,
SUB-00506-02,CUS-00506,PLN-SCALE,monthly,85,0.044,2025-12-01,2026-04-01,plan_change,,
SUB-00506-03,CUS-00506,PLN-SCALE,monthly,92,0.044,2026-04-01,,,,
SUB-00507-00,CUS-00507,PLN-STARTER,monthly,2,0.025,2024-10-01,2025-01-01,churn,voluntary,Switched to competitor
SUB-00508-00,CUS-00508,PLN-ENTERPRISE,annual,178,0.242,2024-10-01,2025-09-01,plan_change,,
SUB-00508-01,CUS-00508,PLN-ENTERPRISE,annual,245,0.242,2025-09-01,2026-01-01,plan_change,,
SUB-00508-02,CUS-00508,PLN-ENTERPRISE,annual,332,0.242,2026-01-01,2026-02-01,plan_change,,
SUB-00508-03,CUS-00508,PLN-ENTERPRISE,annual,432,0.242,2026-02-01,,,,
SUB-00509-00,CUS-00509,PLN-GROWTH,monthly,38,0.021,2024-10-01,2025-09-01,plan_change,,
SUB-00509-01,CUS-00509,PLN-GROWTH,monthly,52,0.021,2025-09-01,2026-08-01,plan_change,,
SUB-00509-02,CUS-00509,PLN-GROWTH,monthly,67,0.021,2026-08-01,,,,
SUB-00510-00,CUS-00510,PLN-SCALE,annual,54,0.176,2024-10-01,2024-11-01,plan_change,,
SUB-00510-01,CUS-00510,PLN-SCALE,annual,58,0.176,2024-11-01,,,,
SUB-00511-00,CUS-00511,PLN-ENTERPRISE,annual,803,0.17,2024-10-01,2025-08-01,plan_change,,
SUB-00511-01,CUS-00511,PLN-ENTERPRISE,annual,578,0.17,2025-08-01,2025-11-01,churn,voluntary,Low adoption
SUB-00512-00,CUS-00512,PLN-GROWTH,monthly,21,0.036,2024-10-01,2025-11-01,plan_change,,
SUB-00512-01,CUS-00512,PLN-GROWTH,monthly,14,0.036,2025-11-01,2025-12-01,churn,involuntary,Payment failure
SUB-00513-00,CUS-00513,PLN-GROWTH,monthly,49,0.0,2024-11-01,2024-12-01,churn,involuntary,Payment failure
SUB-00514-00,CUS-00514,PLN-ENTERPRISE,annual,304,0.204,2024-11-01,2024-12-01,plan_change,,
SUB-00514-01,CUS-00514,PLN-ENTERPRISE,annual,192,0.204,2024-12-01,2025-07-01,plan_change,,
SUB-00514-02,CUS-00514,PLN-ENTERPRISE,annual,267,0.204,2025-07-01,,,,
SUB-00515-00,CUS-00515,PLN-ENTERPRISE,annual,178,0.253,2024-11-01,2025-04-01,plan_change,,
SUB-00515-01,CUS-00515,PLN-ENTERPRISE,annual,160,0.253,2025-04-01,2025-05-01,plan_change,,
SUB-00515-02,CUS-00515,PLN-ENTERPRISE,annual,221,0.253,2025-05-01,2025-08-01,plan_change,,
SUB-00515-03,CUS-00515,PLN-ENTERPRISE,annual,246,0.253,2025-08-01,,,,
SUB-00516-00,CUS-00516,PLN-GROWTH,monthly,12,0.018,2024-11-01,2025-07-01,churn,voluntary,Price / budget cuts
SUB-00517-00,CUS-00517,PLN-STARTER,monthly,3,0.003,2024-11-01,2025-03-01,plan_change,,
SUB-00517-01,CUS-00517,PLN-STARTER,monthly,4,0.003,2025-03-01,2025-05-01,plan_change,,
SUB-00517-02,CUS-00517,PLN-STARTER,monthly,3,0.003,2025-05-01,2025-11-01,churn,voluntary,Switched to competitor
SUB-00518-00,CUS-00518,PLN-GROWTH,annual,44,0.162,2024-11-01,2024-12-01,plan_change,,
SUB-00518-01,CUS-00518,PLN-GROWTH,annual,60,0.162,2024-12-01,2025-07-01,plan_change,,
SUB-00518-02,CUS-00518,PLN-GROWTH,annual,82,0.162,2025-07-01,2025-11-01,churn,voluntary,Price / budget cuts
SUB-00519-00,CUS-00519,PLN-SCALE,annual,133,0.188,2024-11-01,2025-01-01,plan_change,,
SUB-00519-01,CUS-00519,PLN-SCALE,annual,108,0.188,2025-01-01,2025-02-01,plan_change,,
SUB-00519-02,CUS-00519,PLN-SCALE,annual,123,0.188,2025-02-01,2026-04-01,plan_change,,
SUB-00519-03,CUS-00519,PLN-SCALE,annual,166,0.188,2026-04-01,2026-05-01,plan_change,,
SUB-00519-04,CUS-00519,PLN-SCALE,annual,221,0.188,2026-05-01,2026-07-01,plan_change,,
SUB-00519-05,CUS-00519,PLN-SCALE,annual,238,0.188,2026-07-01,,,,
SUB-00520-00,CUS-00520,PLN-GROWTH,monthly,23,0.063,2024-11-01,2025-01-01,plan_change,,
SUB-00520-01,CUS-00520,PLN-GROWTH,monthly,25,0.063,2025-01-01,2025-03-01,churn,voluntary,Price / budget cuts
SUB-00521-00,CUS-00521,PLN-GROWTH,monthly,41,0.0,2024-11-01,2026-06-01,plan_change,,
SUB-00521-01,CUS-00521,PLN-GROWTH,monthly,49,0.0,2026-06-01,,,,
SUB-00522-00,CUS-00522,PLN-GROWTH,monthly,14,0.025,2024-11-01,2025-04-01,plan_change,,
SUB-00522-01,CUS-00522,PLN-GROWTH,monthly,12,0.025,2025-04-01,2025-06-01,churn,involuntary,Payment failure
SUB-00523-00,CUS-00523,PLN-STARTER,monthly,5,0.0,2024-11-01,2024-12-01,churn,voluntary,Low adoption
SUB-00524-00,CUS-00524,PLN-STARTER,monthly,5,0.0,2024-11-01,2025-03-01,plan_change,,
SUB-00524-01,CUS-00524,PLN-STARTER,monthly,7,0.0,2025-03-01,2025-12-01,plan_change,,
SUB-00524-02,CUS-00524,PLN-STARTER,monthly,4,0.0,2025-12-01,2026-04-01,churn,involuntary,Payment failure
SUB-00525-00,CUS-00525,PLN-GROWTH,monthly,23,0.027,2024-11-01,2025-05-01,churn,involuntary,Payment failure
SUB-00526-00,CUS-00526,PLN-ENTERPRISE,monthly,743,0.109,2024-11-01,2024-12-01,churn,voluntary,Price / budget cuts
SUB-00527-00,CUS-00527,PLN-GROWTH,monthly,47,0.066,2024-11-01,2024-12-01,churn,involuntary,Payment failure
SUB-00528-00,CUS-00528,PLN-GROWTH,monthly,33,0.04,2024-11-01,2025-03-01,churn,voluntary,Price / budget cuts
SUB-00529-00,CUS-00529,PLN-STARTER,monthly,4,0.016,2024-11-01,2025-05-01,plan_change,,
SUB-00529-01,CUS-00529,PLN-STARTER,monthly,5,0.016,2025-05-01,2026-03-01,plan_change,,
SUB-00529-02,CUS-00529,PLN-STARTER,monthly,7,0.016,2026-03-01,,,,
SUB-00530-00,CUS-00530,PLN-GROWTH,monthly,24,0.063,2024-11-01,2025-10-01,plan_change,,
SUB-00530-01,CUS-00530,PLN-GROWTH,monthly,29,0.063,2025-10-01,2026-06-01,plan_change,,
SUB-00530-02,CUS-00530,PLN-GROWTH,monthly,32,0.063,2026-06-01,2026-07-01,plan_change,,
SUB-00530-03,CUS-00530,PLN-GROWTH,monthly,44,0.063,2026-07-01,,,,
SUB-00531-00,CUS-00531,PLN-GROWTH,monthly,21,0.066,2024-11-01,2025-06-01,plan_change,,
SUB-00531-01,CUS-00531,PLN-GROWTH,monthly,26,0.066,2025-06-01,,,,
SUB-00532-00,CUS-00532,PLN-SCALE,annual,98,0.184,2024-11-01,2025-04-01,plan_change,,
SUB-00532-01,CUS-00532,PLN-SCALE,annual,130,0.184,2025-04-01,2025-08-01,plan_change,,
SUB-00532-02,CUS-00532,PLN-SCALE,annual,148,0.184,2025-08-01,2026-01-01,plan_change,,
SUB-00532-03,CUS-00532,PLN-SCALE,annual,168,0.184,2026-01-01,2026-04-01,plan_change,,
SUB-00532-04,CUS-00532,PLN-SCALE,annual,127,0.184,2026-04-01,2026-08-01,plan_change,,
SUB-00532-05,CUS-00532,PLN-SCALE,annual,156,0.184,2026-08-01,,,,
SUB-00533-00,CUS-00533,PLN-GROWTH,monthly,30,0.0,2024-11-01,2024-12-01,churn,voluntary,Price / budget cuts
SUB-00534-00,CUS-00534,PLN-STARTER,monthly,6,0.07,2024-11-01,2026-05-01,churn,involuntary,Payment failure
SUB-00535-00,CUS-00535,PLN-STARTER,monthly,7,0.061,2024-11-01,2025-03-01,plan_change,,
SUB-00535-01,CUS-00535,PLN-STARTER,monthly,5,0.061,2025-03-01,2025-10-01,churn,voluntary,Missing functionality
SUB-00536-00,CUS-00536,PLN-GROWTH,monthly,49,0.014,2024-11-01,2024-12-01,plan_change,,
SUB-00536-01,CUS-00536,PLN-GROWTH,monthly,66,0.014,2024-12-01,,,,
SUB-00537-00,CUS-00537,PLN-SCALE,monthly,162,0.046,2024-11-01,2025-04-01,plan_change,,
SUB-00537-01,CUS-00537,PLN-SCALE,monthly,133,0.046,2025-04-01,2025-08-01,plan_change,,
SUB-00537-02,CUS-00537,PLN-SCALE,monthly,147,0.046,2025-08-01,2025-09-01,plan_change,,
SUB-00537-03,CUS-00537,PLN-SCALE,monthly,120,0.046,2025-09-01,,,,
SUB-00538-00,CUS-00538,PLN-SCALE,annual,114,0.222,2024-11-01,2026-02-01,plan_change,,
SUB-00538-01,CUS-00538,PLN-SCALE,annual,134,0.222,2026-02-01,,,,
SUB-00539-00,CUS-00539,PLN-GROWTH,annual,41,0.2,2024-11-01,2026-02-01,plan_change,,
SUB-00539-01,CUS-00539,PLN-GROWTH,annual,55,0.2,2026-02-01,2026-04-01,plan_change,,
SUB-00539-02,CUS-00539,PLN-GROWTH,annual,74,0.2,2026-04-01,,,,
SUB-00540-00,CUS-00540,PLN-STARTER,monthly,5,0.034,2024-11-01,2024-12-01,plan_change,,
SUB-00540-01,CUS-00540,PLN-STARTER,monthly,4,0.034,2024-12-01,2025-12-01,plan_change,,
SUB-00540-02,CUS-00540,PLN-STARTER,monthly,5,0.034,2025-12-01,,,,
SUB-00541-00,CUS-00541,PLN-GROWTH,monthly,26,0.039,2024-11-01,2025-03-01,churn,voluntary,Missing functionality
SUB-00542-00,CUS-00542,PLN-SCALE,annual,116,0.242,2024-11-01,2025-05-01,plan_change,,
SUB-00542-01,CUS-00542,PLN-SCALE,annual,145,0.242,2025-05-01,2026-05-01,plan_change,,
SUB-00542-02,CUS-00542,PLN-SCALE,annual,122,0.242,2026-05-01,,,,
SUB-00543-00,CUS-00543,PLN-ENTERPRISE,annual,466,0.223,2024-12-01,2025-03-01,plan_change,,
SUB-00543-01,CUS-00543,PLN-ENTERPRISE,annual,494,0.223,2025-03-01,2025-10-01,plan_change,,
SUB-00543-02,CUS-00543,PLN-ENTERPRISE,annual,653,0.223,2025-10-01,2026-07-01,plan_change,,
SUB-00543-03,CUS-00543,PLN-ENTERPRISE,annual,435,0.223,2026-07-01,,,,
SUB-00544-00,CUS-00544,PLN-GROWTH,monthly,27,0.0,2024-12-01,2025-01-01,churn,involuntary,Payment failure
SUB-00545-00,CUS-00545,PLN-STARTER,annual,6,0.085,2024-12-01,2025-01-01,plan_change,,
SUB-00545-01,CUS-00545,PLN-STARTER,annual,7,0.085,2025-01-01,,,,
SUB-00546-00,CUS-00546,PLN-SCALE,monthly,89,0.104,2024-12-01,2025-01-01,plan_change,,
SUB-00546-01,CUS-00546,PLN-SCALE,monthly,96,0.104,2025-01-01,2025-02-01,plan_change,,
SUB-00546-02,CUS-00546,PLN-SCALE,monthly,103,0.104,2025-02-01,2025-10-01,churn,voluntary,Price / budget cuts
SUB-00547-00,CUS-00547,PLN-GROWTH,monthly,11,0.056,2024-12-01,2025-01-01,churn,voluntary,Missing functionality
SUB-00548-00,CUS-00548,PLN-STARTER,monthly,8,0.063,2024-12-01,2025-03-01,churn,voluntary,Low adoption
SUB-00549-00,CUS-00549,PLN-GROWTH,monthly,41,0.057,2024-12-01,2025-03-01,plan_change,,
SUB-00549-01,CUS-00549,PLN-GROWTH,monthly,55,0.057,2025-03-01,2025-06-01,churn,voluntary,Missing functionality
SUB-00550-00,CUS-00550,PLN-GROWTH,monthly,32,0.026,2024-12-01,2025-06-01,plan_change,,
SUB-00550-01,CUS-00550,PLN-GROWTH,monthly,40,0.026,2025-06-01,2026-03-01,plan_change,,
SUB-00550-02,CUS-00550,PLN-GROWTH,monthly,43,0.026,2026-03-01,,,,
SUB-00551-00,CUS-00551,PLN-STARTER,annual,13,0.106,2024-12-01,2025-12-01,churn,voluntary,Switched to competitor
SUB-00552-00,CUS-00552,PLN-STARTER,monthly,6,0.005,2024-12-01,2025-03-01,churn,involuntary,Payment failure
SUB-00553-00,CUS-00553,PLN-GROWTH,annual,11,0.118,2024-12-01,2025-01-01,plan_change,,
SUB-00553-01,CUS-00553,PLN-GROWTH,annual,15,0.118,2025-01-01,2025-06-01,plan_change,,
SUB-00553-02,CUS-00553,PLN-GROWTH,annual,21,0.118,2025-06-01,2025-09-01,plan_change,,
SUB-00553-03,CUS-00553,PLN-GROWTH,annual,15,0.118,2025-09-01,2025-12-01,plan_change,,
SUB-00553-04,CUS-00553,PLN-GROWTH,annual,16,0.118,2025-12-01,,,,
SUB-00554-00,CUS-00554,PLN-STARTER,monthly,7,0.0,2024-12-01,2025-02-01,churn,involuntary,Payment failure
SUB-00555-00,CUS-00555,PLN-STARTER,monthly,9,0.058,2024-12-01,2025-02-01,churn,voluntary,Company acquired or closed
SUB-00555-01,CUS-00555,PLN-STARTER,monthly,7,0.058,2025-09-01,2026-03-01,churn,voluntary,Price / budget cuts
SUB-00556-00,CUS-00556,PLN-STARTER,monthly,5,0.073,2024-12-01,2025-07-01,plan_change,,
SUB-00556-01,CUS-00556,PLN-STARTER,monthly,6,0.073,2025-07-01,2026-08-01,plan_change,,
SUB-00556-02,CUS-00556,PLN-STARTER,monthly,7,0.073,2026-08-01,,,,
SUB-00557-00,CUS-00557,PLN-STARTER,annual,6,0.12,2024-12-01,2025-12-01,churn,voluntary,Price / budget cuts
SUB-00558-00,CUS-00558,PLN-STARTER,annual,11,0.142,2024-12-01,2025-01-01,plan_change,,
SUB-00558-01,CUS-00558,PLN-STARTER,annual,13,0.142,2025-01-01,2025-10-01,plan_change,,
SUB-00558-02,CUS-00558,PLN-STARTER,annual,9,0.142,2025-10-01,2026-02-01,plan_change,,
SUB-00558-03,CUS-00558,PLN-STARTER,annual,11,0.142,2026-02-01,2026-08-01,plan_change,,
SUB-00558-04,CUS-00558,PLN-STARTER,annual,7,0.142,2026-08-01,,,,
SUB-00559-00,CUS-00559,PLN-ENTERPRISE,annual,185,0.221,2024-12-01,2025-11-01,plan_change,,
SUB-00559-01,CUS-00559,PLN-ENTERPRISE,annual,206,0.221,2025-11-01,,,,
SUB-00560-00,CUS-00560,PLN-STARTER,monthly,10,0.0,2024-12-01,,,,
SUB-00561-00,CUS-00561,PLN-GROWTH,annual,19,0.139,2024-12-01,2025-08-01,plan_change,,
SUB-00561-01,CUS-00561,PLN-GROWTH,annual,21,0.139,2025-08-01,2025-09-01,plan_change,,
SUB-00561-02,CUS-00561,PLN-GROWTH,annual,26,0.139,2025-09-01,2026-06-01,plan_change,,
SUB-00561-03,CUS-00561,PLN-GROWTH,annual,37,0.139,2026-06-01,,,,
SUB-00562-00,CUS-00562,PLN-GROWTH,annual,29,0.209,2024-12-01,2025-08-01,plan_change,,
SUB-00562-01,CUS-00562,PLN-GROWTH,annual,42,0.209,2025-08-01,2025-11-01,plan_change,,
SUB-00562-02,CUS-00562,PLN-GROWTH,annual,32,0.209,2025-11-01,2026-02-01,plan_change,,
SUB-00562-03,CUS-00562,PLN-GROWTH,annual,37,0.209,2026-02-01,,,,
SUB-00563-00,CUS-00563,PLN-SCALE,annual,130,0.253,2024-12-01,2025-01-01,plan_change,,
SUB-00563-01,CUS-00563,PLN-SCALE,annual,117,0.253,2025-01-01,2025-05-01,plan_change,,
SUB-00563-02,CUS-00563,PLN-SCALE,annual,97,0.253,2025-05-01,2025-06-01,plan_change,,
SUB-00563-03,CUS-00563,PLN-SCALE,annual,129,0.253,2025-06-01,2025-09-01,plan_change,,
SUB-00563-04,CUS-00563,PLN-SCALE,annual,90,0.253,2025-09-01,2026-02-01,plan_change,,
SUB-00563-05,CUS-00563,PLN-SCALE,annual,129,0.253,2026-02-01,2026-06-01,plan_change,,
SUB-00563-06,CUS-00563,PLN-SCALE,annual,82,0.253,2026-06-01,,,,
SUB-00564-00,CUS-00564,PLN-SCALE,annual,126,0.184,2024-12-01,2025-10-01,plan_change,,
SUB-00564-01,CUS-00564,PLN-SCALE,annual,150,0.184,2025-10-01,2026-04-01,plan_change,,
SUB-00564-02,CUS-00564,PLN-SCALE,annual,196,0.184,2026-04-01,2026-06-01,plan_change,,
SUB-00564-03,CUS-00564,PLN-SCALE,annual,226,0.184,2026-06-01,,,,
SUB-00565-00,CUS-00565,PLN-GROWTH,monthly,11,0.051,2024-12-01,2025-01-01,plan_change,,
SUB-00565-01,CUS-00565,PLN-GROWTH,monthly,16,0.051,2025-01-01,2025-03-01,plan_change,,
SUB-00565-02,CUS-00565,PLN-GROWTH,monthly,20,0.051,2025-03-01,2025-06-01,plan_change,,
SUB-00565-03,CUS-00565,PLN-GROWTH,monthly,23,0.051,2025-06-01,2025-08-01,plan_change,,
SUB-00565-04,CUS-00565,PLN-GROWTH,monthly,26,0.051,2025-08-01,2025-10-01,plan_change,,
SUB-00565-05,CUS-00565,PLN-GROWTH,monthly,31,0.051,2025-10-01,2025-12-01,plan_change,,
SUB-00565-06,CUS-00565,PLN-GROWTH,monthly,39,0.051,2025-12-01,2026-02-01,plan_change,,
SUB-00565-07,CUS-00565,PLN-GROWTH,monthly,48,0.051,2026-02-01,2026-04-01,plan_change,,
SUB-00565-08,CUS-00565,PLN-GROWTH,monthly,53,0.051,2026-04-01,,,,
SUB-00566-00,CUS-00566,PLN-STARTER,monthly,6,0.0,2024-12-01,2025-11-01,plan_change,,
SUB-00566-01,CUS-00566,PLN-STARTER,monthly,8,0.0,2025-11-01,2026-01-01,plan_change,,
SUB-00566-02,CUS-00566,PLN-STARTER,monthly,10,0.0,2026-01-01,,,,
SUB-00567-00,CUS-00567,PLN-GROWTH,monthly,19,0.061,2024-12-01,2025-07-01,plan_change,,
SUB-00567-01,CUS-00567,PLN-GROWTH,monthly,12,0.061,2025-07-01,2026-03-01,churn,voluntary,Switched to competitor
SUB-00568-00,CUS-00568,PLN-STARTER,monthly,13,0.001,2024-12-01,,,,
SUB-00569-00,CUS-00569,PLN-GROWTH,monthly,31,0.034,2024-12-01,2025-05-01,churn,voluntary,Price / budget cuts
SUB-00570-00,CUS-00570,PLN-GROWTH,monthly,11,0.0,2024-12-01,2025-03-01,churn,voluntary,Low adoption
SUB-00571-00,CUS-00571,PLN-ENTERPRISE,annual,188,0.195,2024-12-01,2026-04-01,plan_change,,
SUB-00571-01,CUS-00571,PLN-SCALE,annual,135,0.195,2026-04-01,,,,
SUB-00572-00,CUS-00572,PLN-GROWTH,monthly,24,0.0,2024-12-01,2025-02-01,plan_change,,
SUB-00572-01,CUS-00572,PLN-GROWTH,monthly,28,0.0,2025-02-01,2025-03-01,churn,voluntary,Low adoption
SUB-00573-00,CUS-00573,PLN-SCALE,annual,79,0.117,2024-12-01,2025-02-01,plan_change,,
SUB-00573-01,CUS-00573,PLN-SCALE,annual,63,0.117,2025-02-01,2025-03-01,plan_change,,
SUB-00573-02,CUS-00573,PLN-SCALE,annual,84,0.117,2025-03-01,2025-08-01,plan_change,,
SUB-00573-03,CUS-00573,PLN-SCALE,annual,67,0.117,2025-08-01,2025-12-01,plan_change,,
SUB-00573-04,CUS-00573,PLN-SCALE,annual,79,0.117,2025-12-01,2026-01-01,plan_change,,
SUB-00573-05,CUS-00573,PLN-SCALE,annual,100,0.117,2026-01-01,2026-02-01,plan_change,,
SUB-00573-06,CUS-00573,PLN-SCALE,annual,108,0.117,2026-02-01,2026-06-01,plan_change,,
SUB-00573-07,CUS-00573,PLN-SCALE,annual,124,0.117,2026-06-01,2026-07-01,plan_change,,
