customer_id,month,licensed_seats,active_users,sessions,feature_adoption_score,support_tickets,csat_score
CUS-00603,2025-12-01,29,21,527,60.6,0,4.04
CUS-00603,2026-01-01,29,21,242,63.0,0,4.62
CUS-00603,2026-02-01,29,19,535,66.8,5,3.71
CUS-00603,2026-03-01,29,18,494,71.0,3,4.18
CUS-00603,2026-04-01,29,18,337,59.2,2,3.7
CUS-00603,2026-05-01,29,16,235,59.6,2,3.74
CUS-00603,2026-06-01,29,16,362,64.9,2,3.74
CUS-00603,2026-07-01,29,16,145,67.0,2,3.95
CUS-00603,2026-08-01,29,17,506,61.9,2,3.88
CUS-00604,2025-01-01,13,11,344,95.2,1,5.0
CUS-00604,2025-02-01,13,11,153,90.0,0,5.0
CUS-00604,2025-03-01,10,8,196,92.0,2,4.98
CUS-00604,2025-04-01,10,7,212,83.7,1,4.42
CUS-00604,2025-05-01,8,6,210,81.2,1,4.35
CUS-00604,2025-06-01,8,6,179,72.6,0,4.81
CUS-00604,2025-07-01,8,6,141,78.6,1,4.47
CUS-00604,2025-08-01,8,6,79,78.4,3,4.18
CUS-00604,2025-09-01,8,6,171,79.4,1,4.75
CUS-00604,2025-10-01,8,6,82,83.4,0,4.62
CUS-00604,2025-11-01,8,6,124,82.7,0,5.0
CUS-00604,2025-12-01,8,6,191,78.2,1,4.76
CUS-00604,2026-01-01,8,7,192,80.5,1,4.95
CUS-00604,2026-02-01,8,7,109,78.4,1,4.57
CUS-00604,2026-03-01,8,7,161,84.2,0,4.84
CUS-00604,2026-04-01,8,7,142,83.9,1,4.51
CUS-00605,2025-01-01,529,403,9625,75.8,0,4.64
CUS-00605,2025-02-01,529,417,12936,82.0,1,4.98
CUS-00605,2025-03-01,529,389,3527,74.4,1,4.49
CUS-00605,2025-04-01,529,379,6898,70.2,0,4.15
CUS-00605,2025-05-01,529,358,10182,76.1,2,3.89
CUS-00605,2025-06-01,529,370,10993,78.7,0,4.12
CUS-00605,2025-07-01,529,378,12910,67.1,2,4.44
CUS-00605,2025-08-01,629,419,9733,64.2,0,4.19
CUS-00605,2025-09-01,741,520,13612,71.4,1,4.6
CUS-00605,2025-10-01,741,513,10550,84.0,1,4.1
CUS-00605,2025-11-01,741,511,14532,70.4,6,4.12
CUS-00605,2025-12-01,741,547,18076,72.0,0,4.67
CUS-00605,2026-01-01,882,646,5726,69.8,2,4.47
CUS-00605,2026-02-01,882,654,22301,70.4,1,4.59
CUS-00605,2026-03-01,882,635,6265,76.4,1,4.42
CUS-00605,2026-04-01,882,635,16708,82.5,2,4.53
CUS-00605,2026-05-01,882,615,11160,78.2,0,4.74
CUS-00605,2026-06-01,882,605,9993,68.3,4,4.15
CUS-00605,2026-07-01,882,577,10748,77.7,2,4.08
CUS-00605,2026-08-01,1034,658,5160,89.1,2,4.42
CUS-00606,2025-01-01,35,21,423,70.1,1,4.38
CUS-00606,2025-02-01,35,19,197,64.2,1,4.22
CUS-00606,2025-03-01,35,19,458,72.1,0,4.48
CUS-00606,2025-04-01,35,18,343,64.3,4,3.87
CUS-00606,2025-05-01,35,18,136,58.1,6,3.79
CUS-00606,2025-06-01,35,17,129,60.0,2,3.89
CUS-00606,2025-07-01,35,15,159,69.0,1,4.36
CUS-00606,2025-08-01,35,14,325,61.8,2,3.97
CUS-00606,2025-09-01,35,12,198,57.6,3,4.23
CUS-00607,2025-01-01,19,11,302,54.4,4,3.65
CUS-00607,2025-02-01,19,10,178,55.6,1,3.4
CUS-00607,2025-03-01,19,11,297,55.2,0,4.34
CUS-00607,2025-04-01,19,11,153,63.0,4,3.9
CUS-00607,2025-05-01,19,11,279,54.2,4,3.79
CUS-00607,2025-06-01,19,10,229,52.1,2,3.81
CUS-00607,2025-07-01,19,11,122,58.3,1,3.7
CUS-00607,2025-08-01,19,11,281,54.6,0,3.71
CUS-00607,2025-09-01,19,10,198,60.7,8,3.96
CUS-00607,2025-10-01,19,10,205,53.4,2,3.71
CUS-00607,2025-11-01,19,10,199,53.8,4,3.62
CUS-00608,2025-01-01,59,48,571,81.6,3,4.49
CUS-00608,2025-02-01,59,51,795,78.5,0,4.39
CUS-00608,2025-03-01,59,50,1034,79.0,0,4.75
CUS-00608,2025-04-01,59,51,450,78.6,2,4.54
CUS-00608,2025-05-01,77,66,922,94.6,2,4.62
CUS-00608,2025-06-01,77,64,1586,84.8,2,4.59
CUS-00608,2025-07-01,77,63,2194,76.8,5,4.12
CUS-00608,2025-08-01,77,64,1843,77.8,3,4.44
CUS-00608,2025-09-01,77,66,2376,76.0,0,4.34
CUS-00608,2025-10-01,77,68,669,81.6,3,4.11
CUS-00608,2025-11-01,77,68,1023,80.1,1,4.8
CUS-00608,2025-12-01,77,68,1150,72.5,2,4.54
CUS-00608,2026-01-01,104,91,3201,72.6,0,4.43
CUS-00608,2026-02-01,104,94,2031,85.9,0,4.51
CUS-00608,2026-03-01,104,99,3786,87.7,2,4.6
CUS-00608,2026-04-01,124,118,3591,88.8,0,4.59
CUS-00608,2026-05-01,124,121,2778,85.7,1,5.0
CUS-00608,2026-06-01,124,120,1652,91.7,1,4.95
CUS-00608,2026-07-01,124,120,3078,78.0,0,4.79
CUS-00608,2026-08-01,124,123,2466,90.8,3,4.5
CUS-00609,2025-01-01,5,4,85,57.2,4,3.41
CUS-00609,2025-02-01,5,4,124,67.5,2,4.2
CUS-00609,2025-03-01,5,4,129,60.9,4,4.21
CUS-00609,2025-04-01,5,4,35,68.0,2,3.89
CUS-00609,2025-05-01,5,4,146,61.8,2,3.9
CUS-00609,2025-06-01,5,5,51,54.6,2,3.71
CUS-00609,2025-07-01,5,5,178,69.9,3,4.13
CUS-00609,2025-08-01,5,5,65,75.7,1,4.34
CUS-00609,2025-09-01,5,4,51,66.5,4,3.87
CUS-00609,2025-10-01,5,5,128,83.3,3,3.68
CUS-00609,2025-11-01,5,5,127,70.2,2,4.35
CUS-00609,2025-12-01,5,5,186,74.8,1,4.41
CUS-00609,2026-01-01,4,4,136,80.9,1,4.06
CUS-00609,2026-02-01,4,4,126,78.6,3,4.34
CUS-00609,2026-03-01,4,4,68,72.9,4,4.16
CUS-00609,2026-04-01,4,4,114,72.0,3,4.14
CUS-00609,2026-05-01,4,4,112,70.8,3,3.76
CUS-00609,2026-06-01,4,4,84,70.1,3,4.03
CUS-00609,2026-07-01,4,4,84,65.5,2,4.01
CUS-00609,2026-08-01,4,4,62,69.8,2,4.5
CUS-00610,2025-01-01,189,119,3252,54.9,0,4.42
CUS-00610,2025-02-01,189,118,1994,63.4,1,4.0
CUS-00610,2025-03-01,189,107,1168,66.7,1,4.47
CUS-00610,2025-04-01,189,108,1036,58.6,0,4.66
CUS-00610,2025-05-01,189,100,2131,69.4,7,4.3
CUS-00610,2025-06-01,189,104,1874,57.3,1,3.7
CUS-00610,2025-07-01,211,108,2748,64.8,0,4.65
CUS-00610,2025-08-01,211,95,1580,67.7,2,4.2
CUS-00610,2025-09-01,211,86,2207,61.9,1,4.42
CUS-00610,2025-10-01,138,54,896,60.7,1,4.58
CUS-00610,2025-11-01,138,49,533,62.9,2,4.46
CUS-00610,2025-12-01,138,43,783,55.8,0,4.19
CUS-00610,2026-01-01,138,39,884,54.0,2,4.13
CUS-00610,2026-02-01,138,44,350,57.6,1,4.11
CUS-00610,2026-03-01,183,55,617,53.7,1,3.77
CUS-00610,2026-04-01,183,44,563,52.1,1,4.14
CUS-00610,2026-05-01,183,42,859,48.7,0,3.93
CUS-00610,2026-06-01,183,42,764,57.7,1,3.84
CUS-00610,2026-07-01,183,34,582,50.2,3,4.03
CUS-00610,2026-08-01,183,31,392,57.2,1,4.15
CUS-00611,2025-01-01,67,46,422,75.5,1,3.77
CUS-00611,2025-02-01,67,46,695,65.4,2,4.39
CUS-00611,2025-03-01,67,47,855,68.3,1,4.3
CUS-00611,2025-04-01,67,45,639,61.6,1,4.21
CUS-00611,2025-05-01,79,57,1544,61.9,3,4.0
CUS-00611,2025-06-01,79,57,1259,61.9,3,4.05
CUS-00611,2025-07-01,79,57,1735,83.9,2,3.97
CUS-00611,2025-08-01,79,61,1155,75.1,0,4.62
CUS-00612,2025-01-01,3,2,45,65.2,0,4.18
CUS-00612,2025-02-01,4,3,83,68.9,2,4.23
CUS-00612,2025-03-01,4,3,51,63.0,1,4.41
CUS-00612,2025-04-01,4,2,31,76.1,3,4.08
CUS-00612,2025-05-01,4,2,26,62.7,0,4.16
CUS-00612,2025-06-01,4,2,24,73.7,1,4.25
CUS-00612,2025-07-01,4,2,17,65.2,1,4.44
CUS-00612,2025-08-01,4,2,34,75.7,0,4.4
CUS-00612,2025-09-01,4,2,24,74.7,2,4.03
CUS-00612,2025-10-01,4,2,37,59.5,2,3.88
CUS-00612,2025-11-01,4,2,29,59.5,1,4.47
CUS-00612,2025-12-01,4,2,42,68.7,1,3.73
CUS-00612,2026-01-01,4,2,41,66.5,1,4.13
CUS-00612,2026-02-01,4,2,22,70.1,2,4.11
CUS-00612,2026-03-01,4,2,44,64.2,0,4.08
CUS-00612,2026-04-01,4,2,49,72.1,2,4.19
CUS-00612,2026-05-01,4,2,56,60.0,2,3.69
CUS-00612,2026-06-01,4,2,17,57.4,0,4.68
CUS-00612,2026-07-01,4,2,46,68.6,3,3.93
CUS-00612,2026-08-01,4,2,27,63.4,0,3.99
CUS-00613,2025-01-01,11,7,223,73.5,7,3.47
CUS-00613,2025-02-01,11,7,89,58.8,2,3.57
CUS-00613,2025-03-01,11,8,145,58.1,2,3.18
CUS-00613,2025-04-01,11,8,154,58.2,1,3.54
CUS-00614,2025-01-01,21,14,406,77.5,2,4.06
CUS-00614,2025-02-01,21,13,205,70.6,0,4.32
CUS-00614,2025-03-01,26,15,175,58.5,3,3.86
CUS-00614,2025-04-01,26,14,323,51.9,1,3.58
CUS-00614,2025-05-01,26,12,180,57.5,4,3.45
CUS-00614,2025-06-01,26,11,254,56.1,2,4.02
CUS-00614,2025-07-01,26,9,217,58.7,3,3.66
CUS-00614,2025-08-01,26,8,113,46.0,1,3.8
CUS-00614,2025-09-01,26,8,97,53.1,1,3.67
CUS-00614,2025-10-01,26,7,59,52.5,2,3.78
CUS-00614,2025-11-01,26,5,29,46.6,3,3.8
CUS-00614,2025-12-01,26,3,47,37.3,2,3.63
CUS-00614,2026-01-01,26,1,7,40.9,5,3.28
CUS-00614,2026-02-01,26,1,16,41.8,2,3.24
CUS-00615,2025-01-01,14,9,199,73.9,0,4.52
CUS-00615,2025-02-01,14,8,60,73.6,0,3.76
CUS-00615,2025-03-01,14,8,148,79.9,5,3.98
CUS-00615,2025-04-01,14,7,120,78.8,1,4.3
CUS-00615,2025-05-01,14,7,116,66.6,0,4.18
CUS-00615,2025-06-01,14,8,79,74.8,2,4.59
CUS-00615,2025-07-01,14,8,173,73.2,1,4.32
CUS-00615,2025-08-01,17,10,117,66.2,0,4.35
CUS-00615,2025-09-01,17,10,118,79.6,0,4.36
CUS-00615,2025-10-01,17,9,211,70.4,3,4.81
CUS-00615,2025-11-01,17,9,240,78.7,2,4.28
CUS-00615,2025-12-01,17,8,99,79.4,0,4.4
CUS-00615,2026-01-01,17,7,70,63.7,0,3.96
CUS-00615,2026-02-01,17,6,79,75.0,1,4.08
CUS-00615,2026-03-01,20,8,116,61.8,0,4.47
CUS-00615,2026-04-01,20,8,184,74.6,2,3.92
CUS-00615,2026-05-01,20,8,106,67.3,0,4.47
CUS-00615,2026-06-01,20,8,73,65.1,0,4.49
CUS-00615,2026-07-01,20,8,133,70.8,0,3.99
CUS-00615,2026-08-01,20,7,163,57.6,0,4.4
CUS-00616,2025-01-01,11,7,174,57.2,1,4.34
CUS-00616,2025-02-01,11,8,172,61.7,1,3.8
CUS-00616,2025-03-01,11,7,164,68.5,0,4.13
CUS-00616,2025-04-01,12,9,197,58.1,1,4.55
CUS-00617,2025-01-01,14,9,208,53.5,2,3.67
CUS-00617,2025-02-01,14,8,67,57.2,2,4.04
CUS-00617,2025-03-01,14,8,85,46.6,5,3.35
CUS-00618,2025-01-01,6,4,96,69.1,1,4.46
CUS-00618,2025-02-01,6,4,129,65.8,2,4.3
CUS-00618,2025-03-01,6,4,59,70.3,3,3.89
CUS-00618,2025-04-01,6,4,59,63.9,0,4.22
CUS-00618,2025-05-01,6,4,96,63.8,5,3.67
CUS-00618,2025-06-01,6,4,102,60.3,2,3.99
CUS-00618,2025-07-01,6,4,61,62.6,2,4.0
CUS-00618,2025-08-01,6,4,57,58.2,2,3.99
CUS-00618,2025-09-01,6,5,98,79.5,2,4.4
CUS-00618,2025-10-01,6,5,141,74.5,4,3.97
CUS-00618,2025-11-01,6,5,134,81.9,2,4.07
CUS-00618,2025-12-01,6,5,66,74.6,0,3.8
CUS-00618,2026-01-01,6,5,174,62.3,1,4.15
CUS-00618,2026-02-01,6,5,158,73.4,3,3.91
CUS-00618,2026-03-01,6,5,84,75.2,0,4.11
CUS-00618,2026-04-01,6,5,143,71.5,0,4.19
CUS-00618,2026-05-01,6,5,77,84.9,1,4.24
CUS-00618,2026-06-01,6,6,167,74.9,1,4.43
CUS-00619,2025-01-01,123,83,1895,80.1,4,4.16
CUS-00619,2025-02-01,123,84,2343,73.7,1,4.37
CUS-00619,2025-03-01,123,76,2039,75.8,1,4.59
CUS-00619,2025-04-01,123,67,506,67.1,0,4.18
CUS-00619,2025-05-01,123,65,1459,68.8,2,4.61
CUS-00619,2025-06-01,123,65,1799,82.3,1,4.36
CUS-00619,2025-07-01,123,65,514,62.7,5,4.18
CUS-00619,2025-08-01,123,60,1158,73.9,1,4.19
CUS-00619,2025-09-01,123,59,690,68.5,2,4.25
CUS-00619,2025-10-01,123,57,400,70.5,1,4.38
CUS-00619,2025-11-01,123,55,781,66.4,1,4.61
CUS-00619,2025-12-01,111,56,1139,76.7,2,3.85
CUS-00619,2026-01-01,111,52,780,62.5,2,4.2
CUS-00619,2026-02-01,111,52,1191,78.2,2,4.12
CUS-00619,2026-03-01,90,39,978,74.9,1,4.45
CUS-00619,2026-04-01,90,37,256,69.4,2,4.31
CUS-00619,2026-05-01,90,44,1095,78.2,1,4.66
CUS-00619,2026-06-01,90,47,975,66.8,0,4.95
CUS-00619,2026-07-01,90,43,1001,70.8,1,4.36
CUS-00619,2026-08-01,56,28,594,69.9,0,4.72
CUS-00620,2025-01-01,28,20,189,75.5,0,4.41
CUS-00620,2025-02-01,28,17,132,76.8,2,4.34
CUS-00621,2025-01-01,38,29,361,79.4,4,3.77
CUS-00621,2025-02-01,38,30,937,67.0,2,4.44
CUS-00621,2025-03-01,38,30,905,74.6,2,4.51
CUS-00621,2025-04-01,38,28,381,72.1,2,4.06
CUS-00621,2025-05-01,38,26,443,66.7,1,4.26
CUS-00621,2025-06-01,42,25,485,64.0,2,3.8
CUS-00621,2025-07-01,42,24,572,72.8,1,4.44
CUS-00621,2025-08-01,42,24,240,69.4,1,4.33
CUS-00621,2025-09-01,42,25,672,64.3,3,4.27
CUS-00621,2025-10-01,50,31,249,57.2,1,4.48
CUS-00621,2025-11-01,50,31,526,62.9,2,3.86
CUS-00621,2025-12-01,50,31,773,61.7,1,4.15
CUS-00621,2026-01-01,30,17,146,53.1,3,4.26
CUS-00621,2026-02-01,30,17,480,62.9,2,4.08
CUS-00621,2026-03-01,30,18,130,63.0,1,4.03
CUS-00621,2026-04-01,30,17,492,66.7,2,4.37
CUS-00621,2026-05-01,30,16,154,63.3,3,3.66
CUS-00621,2026-06-01,30,16,244,64.6,3,4.0
CUS-00621,2026-07-01,30,16,470,70.2,2,3.75
CUS-00621,2026-08-01,30,16,206,74.1,2,3.85
CUS-00622,2025-01-01,16,9,226,58.9,0,4.33
CUS-00622,2025-02-01,16,10,182,62.8,3,4.13
CUS-00622,2025-03-01,16,10,133,69.7,1,4.46
CUS-00622,2025-04-01,16,11,233,63.6,2,4.37
CUS-00622,2025-05-01,16,11,148,65.9,2,4.21
CUS-00622,2025-06-01,16,10,101,64.8,3,3.98
CUS-00622,2025-07-01,16,10,205,63.0,2,4.45
CUS-00622,2025-08-01,18,12,160,70.2,2,3.73
CUS-00622,2025-09-01,18,12,102,82.4,0,4.21
CUS-00622,2025-10-01,18,12,303,65.2,2,4.17
CUS-00622,2025-11-01,18,12,272,63.5,3,3.84
CUS-00622,2025-12-01,18,12,135,53.1,2,3.89
CUS-00623,2025-02-01,128,87,2893,54.1,1,3.96
CUS-00623,2025-03-01,159,107,3507,68.2,2,3.64
CUS-00623,2025-04-01,211,137,2732,64.9,1,4.3
CUS-00623,2025-05-01,190,115,1975,63.7,2,3.7
CUS-00623,2025-06-01,190,116,2768,61.5,1,4.8
CUS-00623,2025-07-01,190,113,1229,62.8,1,4.36
CUS-00623,2025-08-01,190,105,1069,63.1,2,3.64
CUS-00623,2025-09-01,190,119,1201,76.1,2,4.2
CUS-00623,2025-10-01,158,100,856,63.2,1,4.45
CUS-00623,2025-11-01,158,102,3254,67.8,3,4.2
CUS-00623,2025-12-01,158,112,2285,68.3,1,4.73
CUS-00623,2026-01-01,158,120,1924,81.9,1,4.0
CUS-00623,2026-02-01,186,139,4383,81.8,2,4.6
CUS-00623,2026-03-01,186,131,1532,70.1,2,4.41
CUS-00623,2026-04-01,186,123,1327,65.3,3,4.14
CUS-00623,2026-05-01,186,121,1767,61.8,1,3.99
CUS-00623,2026-06-01,186,114,2607,78.1,3,4.19
CUS-00623,2026-07-01,186,103,2539,65.2,4,3.96
CUS-00623,2026-08-01,186,108,906,69.0,1,4.57
CUS-00624,2025-02-01,8,6,165,79.9,1,4.35
CUS-00624,2025-03-01,8,6,111,73.3,1,4.7
CUS-00624,2025-04-01,8,6,67,71.5,2,4.43
CUS-00624,2025-05-01,8,5,44,74.3,0,4.21
CUS-00624,2025-06-01,8,5,69,70.0,0,4.73
CUS-00624,2025-07-01,8,5,144,71.9,3,4.25
CUS-00624,2025-08-01,8,5,109,78.8,2,4.41
CUS-00624,2025-09-01,7,4,115,71.7,2,3.91
CUS-00624,2025-10-01,7,4,96,69.8,2,4.03
CUS-00624,2025-11-01,10,6,124,72.1,1,4.35
CUS-00624,2025-12-01,10,6,42,70.6,4,4.16
CUS-00624,2026-01-01,10,6,59,65.1,1,4.09
CUS-00624,2026-02-01,10,5,104,74.9,0,4.56
CUS-00624,2026-03-01,10,5,133,63.2,1,4.19
CUS-00624,2026-04-01,10,4,77,64.1,3,3.98
CUS-00624,2026-05-01,10,4,80,78.1,2,4.24
CUS-00624,2026-06-01,10,4,70,66.2,1,3.96
CUS-00624,2026-07-01,10,5,55,61.8,1,4.13
CUS-00624,2026-08-01,10,4,87,71.4,1,3.93
CUS-00625,2025-02-01,127,74,2016,54.9,1,3.92
CUS-00625,2025-03-01,127,71,1056,60.1,3,4.01
CUS-00625,2025-04-01,127,67,492,59.7,3,3.78
CUS-00625,2025-05-01,127,64,1257,55.4,3,3.77
CUS-00625,2025-06-01,127,56,1273,58.4,0,4.19
CUS-00625,2025-07-01,127,44,415,63.2,2,3.2
CUS-00625,2025-08-01,127,38,587,46.0,2,3.74
CUS-00625,2025-09-01,127,42,255,49.5,1,4.14
CUS-00625,2025-10-01,127,37,829,55.4,2,3.49
CUS-00625,2025-11-01,127,22,420,53.2,1,3.18
CUS-00625,2025-12-01,127,13,202,50.3,2,3.28
CUS-00625,2026-01-01,127,8,126,38.8,0,3.1
CUS-00625,2026-02-01,127,4,34,39.4,5,3.44
CUS-00625,2026-03-01,156,5,59,35.6,0,3.64
CUS-00625,2026-04-01,156,5,26,42.9,4,3.34
CUS-00625,2026-05-01,156,5,60,39.2,3,3.49
CUS-00625,2026-06-01,156,5,58,48.5,1,3.42
CUS-00625,2026-07-01,156,11,138,47.4,1,3.56
CUS-00625,2026-08-01,156,6,77,41.0,3,3.53
CUS-00626,2025-02-01,192,124,982,74.7,1,4.36
CUS-00626,2025-03-01,236,165,1781,69.4,2,4.1
CUS-00626,2025-04-01,236,172,5764,72.5,2,4.66
CUS-00626,2025-05-01,236,175,2608,77.0,0,4.26
CUS-00626,2025-06-01,236,174,2140,73.2,5,3.86
CUS-00626,2025-07-01,236,167,3426,78.2,3,4.31
CUS-00626,2025-08-01,236,167,1573,64.1,1,4.11
CUS-00626,2025-09-01,236,169,5601,76.7,1,4.53
CUS-00626,2025-10-01,236,165,2577,75.5,1,4.48
CUS-00626,2025-11-01,302,215,3367,62.3,2,4.3
CUS-00626,2025-12-01,302,216,4808,71.8,1,4.2
CUS-00626,2026-01-01,302,204,2667,84.1,1,4.3
CUS-00626,2026-02-01,302,188,4690,75.0,1,4.14
CUS-00626,2026-03-01,302,194,3666,60.8,2,4.24
CUS-00626,2026-04-01,302,192,4326,65.7,4,4.03
CUS-00626,2026-05-01,302,186,2583,74.4,0,4.63
CUS-00626,2026-06-01,302,171,4960,66.4,1,4.45
CUS-00626,2026-07-01,302,175,5161,67.6,2,4.48
CUS-00626,2026-08-01,302,184,2040,68.1,2,3.94
CUS-00627,2025-02-01,13,8,204,69.0,1,4.43
CUS-00627,2025-03-01,13,7,131,63.2,2,3.67
CUS-00627,2025-04-01,13,7,138,66.8,3,3.83
CUS-00627,2025-05-01,13,6,86,62.1,1,3.89
CUS-00627,2025-06-01,13,6,100,65.5,1,4.42
CUS-00627,2025-07-01,13,5,125,50.4,1,3.75
CUS-00627,2025-08-01,13,4,61,47.0,3,4.14
CUS-00627,2025-09-01,13,4,82,50.3,4,3.77
CUS-00627,2025-10-01,13,3,47,54.5,2,4.13
CUS-00627,2025-11-01,13,3,35,42.7,7,3.63
CUS-00627,2025-12-01,13,2,31,39.8,4,3.81
CUS-00627,2026-01-01,13,1,14,55.2,3,3.45
CUS-00627,2026-02-01,13,1,16,43.2,2,4.16
CUS-00627,2026-03-01,13,1,5,43.2,3,3.28
CUS-00627,2026-04-01,13,1,10,52.4,4,3.58
CUS-00627,2026-05-01,17,1,5,58.7,2,3.78
CUS-00627,2026-06-01,17,1,6,43.4,2,3.79
CUS-00627,2026-07-01,17,1,12,51.2,1,3.52
CUS-00627,2026-08-01,17,1,10,46.3,1,4.0
CUS-00628,2025-02-01,15,9,168,78.9,0,4.69
CUS-00628,2025-03-01,15,9,114,75.1,0,4.54
CUS-00628,2025-04-01,15,8,116,66.5,0,4.99
CUS-00628,2025-05-01,15,8,121,77.2,1,4.6
CUS-00628,2025-06-01,15,8,99,71.0,2,4.05
CUS-00628,2025-07-01,15,7,115,67.4,1,4.25
CUS-00628,2025-08-01,15,6,99,62.6,0,4.59
CUS-00628,2025-09-01,9,3,51,59.1,2,4.34
CUS-00628,2025-10-01,9,3,61,63.2,1,4.1
CUS-00628,2025-11-01,9,3,58,60.7,3,3.93
CUS-00629,2025-02-01,12,7,84,56.2,0,3.85
CUS-00629,2025-03-01,12,8,136,67.8,1,4.14
CUS-00629,2025-04-01,12,8,179,64.7,3,3.72
CUS-00629,2025-05-01,12,7,105,63.6,2,4.48
CUS-00629,2025-06-01,12,7,188,66.0,1,3.98
CUS-00629,2025-07-01,12,6,106,71.9,3,3.54
CUS-00629,2025-08-01,12,5,37,61.7,5,3.4
CUS-00629,2025-09-01,12,5,59,62.9,3,3.4
CUS-00629,2025-10-01,12,4,30,53.4,3,3.8
CUS-00629,2025-11-01,12,4,54,50.1,0,3.77
CUS-00629,2025-12-01,12,4,25,50.1,2,3.75
CUS-00629,2026-01-01,12,2,18,54.9,3,3.42
CUS-00629,2026-02-01,12,2,35,39.1,1,3.61
CUS-00630,2025-02-01,12,8,155,61.3,4,4.01
CUS-00630,2025-03-01,12,8,148,64.8,0,3.85
CUS-00630,2025-04-01,12,7,192,57.3,0,4.07
CUS-00630,2025-05-01,12,7,69,62.0,1,3.9
CUS-00630,2025-06-01,12,7,52,75.5,2,4.03
CUS-00630,2025-07-01,12,8,216,63.2,1,4.25
CUS-00630,2025-08-01,12,8,249,74.7,1,3.82
CUS-00630,2025-09-01,12,8,101,63.6,1,4.0
CUS-00630,2025-10-01,12,8,112,66.6,3,4.15
CUS-00630,2025-11-01,12,8,198,74.9,0,3.7
CUS-00630,2025-12-01,12,8,199,75.6,1,4.51
CUS-00630,2026-01-01,12,9,154,67.7,1,4.1
CUS-00630,2026-02-01,12,9,304,70.0,2,4.15
CUS-00630,2026-03-01,12,9,174,66.3,2,4.14
CUS-00630,2026-04-01,12,9,247,65.6,4,3.94
CUS-00630,2026-05-01,12,9,159,65.9,2,4.37
CUS-00630,2026-06-01,12,10,219,63.9,5,4.14
CUS-00630,2026-07-01,12,10,170,80.1,4,4.25
CUS-00630,2026-08-01,12,10,108,71.8,3,3.94
CUS-00631,2025-02-01,44,25,558,56.5,2,3.72
CUS-00631,2025-03-01,44,22,449,53.3,0,4.07
CUS-00631,2025-04-01,44,23,419,60.0,0,3.94
CUS-00631,2025-05-01,44,20,222,58.2,2,3.54
CUS-00631,2025-06-01,44,20,308,54.6,2,3.4
CUS-00631,2025-07-01,44,20,271,44.3,4,3.55
CUS-00631,2025-08-01,44,19,297,52.3,2,3.92
CUS-00631,2025-09-01,44,19,309,50.4,3,3.55
CUS-00631,2025-10-01,44,18,377,38.8,1,3.55
CUS-00631,2025-11-01,44,14,274,47.1,1,3.77
CUS-00631,2025-12-01,44,17,111,49.2,3,3.33
CUS-00631,2026-01-01,44,15,287,41.6,1,3.55
CUS-00631,2026-02-01,63,20,389,55.1,0,3.9
CUS-00631,2026-03-01,79,23,277,38.0,1,3.48
CUS-00631,2026-04-01,79,21,375,43.3,4,3.1
CUS-00631,2026-05-01,79,19,172,49.2,3,3.78
CUS-00631,2026-06-01,79,18,333,46.4,0,3.75
CUS-00631,2026-07-01,79,17,303,46.0,2,3.49
CUS-00631,2026-08-01,79,16,89,41.8,3,3.61
CUS-00632,2025-02-01,25,22,538,80.3,0,4.72
CUS-00632,2025-03-01,25,24,910,93.5,0,4.67
CUS-00632,2025-04-01,25,22,272,87.9,1,5.0
CUS-00632,2025-05-01,25,22,561,96.7,0,4.77
CUS-00632,2025-06-01,25,24,938,95.3,3,4.9
CUS-00632,2025-07-01,25,25,516,97.7,3,4.88
CUS-00632,2025-08-01,25,25,263,96.5,2,4.94
CUS-00632,2025-09-01,25,24,548,81.7,1,4.73
CUS-00632,2025-10-01,25,24,610,85.9,0,4.83
CUS-00632,2025-11-01,25,24,869,92.2,4,4.38
CUS-00632,2025-12-01,25,25,792,98.8,3,5.0
CUS-00632,2026-01-01,25,24,789,89.5,4,4.57
CUS-00632,2026-02-01,25,23,685,93.4,1,4.7
CUS-00632,2026-03-01,25,23,649,86.2,0,4.44
CUS-00632,2026-04-01,25,22,359,82.1,0,4.75
CUS-00632,2026-05-01,25,22,381,86.3,1,4.94
CUS-00632,2026-06-01,25,22,355,99.4,0,4.92
CUS-00632,2026-07-01,25,24,536,90.0,2,5.0
CUS-00632,2026-08-01,25,24,656,84.5,1,4.99
CUS-00633,2025-02-01,116,82,1734,71.2,1,4.8
CUS-00633,2025-03-01,81,56,904,75.9,1,4.97
CUS-00633,2025-04-01,81,50,1382,71.7,0,4.52
CUS-00633,2025-05-01,81,47,623,66.6,1,4.44
CUS-00633,2025-06-01,81,38,941,60.0,2,3.85
CUS-00633,2025-07-01,81,27,639,67.5,2,4.19
CUS-00633,2025-08-01,81,26,546,54.3,1,4.81
CUS-00633,2025-09-01,81,25,545,71.6,2,4.05
CUS-00633,2025-10-01,81,23,178,62.1,2,4.25
CUS-00633,2025-11-01,81,17,248,55.9,1,4.61
CUS-00633,2025-12-01,81,17,222,59.4,1,4.09
CUS-00633,2026-01-01,81,18,115,55.8,0,4.11
CUS-00633,2026-02-01,81,12,65,43.7,3,4.62
CUS-00633,2026-03-01,55,3,23,58.1,4,3.94
CUS-00633,2026-04-01,55,2,24,52.1,3,3.81
CUS-00633,2026-05-01,55,2,22,62.9,3,3.61
