order_item_id,order_id,product_id,quantity,unit_price,discount_amount
OI0014587,O0007108,P00123,1,135.84,0.00
OI0014588,O0007108,P00171,1,68.19,10.67
OI0014589,O0007109,P00184,1,208.78,108.00
OI0014590,O0007109,P00183,1,274.44,0.00
OI0014591,O0007110,P00122,1,54.16,0.00
OI0014592,O0007111,P00067,1,78.15,0.00
OI0014593,O0007112,P00027,1,31.13,4.39
OI0014594,O0007113,P00006,3,31.44,0.00
OI0014595,O0007113,P00059,1,129.93,0.00
OI0014596,O0007114,P00105,1,393.89,129.43
OI0014597,O0007114,P00001,2,38.97,24.47
OI0014598,O0007115,P00002,1,81.68,0.00
OI0014599,O0007116,P00152,2,28.36,0.12
OI0014600,O0007116,P00154,1,38.78,0.00
OI0014601,O0007117,P00154,1,38.78,0.00
OI0014602,O0007117,P00104,1,175.32,0.00
OI0014603,O0007117,P00135,1,140.35,0.00
OI0014604,O0007117,P00070,2,81.65,0.00
OI0014605,O0007118,P00140,1,50.12,0.00
OI0014606,O0007118,P00077,1,105.21,0.00
OI0014607,O0007119,P00064,1,93.30,0.00
OI0014608,O0007119,P00069,1,148.15,4.68
OI0014609,O0007119,P00130,1,206.19,0.00
OI0014610,O0007120,P00057,4,65.94,0.00
OI0014611,O0007120,P00171,2,68.19,20.84
OI0014612,O0007120,P00006,1,31.44,8.48
OI0014613,O0007121,P00093,3,161.57,0.00
OI0014614,O0007122,P00035,1,131.59,45.61
OI0014615,O0007122,P00057,1,65.94,28.05
OI0014616,O0007122,P00046,1,117.17,19.02
OI0014617,O0007123,P00004,1,33.94,0.00
OI0014618,O0007123,P00132,1,68.52,20.97
OI0014619,O0007123,P00148,1,75.06,0.00
OI0014620,O0007124,P00010,1,28.00,5.52
OI0014621,O0007124,P00004,1,33.94,0.00
OI0014622,O0007124,P00065,1,94.68,0.00
OI0014623,O0007124,P00038,1,83.70,0.00
OI0014624,O0007125,P00066,1,111.95,0.00
OI0014625,O0007125,P00094,1,384.95,0.00
OI0014626,O0007125,P00099,1,472.93,0.00
OI0014627,O0007125,P00094,1,384.95,0.00
OI0014628,O0007126,P00016,1,54.64,0.00
OI0014629,O0007126,P00011,1,133.12,0.00
OI0014630,O0007126,P00013,1,66.51,0.00
OI0014631,O0007127,P00010,1,28.00,0.00
OI0014632,O0007128,P00068,1,106.66,0.00
OI0014633,O0007129,P00149,1,72.73,0.00
OI0014634,O0007129,P00143,1,21.76,0.00
OI0014635,O0007129,P00035,1,131.59,0.00
OI0014636,O0007129,P00155,1,44.92,0.00
OI0014637,O0007130,P00102,1,243.13,0.00
OI0014638,O0007131,P00162,1,63.36,0.00
OI0014639,O0007132,P00177,1,276.02,29.59
OI0014640,O0007133,P00034,1,41.79,17.59
OI0014641,O0007133,P00103,1,111.90,0.00
OI0014642,O0007133,P00172,1,93.79,0.00
OI0014643,O0007134,P00064,1,93.30,0.00
OI0014644,O0007134,P00157,1,19.98,0.00
OI0014645,O0007134,P00103,1,111.90,0.00
OI0014646,O0007134,P00085,2,166.79,127.69
OI0014647,O0007134,P00085,1,166.79,0.00
OI0014648,O0007135,P00102,1,243.13,0.00
OI0014649,O0007135,P00108,1,119.88,20.34
OI0014650,O0007135,P00098,1,126.60,0.00
OI0014651,O0007136,P00003,1,32.59,0.00
OI0014652,O0007137,P00139,1,53.02,0.00
OI0014653,O0007138,P00082,1,477.87,0.00
OI0014654,O0007139,P00052,1,64.55,0.00
OI0014655,O0007139,P00004,1,33.94,8.24
OI0014656,O0007139,P00020,1,131.49,5.27
OI0014657,O0007140,P00041,1,125.23,20.27
OI0014658,O0007141,P00112,1,172.61,0.00
OI0014659,O0007142,P00176,2,169.90,0.00
OI0014660,O0007142,P00170,1,216.26,18.62
OI0014661,O0007142,P00034,1,41.79,0.00
OI0014662,O0007143,P00110,1,411.22,0.00
OI0014663,O0007144,P00082,1,477.87,102.60
OI0014664,O0007144,P00086,1,263.09,0.00
OI0014665,O0007144,P00129,1,59.96,18.37
OI0014666,O0007145,P00182,1,47.86,0.00
OI0014667,O0007145,P00184,2,208.78,0.00
OI0014668,O0007146,P00173,1,77.82,0.00
OI0014669,O0007147,P00086,2,263.09,0.00
OI0014670,O0007147,P00029,1,116.07,0.00
OI0014671,O0007148,P00130,1,206.19,0.00
OI0014672,O0007149,P00021,4,52.72,35.55
OI0014673,O0007150,P00138,1,76.21,0.00
OI0014674,O0007150,P00069,1,148.15,0.00
OI0014675,O0007150,P00063,1,36.53,0.00
OI0014676,O0007151,P00072,1,58.95,0.00
OI0014677,O0007152,P00162,1,63.36,0.00
OI0014678,O0007153,P00092,1,209.32,59.74
OI0014679,O0007153,P00065,1,94.68,0.00
OI0014680,O0007153,P00178,1,226.66,0.00
OI0014681,O0007154,P00063,1,36.53,5.78
OI0014682,O0007154,P00099,2,472.93,0.00
OI0014683,O0007154,P00018,1,62.01,0.00
OI0014684,O0007155,P00134,3,68.67,0.00
OI0014685,O0007156,P00095,1,396.85,0.00
OI0014686,O0007157,P00040,1,113.30,53.14
OI0014687,O0007158,P00053,2,103.71,0.00
OI0014688,O0007159,P00173,1,77.82,7.87
OI0014689,O0007160,P00184,1,208.78,30.59
OI0014690,O0007160,P00147,1,66.12,0.00
OI0014691,O0007160,P00014,1,87.12,1.48
OI0014692,O0007160,P00045,1,70.92,23.36
OI0014693,O0007161,P00026,2,34.19,0.00
OI0014694,O0007161,P00190,4,189.90,0.00
OI0014695,O0007162,P00042,2,98.30,29.80
OI0014696,O0007162,P00030,1,99.97,0.00
OI0014697,O0007162,P00048,1,122.50,0.00
OI0014698,O0007163,P00015,1,66.55,5.78
OI0014699,O0007164,P00184,1,208.78,0.00
OI0014700,O0007165,P00002,1,81.68,0.00
OI0014701,O0007165,P00004,2,33.94,0.00
OI0014702,O0007165,P00135,1,140.35,5.12
OI0014703,O0007165,P00113,1,86.78,0.00
OI0014704,O0007166,P00153,1,34.78,4.90
OI0014705,O0007166,P00007,2,116.94,0.00
OI0014706,O0007167,P00015,3,66.55,99.41
OI0014707,O0007167,P00007,1,116.94,0.00
OI0014708,O0007168,P00009,1,73.72,0.00
OI0014709,O0007168,P00036,1,67.23,0.00
OI0014710,O0007169,P00146,3,45.85,36.93
OI0014711,O0007169,P00172,1,93.79,0.00
OI0014712,O0007169,P00002,1,81.68,0.00
OI0014713,O0007169,P00127,1,194.09,0.00
OI0014714,O0007170,P00056,1,105.15,0.00
OI0014715,O0007171,P00184,3,208.78,0.00
OI0014716,O0007172,P00074,1,128.17,45.62
OI0014717,O0007172,P00178,1,226.66,0.00
OI0014718,O0007173,P00179,4,49.48,0.00
OI0014719,O0007174,P00044,2,20.90,0.00
OI0014720,O0007174,P00043,1,107.20,0.00
OI0014721,O0007175,P00101,1,112.24,0.00
OI0014722,O0007175,P00020,1,131.49,25.35
OI0014723,O0007176,P00023,1,49.85,0.00
OI0014724,O0007176,P00166,1,74.32,28.96
OI0014725,O0007177,P00125,2,100.06,0.00
OI0014726,O0007177,P00066,1,111.95,0.00
OI0014727,O0007177,P00031,1,90.94,0.00
OI0014728,O0007178,P00038,1,83.70,0.00
OI0014729,O0007179,P00025,1,125.94,13.83
OI0014730,O0007179,P00106,1,104.67,29.38
OI0014731,O0007179,P00024,1,35.49,0.00
OI0014732,O0007180,P00032,1,34.46,0.00
OI0014733,O0007181,P00183,1,274.44,0.00
OI0014734,O0007182,P00105,2,393.89,81.69
OI0014735,O0007182,P00105,1,393.89,0.00
OI0014736,O0007182,P00107,1,109.03,18.43
OI0014737,O0007183,P00061,1,44.28,14.75
OI0014738,O0007184,P00013,1,66.51,0.00
OI0014739,O0007185,P00006,2,31.44,5.95
OI0014740,O0007186,P00186,1,272.93,0.00
OI0014741,O0007186,P00071,1,122.76,37.76
OI0014742,O0007186,P00112,1,172.61,0.00
OI0014743,O0007187,P00079,1,67.74,0.00
OI0014744,O0007187,P00152,1,28.36,1.63
OI0014745,O0007188,P00146,1,45.85,0.00
OI0014746,O0007189,P00014,1,87.12,0.00
OI0014747,O0007189,P00042,1,98.30,0.00
OI0014748,O0007189,P00018,1,62.01,2.27
OI0014749,O0007189,P00029,1,116.07,0.00
OI0014750,O0007190,P00014,1,87.12,0.00
OI0014751,O0007190,P00015,1,66.55,2.87
OI0014752,O0007190,P00034,1,41.79,0.00
OI0014753,O0007191,P00022,1,40.61,0.69
OI0014754,O0007192,P00127,2,194.09,0.00
OI0014755,O0007192,P00033,2,44.67,21.47
OI0014756,O0007193,P00067,2,78.15,30.01
OI0014757,O0007193,P00087,1,437.19,80.05
OI0014758,O0007193,P00089,1,337.55,0.00
OI0014759,O0007194,P00059,1,129.93,0.00
OI0014760,O0007194,P00024,1,35.49,0.00
OI0014761,O0007194,P00006,1,31.44,0.00
OI0014762,O0007195,P00155,1,44.92,8.81
OI0014763,O0007196,P00162,1,63.36,0.36
OI0014764,O0007196,P00061,1,44.28,2.75
OI0014765,O0007196,P00130,1,206.19,21.79
OI0014766,O0007197,P00152,1,28.36,7.81
OI0014767,O0007197,P00145,1,66.69,5.34
OI0014768,O0007198,P00179,2,49.48,0.00
OI0014769,O0007198,P00033,1,44.67,0.00
OI0014770,O0007199,P00177,1,276.02,0.00
OI0014771,O0007200,P00163,1,39.36,0.00
OI0014772,O0007200,P00106,1,104.67,0.00
OI0014773,O0007200,P00095,1,396.85,107.23
OI0014774,O0007201,P00125,1,100.06,0.00
OI0014775,O0007201,P00074,1,128.17,0.00
OI0014776,O0007202,P00060,1,139.31,0.00
OI0014777,O0007203,P00034,1,41.79,0.00
OI0014778,O0007203,P00025,2,125.94,0.00
OI0014779,O0007204,P00102,1,243.13,0.00
OI0014780,O0007205,P00129,1,59.96,0.00
OI0014781,O0007205,P00044,1,20.90,4.62
OI0014782,O0007206,P00032,1,34.46,0.00
OI0014783,O0007207,P00114,1,111.53,3.50
OI0014784,O0007208,P00061,1,44.28,0.00
OI0014785,O0007209,P00187,1,164.80,0.00
OI0014786,O0007210,P00128,1,22.27,6.32
OI0014787,O0007210,P00014,1,87.12,17.18
OI0014788,O0007210,P00086,1,263.09,0.00
OI0014789,O0007210,P00110,1,411.22,176.95
OI0014790,O0007211,P00015,3,66.55,0.00
OI0014791,O0007211,P00048,1,122.50,0.00
OI0014792,O0007211,P00013,1,66.51,0.00
OI0014793,O0007212,P00164,1,55.17,0.00
OI0014794,O0007212,P00112,1,172.61,22.70
OI0014795,O0007213,P00041,2,125.23,35.26
OI0014796,O0007213,P00042,1,98.30,7.20
OI0014797,O0007213,P00114,1,111.53,0.00
OI0014798,O0007214,P00098,1,126.60,15.56
OI0014799,O0007215,P00142,1,138.70,0.00
OI0014800,O0007216,P00115,1,110.04,0.00
OI0014801,O0007217,P00132,1,68.52,18.99
OI0014802,O0007217,P00133,1,184.72,0.00
OI0014803,O0007217,P00141,1,169.49,0.00
OI0014804,O0007218,P00170,1,216.26,0.00
OI0014805,O0007219,P00105,2,393.89,0.00
OI0014806,O0007220,P00056,1,105.15,0.00
OI0014807,O0007221,P00046,3,117.17,0.00
OI0014808,O0007221,P00038,1,83.70,0.00
OI0014809,O0007221,P00090,1,290.67,0.00
OI0014810,O0007222,P00155,1,44.92,0.00
OI0014811,O0007222,P00003,4,32.59,0.00
OI0014812,O0007223,P00033,1,44.67,0.00
OI0014813,O0007223,P00010,1,28.00,0.00
OI0014814,O0007224,P00071,1,122.76,0.00
OI0014815,O0007224,P00137,2,31.33,0.00
OI0014816,O0007224,P00056,1,105.15,0.00
OI0014817,O0007225,P00143,2,21.76,0.00
OI0014818,O0007226,P00177,1,276.02,66.27
OI0014819,O0007227,P00136,1,29.59,0.00
OI0014820,O0007228,P00074,1,128.17,0.00
OI0014821,O0007229,P00012,1,88.93,0.00
OI0014822,O0007230,P00159,1,18.13,0.00
OI0014823,O0007230,P00024,1,35.49,4.02
OI0014824,O0007230,P00054,1,59.52,0.00
OI0014825,O0007231,P00117,1,134.40,0.00
OI0014826,O0007231,P00046,2,117.17,0.00
OI0014827,O0007232,P00029,1,116.07,0.00
OI0014828,O0007233,P00077,1,105.21,0.00
OI0014829,O0007233,P00091,1,437.76,94.12
OI0014830,O0007233,P00178,2,226.66,0.00
OI0014831,O0007234,P00003,1,32.59,0.00
OI0014832,O0007235,P00006,1,31.44,3.13
OI0014833,O0007235,P00086,1,263.09,0.00
OI0014834,O0007235,P00014,1,87.12,0.00
OI0014835,O0007235,P00106,1,104.67,2.34
OI0014836,O0007235,P00088,1,384.21,0.00
OI0014837,O0007236,P00091,1,437.76,38.26
OI0014838,O0007237,P00167,1,59.63,0.00
OI0014839,O0007238,P00072,2,58.95,0.00
OI0014840,O0007238,P00048,1,122.50,0.00
OI0014841,O0007239,P00136,1,29.59,5.38
OI0014842,O0007239,P00051,2,43.18,13.26
OI0014843,O0007239,P00091,1,437.76,0.00
OI0014844,O0007239,P00099,1,472.93,0.00
OI0014845,O0007240,P00140,1,50.12,14.04
OI0014846,O0007241,P00011,1,133.12,49.87
OI0014847,O0007241,P00107,1,109.03,0.00
OI0014848,O0007242,P00010,1,28.00,0.00
OI0014849,O0007242,P00024,1,35.49,3.82
OI0014850,O0007243,P00004,1,33.94,1.13
OI0014851,O0007243,P00034,1,41.79,0.00
OI0014852,O0007243,P00135,1,140.35,0.00
OI0014853,O0007244,P00046,1,117.17,37.81
OI0014854,O0007245,P00057,2,65.94,0.00
OI0014855,O0007246,P00078,2,128.93,0.00
OI0014856,O0007246,P00038,2,83.70,8.92
OI0014857,O0007246,P00061,1,44.28,14.80
OI0014858,O0007246,P00057,2,65.94,0.00
OI0014859,O0007246,P00090,1,290.67,11.25
OI0014860,O0007247,P00152,1,28.36,0.00
OI0014861,O0007247,P00088,1,384.21,51.60
OI0014862,O0007248,P00138,1,76.21,32.23
OI0014863,O0007248,P00141,1,169.49,19.12
OI0014864,O0007249,P00141,1,169.49,0.00
OI0014865,O0007249,P00159,1,18.13,4.36
OI0014866,O0007249,P00135,1,140.35,0.00
OI0014867,O0007249,P00131,1,107.23,0.00
OI0014868,O0007250,P00102,1,243.13,0.00
OI0014869,O0007251,P00049,1,45.89,0.00
OI0014870,O0007252,P00015,1,66.55,0.00
OI0014871,O0007253,P00098,3,126.60,0.00
OI0014872,O0007253,P00096,1,448.18,124.01
OI0014873,O0007253,P00068,2,106.66,0.00
OI0014874,O0007253,P00113,1,86.78,0.00
OI0014875,O0007254,P00024,1,35.49,0.00
OI0014876,O0007255,P00102,1,243.13,48.55
OI0014877,O0007255,P00056,1,105.15,23.71
OI0014878,O0007256,P00180,3,219.47,0.00
OI0014879,O0007256,P00135,1,140.35,0.00
OI0014880,O0007257,P00054,1,59.52,0.00
OI0014881,O0007257,P00036,1,67.23,0.00
OI0014882,O0007258,P00186,1,272.93,0.00
OI0014883,O0007259,P00068,1,106.66,0.00
OI0014884,O0007260,P00061,1,44.28,0.00
OI0014885,O0007260,P00044,1,20.90,8.56
OI0014886,O0007261,P00175,1,241.41,132.78
OI0014887,O0007262,P00179,1,49.48,3.16
OI0014888,O0007263,P00002,2,81.68,0.00
OI0014889,O0007264,P00109,3,186.86,0.00
OI0014890,O0007264,P00092,1,209.32,0.00
OI0014891,O0007265,P00129,1,59.96,0.00
OI0014892,O0007265,P00088,1,384.21,0.00
OI0014893,O0007265,P00187,2,164.80,29.86
OI0014894,O0007265,P00136,1,29.59,3.20
OI0014895,O0007265,P00164,1,55.17,0.00
OI0014896,O0007266,P00109,1,186.86,38.38
OI0014897,O0007266,P00139,1,53.02,0.00
OI0014898,O0007267,P00156,1,17.16,0.00
OI0014899,O0007267,P00033,1,44.67,0.00
OI0014900,O0007267,P00034,1,41.79,0.00
OI0014901,O0007268,P00061,1,44.28,5.77
OI0014902,O0007268,P00058,1,156.81,0.00
OI0014903,O0007269,P00012,1,88.93,9.26
OI0014904,O0007269,P00092,1,209.32,44.25
OI0014905,O0007270,P00169,1,50.39,26.08
OI0014906,O0007271,P00023,1,49.85,0.00
OI0014907,O0007272,P00071,1,122.76,0.00
OI0014908,O0007273,P00065,1,94.68,0.00
OI0014909,O0007274,P00171,1,68.19,0.00
OI0014910,O0007274,P00156,1,17.16,0.00
OI0014911,O0007274,P00097,2,260.61,99.92
OI0014912,O0007274,P00023,1,49.85,0.00
OI0014913,O0007275,P00155,1,44.92,0.00
OI0014914,O0007275,P00174,2,211.86,0.00
OI0014915,O0007276,P00159,1,18.13,5.84
OI0014916,O0007276,P00075,1,51.74,0.00
OI0014917,O0007276,P00051,1,43.18,16.25
OI0014918,O0007277,P00127,1,194.09,0.00
OI0014919,O0007277,P00124,1,30.80,3.00
OI0014920,O0007278,P00047,1,95.89,0.00
OI0014921,O0007279,P00166,1,74.32,9.57
OI0014922,O0007280,P00074,1,128.17,35.67
OI0014923,O0007281,P00107,1,109.03,0.00
OI0014924,O0007282,P00070,1,81.65,15.06
OI0014925,O0007283,P00041,1,125.23,0.00
OI0014926,O0007284,P00183,1,274.44,0.00
OI0014927,O0007285,P00062,1,120.05,0.00
OI0014928,O0007285,P00075,1,51.74,0.00
OI0014929,O0007285,P00186,2,272.93,0.00
OI0014930,O0007286,P00027,1,31.13,0.00
OI0014931,O0007287,P00091,1,437.76,44.61
OI0014932,O0007287,P00077,1,105.21,0.00
OI0014933,O0007287,P00095,1,396.85,0.00
OI0014934,O0007287,P00185,1,245.75,0.00
OI0014935,O0007287,P00186,1,272.93,7.53
OI0014936,O0007288,P00097,1,260.61,46.75
OI0014937,O0007288,P00094,3,384.95,0.00
OI0014938,O0007288,P00104,1,175.32,15.94
OI0014939,O0007288,P00122,2,54.16,32.07
OI0014940,O0007289,P00176,1,169.90,0.00
OI0014941,O0007289,P00045,1,70.92,0.00
OI0014942,O0007289,P00093,2,161.57,61.46
OI0014943,O0007290,P00153,1,34.78,0.00
OI0014944,O0007290,P00172,1,93.79,0.00
OI0014945,O0007290,P00173,1,77.82,0.00
OI0014946,O0007291,P00112,1,172.61,0.00
OI0014947,O0007291,P00130,1,206.19,49.20
OI0014948,O0007291,P00125,1,100.06,0.00
OI0014949,O0007292,P00025,1,125.94,0.00
OI0014950,O0007293,P00004,1,33.94,5.53
OI0014951,O0007293,P00130,1,206.19,0.00
OI0014952,O0007294,P00052,1,64.55,0.00
OI0014953,O0007294,P00133,1,184.72,0.00
OI0014954,O0007294,P00093,1,161.57,3.96
OI0014955,O0007294,P00059,1,129.93,0.00
OI0014956,O0007294,P00101,1,112.24,16.07
OI0014957,O0007295,P00049,1,45.89,0.00
OI0014958,O0007295,P00187,1,164.80,0.00
OI0014959,O0007295,P00053,3,103.71,0.00
OI0014960,O0007296,P00169,1,50.39,0.00
OI0014961,O0007297,P00099,1,472.93,0.00
OI0014962,O0007297,P00124,1,30.80,0.00
OI0014963,O0007298,P00040,1,113.30,31.64
OI0014964,O0007298,P00061,1,44.28,0.00
OI0014965,O0007299,P00155,1,44.92,0.00
OI0014966,O0007299,P00163,2,39.36,0.00
OI0014967,O0007300,P00138,1,76.21,17.44
OI0014968,O0007300,P00095,3,396.85,0.00
OI0014969,O0007301,P00080,1,49.77,7.14
OI0014970,O0007302,P00056,1,105.15,0.00
OI0014971,O0007302,P00054,1,59.52,0.00
OI0014972,O0007302,P00075,1,51.74,0.00
OI0014973,O0007302,P00062,1,120.05,0.00
OI0014974,O0007303,P00115,1,110.04,2.05
OI0014975,O0007304,P00014,1,87.12,0.00
OI0014976,O0007305,P00046,2,117.17,0.00
OI0014977,O0007305,P00185,1,245.75,87.19
OI0014978,O0007305,P00179,1,49.48,0.00
OI0014979,O0007305,P00105,1,393.89,0.00
OI0014980,O0007306,P00164,1,55.17,7.22
OI0014981,O0007306,P00116,1,38.00,0.00
OI0014982,O0007307,P00023,1,49.85,0.00
OI0014983,O0007307,P00052,2,64.55,26.26
OI0014984,O0007308,P00105,1,393.89,6.93
OI0014985,O0007309,P00036,1,67.23,17.55
OI0014986,O0007309,P00093,1,161.57,0.00
OI0014987,O0007309,P00034,1,41.79,0.00
OI0014988,O0007309,P00037,1,116.64,0.00
OI0014989,O0007309,P00044,2,20.90,0.00
OI0014990,O0007310,P00071,1,122.76,0.00
OI0014991,O0007310,P00072,1,58.95,0.00
OI0014992,O0007311,P00115,3,110.04,0.00
OI0014993,O0007311,P00058,1,156.81,41.44
OI0014994,O0007312,P00073,3,79.76,40.94
OI0014995,O0007312,P00066,3,111.95,27.77
OI0014996,O0007312,P00069,1,148.15,0.00
OI0014997,O0007313,P00090,1,290.67,43.11
OI0014998,O0007313,P00061,1,44.28,0.00
OI0014999,O0007314,P00131,1,107.23,0.00
OI0015000,O0007314,P00070,1,81.65,0.00
OI0015001,O0007314,P00058,1,156.81,0.00
OI0015002,O0007315,P00082,2,477.87,0.00
OI0015003,O0007315,P00141,4,169.49,0.00
OI0015004,O0007315,P00162,1,63.36,19.11
OI0015005,O0007316,P00027,1,31.13,7.46
OI0015006,O0007317,P00145,1,66.69,0.00
OI0015007,O0007318,P00162,2,63.36,69.70
OI0015008,O0007318,P00147,3,66.12,53.24
OI0015009,O0007318,P00147,1,66.12,7.40
OI0015010,O0007319,P00073,2,79.76,0.00
OI0015011,O0007319,P00115,3,110.04,0.00
OI0015012,O0007320,P00113,1,86.78,27.46
OI0015013,O0007321,P00017,1,27.43,4.36
OI0015014,O0007321,P00011,1,133.12,0.00
OI0015015,O0007321,P00040,1,113.30,0.00
OI0015016,O0007322,P00137,1,31.33,0.00
OI0015017,O0007323,P00016,1,54.64,0.00
OI0015018,O0007323,P00062,1,120.05,53.60
OI0015019,O0007323,P00100,1,386.68,0.00
OI0015020,O0007324,P00013,1,66.51,0.00
OI0015021,O0007325,P00017,1,27.43,0.00
OI0015022,O0007325,P00092,1,209.32,45.72
OI0015023,O0007325,P00006,3,31.44,39.32
OI0015024,O0007326,P00012,2,88.93,65.72
OI0015025,O0007326,P00089,1,337.55,0.00
OI0015026,O0007326,P00101,1,112.24,0.00
OI0015027,O0007326,P00074,2,128.17,0.00
OI0015028,O0007326,P00159,1,18.13,0.00
OI0015029,O0007327,P00027,1,31.13,6.50
OI0015030,O0007327,P00138,2,76.21,6.72
OI0015031,O0007328,P00051,1,43.18,17.05
OI0015032,O0007328,P00128,3,22.27,0.00
OI0015033,O0007328,P00045,1,70.92,0.00
OI0015034,O0007329,P00034,1,41.79,0.00
OI0015035,O0007330,P00118,3,26.40,0.00
OI0015036,O0007330,P00020,1,131.49,0.00
OI0015037,O0007330,P00179,1,49.48,0.00
OI0015038,O0007330,P00188,1,166.85,0.00
OI0015039,O0007331,P00166,1,74.32,0.00
OI0015040,O0007331,P00070,1,81.65,19.54
OI0015041,O0007332,P00017,1,27.43,0.00
OI0015042,O0007333,P00017,3,27.43,0.00
OI0015043,O0007333,P00111,1,166.13,0.00
OI0015044,O0007333,P00026,2,34.19,19.67
OI0015045,O0007334,P00103,1,111.90,0.00
OI0015046,O0007334,P00058,1,156.81,0.00
OI0015047,O0007334,P00035,1,131.59,0.00
OI0015048,O0007335,P00010,1,28.00,8.41
OI0015049,O0007336,P00002,1,81.68,0.00
OI0015050,O0007336,P00144,3,174.00,0.00
OI0015051,O0007337,P00021,1,52.72,0.00
OI0015052,O0007337,P00050,2,116.54,0.00
OI0015053,O0007338,P00153,2,34.78,0.00
OI0015054,O0007338,P00028,1,31.99,0.00
OI0015055,O0007339,P00012,1,88.93,30.01
OI0015056,O0007339,P00043,3,107.20,0.00
OI0015057,O0007339,P00102,1,243.13,0.00
OI0015058,O0007339,P00049,1,45.89,25.24
OI0015059,O0007340,P00058,1,156.81,20.46
OI0015060,O0007340,P00127,2,194.09,0.00
OI0015061,O0007340,P00181,1,235.91,62.82
OI0015062,O0007340,P00049,1,45.89,13.73
OI0015063,O0007341,P00092,1,209.32,0.00
OI0015064,O0007342,P00139,1,53.02,12.50
OI0015065,O0007342,P00069,2,148.15,62.02
OI0015066,O0007343,P00083,1,103.49,0.00
OI0015067,O0007343,P00096,3,448.18,157.45
OI0015068,O0007343,P00169,2,50.39,0.00
OI0015069,O0007344,P00148,1,75.06,0.00
OI0015070,O0007344,P00170,1,216.26,0.00
OI0015071,O0007345,P00130,1,206.19,52.43
OI0015072,O0007346,P00128,1,22.27,6.77
OI0015073,O0007346,P00029,2,116.07,3.92
OI0015074,O0007347,P00073,1,79.76,0.00
OI0015075,O0007348,P00033,1,44.67,0.00
OI0015076,O0007349,P00018,1,62.01,0.00
OI0015077,O0007350,P00073,1,79.76,0.00
OI0015078,O0007351,P00161,2,61.46,0.00
OI0015079,O0007351,P00187,1,164.80,0.00
OI0015080,O0007352,P00152,1,28.36,7.01
OI0015081,O0007352,P00164,1,55.17,0.00
OI0015082,O0007353,P00119,2,192.22,0.00
OI0015083,O0007353,P00122,4,54.16,0.00
OI0015084,O0007354,P00114,1,111.53,0.00
OI0015085,O0007355,P00010,2,28.00,0.00
OI0015086,O0007356,P00146,1,45.85,0.00
OI0015087,O0007357,P00125,1,100.06,0.00
OI0015088,O0007358,P00060,2,139.31,0.00
OI0015089,O0007359,P00092,1,209.32,14.76
OI0015090,O0007359,P00079,1,67.74,0.00
OI0015091,O0007360,P00071,1,122.76,35.80
OI0015092,O0007360,P00077,1,105.21,0.00
OI0015093,O0007361,P00107,4,109.03,0.00
OI0015094,O0007361,P00092,1,209.32,36.19
OI0015095,O0007361,P00098,1,126.60,0.00
OI0015096,O0007362,P00105,1,393.89,0.00
OI0015097,O0007362,P00098,1,126.60,0.00
OI0015098,O0007362,P00068,1,106.66,0.00
OI0015099,O0007362,P00098,1,126.60,0.00
OI0015100,O0007362,P00085,1,166.79,12.08
OI0015101,O0007363,P00135,1,140.35,0.00
OI0015102,O0007363,P00095,1,396.85,64.57
OI0015103,O0007363,P00075,1,51.74,0.00
OI0015104,O0007364,P00182,1,47.86,0.00
OI0015105,O0007365,P00063,2,36.53,0.00
OI0015106,O0007366,P00065,1,94.68,0.00
OI0015107,O0007366,P00090,1,290.67,0.00
OI0015108,O0007367,P00163,1,39.36,0.00
OI0015109,O0007368,P00155,1,44.92,8.44
OI0015110,O0007368,P00090,1,290.67,0.00
OI0015111,O0007368,P00089,3,337.55,133.37
OI0015112,O0007369,P00161,1,61.46,14.34
OI0015113,O0007370,P00134,1,68.67,22.28
OI0015114,O0007370,P00151,1,57.14,11.17
OI0015115,O0007371,P00001,4,38.97,0.00
OI0015116,O0007371,P00079,3,67.74,49.61
OI0015117,O0007372,P00014,1,87.12,0.00
OI0015118,O0007372,P00162,1,63.36,0.00
OI0015119,O0007373,P00101,1,112.24,1.66
OI0015120,O0007374,P00044,2,20.90,0.00
OI0015121,O0007375,P00024,1,35.49,0.00
OI0015122,O0007375,P00142,1,138.70,16.67
OI0015123,O0007376,P00157,1,19.98,0.00
OI0015124,O0007377,P00150,1,59.37,0.00
OI0015125,O0007378,P00167,1,59.63,0.00
OI0015126,O0007379,P00107,1,109.03,0.00
OI0015127,O0007379,P00077,1,105.21,0.00
OI0015128,O0007380,P00087,1,437.19,0.00
OI0015129,O0007381,P00167,1,59.63,12.35
OI0015130,O0007381,P00149,2,72.73,0.00
OI0015131,O0007382,P00078,1,128.93,0.00
OI0015132,O0007382,P00164,2,55.17,0.00
OI0015133,O0007382,P00164,1,55.17,0.00
OI0015134,O0007383,P00156,1,17.16,0.00
OI0015135,O0007383,P00157,1,19.98,3.64
OI0015136,O0007383,P00160,4,65.82,0.00
OI0015137,O0007383,P00167,1,59.63,0.00
OI0015138,O0007384,P00062,3,120.05,0.00
OI0015139,O0007384,P00027,1,31.13,4.77
OI0015140,O0007384,P00028,1,31.99,5.71
OI0015141,O0007384,P00010,1,28.00,0.00
OI0015142,O0007384,P00061,1,44.28,0.00
OI0015143,O0007385,P00060,1,139.31,0.00
OI0015144,O0007385,P00155,1,44.92,0.00
