spend_date,channel,campaign,spend,impressions,clicks
2025-01-04,Paid Search,Paid - Brand,17.19,595,16
2025-01-05,Paid Search,Paid - Brand,17.19,658,19
2025-01-06,Paid Search,Paid - Brand,23.87,1738,24
2025-01-07,Paid Search,Paid - Brand,23.87,1046,26
2025-01-08,Paid Search,Paid - Brand,23.87,1908,26
2025-01-09,Paid Search,Paid - Brand,23.87,1679,23
2025-01-10,Paid Search,Paid - Brand,23.87,1589,23
2025-01-11,Paid Search,Paid - Brand,17.19,1172,17
2025-01-12,Paid Search,Paid - Brand,17.19,806,18
2025-01-13,Paid Search,Paid - Brand,23.87,1073,24
2025-01-14,Paid Search,Paid - Brand,23.87,1614,25
2025-01-15,Paid Search,Paid - Brand,23.87,1063,23
2025-01-16,Paid Search,Paid - Brand,23.87,1103,26
2025-01-17,Paid Search,Paid - Brand,23.87,1212,26
2025-01-18,Paid Search,Paid - Brand,17.19,965,16
2025-01-19,Paid Search,Paid - Brand,17.19,1149,19
2025-01-20,Paid Search,Paid - Brand,23.87,1069,27
2025-01-21,Paid Search,Paid - Brand,23.87,1675,26
2025-01-22,Paid Search,Paid - Brand,23.87,921,23
2025-01-23,Paid Search,Paid - Brand,23.87,1273,24
2025-01-24,Paid Search,Paid - Brand,23.87,1795,26
2025-01-25,Paid Search,Paid - Brand,17.19,895,18
2025-01-26,Paid Search,Paid - Brand,17.19,505,17
2025-01-27,Paid Search,Paid - Brand,23.87,820,23
2025-01-28,Paid Search,Paid - Brand,23.87,1532,23
2025-01-29,Paid Search,Paid - Brand,23.87,749,24
2025-01-30,Paid Search,Paid - Brand,23.87,1269,23
2025-01-31,Paid Search,Paid - Brand,23.87,963,24
2025-01-01,Paid Search,Paid - Generic,18.90,815,19
2025-01-02,Paid Search,Paid - Generic,18.90,1248,19
2025-01-03,Paid Search,Paid - Generic,18.90,1367,21
2025-01-04,Paid Search,Paid - Generic,13.61,798,14
2025-01-05,Paid Search,Paid - Generic,13.61,492,15
2025-01-06,Paid Search,Paid - Generic,18.90,1202,20
2025-01-07,Paid Search,Paid - Generic,18.90,667,18
2025-01-08,Paid Search,Paid - Generic,18.90,666,19
2025-01-09,Paid Search,Paid - Generic,18.90,890,19
2025-01-10,Paid Search,Paid - Generic,18.90,1014,20
2025-01-11,Paid Search,Paid - Generic,13.61,844,14
2025-01-12,Paid Search,Paid - Generic,13.61,870,13
2025-01-13,Paid Search,Paid - Generic,18.90,910,20
2025-01-14,Paid Search,Paid - Generic,18.90,880,18
2025-01-15,Paid Search,Paid - Generic,18.90,959,18
2025-01-16,Paid Search,Paid - Generic,18.90,1533,21
2025-01-17,Paid Search,Paid - Generic,18.90,1473,21
2025-01-18,Paid Search,Paid - Generic,13.61,745,14
2025-01-19,Paid Search,Paid - Generic,13.61,375,13
2025-01-20,Paid Search,Paid - Generic,18.90,812,20
2025-01-21,Paid Search,Paid - Generic,18.90,1324,18
2025-01-22,Paid Search,Paid - Generic,18.90,1279,21
2025-01-23,Paid Search,Paid - Generic,18.90,757,18
2025-01-24,Paid Search,Paid - Generic,18.90,937,20
2025-01-25,Paid Search,Paid - Generic,13.61,1039,15
2025-01-26,Paid Search,Paid - Generic,13.61,900,13
2025-01-27,Paid Search,Paid - Generic,18.90,823,18
2025-01-28,Paid Search,Paid - Generic,18.90,1194,21
2025-01-29,Paid Search,Paid - Generic,18.90,695,18
2025-01-30,Paid Search,Paid - Generic,18.90,731,20
2025-01-31,Paid Search,Paid - Generic,18.90,983,18
2025-01-01,Paid Search,Paid - Shopping,18.50,934,17
2025-01-02,Paid Search,Paid - Shopping,18.50,1253,19
2025-01-03,Paid Search,Paid - Shopping,18.50,977,19
2025-01-04,Paid Search,Paid - Shopping,13.32,670,13
2025-01-05,Paid Search,Paid - Shopping,13.32,473,14
2025-01-06,Paid Search,Paid - Shopping,18.50,1067,18
2025-01-07,Paid Search,Paid - Shopping,18.50,844,19
2025-01-08,Paid Search,Paid - Shopping,18.50,868,18
2025-01-09,Paid Search,Paid - Shopping,18.50,1036,19
2025-01-10,Paid Search,Paid - Shopping,18.50,937,19
2025-01-11,Paid Search,Paid - Shopping,13.32,726,12
2025-01-12,Paid Search,Paid - Shopping,13.32,739,14
2025-01-13,Paid Search,Paid - Shopping,18.50,1129,20
2025-01-14,Paid Search,Paid - Shopping,18.50,760,19
2025-01-15,Paid Search,Paid - Shopping,18.50,959,20
2025-01-16,Paid Search,Paid - Shopping,18.50,1473,20
2025-01-17,Paid Search,Paid - Shopping,18.50,1020,21
2025-01-18,Paid Search,Paid - Shopping,13.32,1002,14
2025-01-19,Paid Search,Paid - Shopping,13.32,1092,15
2025-01-20,Paid Search,Paid - Shopping,18.50,942,18
2025-01-21,Paid Search,Paid - Shopping,18.50,563,18
2025-01-22,Paid Search,Paid - Shopping,18.50,1076,17
2025-01-23,Paid Search,Paid - Shopping,18.50,824,20
2025-01-24,Paid Search,Paid - Shopping,18.50,1433,20
2025-01-25,Paid Search,Paid - Shopping,13.32,597,12
2025-01-26,Paid Search,Paid - Shopping,13.32,409,13
2025-01-27,Paid Search,Paid - Shopping,18.50,626,20
2025-01-28,Paid Search,Paid - Shopping,18.50,897,18
2025-01-29,Paid Search,Paid - Shopping,18.50,856,18
2025-01-30,Paid Search,Paid - Shopping,18.50,658,21
2025-01-31,Paid Search,Paid - Shopping,18.50,567,20
2025-01-01,Paid Social,Paid - Prospecting,24.14,3061,52
2025-01-02,Paid Social,Paid - Prospecting,24.14,3721,62
2025-01-03,Paid Social,Paid - Prospecting,24.14,4056,62
2025-01-04,Paid Social,Paid - Prospecting,17.38,2536,42
2025-01-05,Paid Social,Paid - Prospecting,17.38,1410,45
2025-01-06,Paid Social,Paid - Prospecting,24.14,2733,56
2025-01-07,Paid Social,Paid - Prospecting,24.14,4296,62
2025-01-08,Paid Social,Paid - Prospecting,24.14,2276,59
2025-01-09,Paid Social,Paid - Prospecting,24.14,2384,54
2025-01-10,Paid Social,Paid - Prospecting,24.14,1617,52
2025-01-11,Paid Social,Paid - Prospecting,17.38,2765,45
2025-01-12,Paid Social,Paid - Prospecting,17.38,2439,38
2025-01-13,Paid Social,Paid - Prospecting,24.14,3021,53
2025-01-14,Paid Social,Paid - Prospecting,24.14,3409,51
2025-01-15,Paid Social,Paid - Prospecting,24.14,1878,56
2025-01-16,Paid Social,Paid - Prospecting,24.14,2328,53
2025-01-17,Paid Social,Paid - Prospecting,24.14,3623,56
2025-01-18,Paid Social,Paid - Prospecting,17.38,1864,41
2025-01-19,Paid Social,Paid - Prospecting,17.38,1705,37
2025-01-20,Paid Social,Paid - Prospecting,24.14,3740,54
2025-01-21,Paid Social,Paid - Prospecting,24.14,2745,60
2025-01-22,Paid Social,Paid - Prospecting,24.14,3620,58
2025-01-23,Paid Social,Paid - Prospecting,24.14,2138,52
2025-01-24,Paid Social,Paid - Prospecting,24.14,3079,56
2025-01-25,Paid Social,Paid - Prospecting,17.38,2191,41
2025-01-26,Paid Social,Paid - Prospecting,17.38,2304,38
2025-01-27,Paid Social,Paid - Prospecting,24.14,3336,61
2025-01-28,Paid Social,Paid - Prospecting,24.14,1884,58
2025-01-29,Paid Social,Paid - Prospecting,24.14,1771,56
2025-01-30,Paid Social,Paid - Prospecting,24.14,2378,60
2025-01-31,Paid Social,Paid - Prospecting,24.14,2435,53
2025-01-01,Paid Social,Paid - Retargeting,24.31,2641,58
2025-01-02,Paid Social,Paid - Retargeting,24.31,3553,52
2025-01-03,Paid Social,Paid - Retargeting,24.31,1706,54
2025-01-04,Paid Social,Paid - Retargeting,17.50,2789,45
2025-01-05,Paid Social,Paid - Retargeting,17.50,1968,40
2025-01-06,Paid Social,Paid - Retargeting,24.31,3233,56
2025-01-07,Paid Social,Paid - Retargeting,24.31,2427,61
2025-01-08,Paid Social,Paid - Retargeting,24.31,2575,56
2025-01-09,Paid Social,Paid - Retargeting,24.31,3561,63
2025-01-10,Paid Social,Paid - Retargeting,24.31,2052,56
2025-01-11,Paid Social,Paid - Retargeting,17.50,1201,42
2025-01-12,Paid Social,Paid - Retargeting,17.50,1610,39
2025-01-13,Paid Social,Paid - Retargeting,24.31,1979,53
2025-01-14,Paid Social,Paid - Retargeting,24.31,2192,53
2025-01-15,Paid Social,Paid - Retargeting,24.31,2855,59
2025-01-16,Paid Social,Paid - Retargeting,24.31,2268,57
2025-01-17,Paid Social,Paid - Retargeting,24.31,1879,63
2025-01-18,Paid Social,Paid - Retargeting,17.50,1273,42
2025-01-19,Paid Social,Paid - Retargeting,17.50,1576,39
2025-01-20,Paid Social,Paid - Retargeting,24.31,2669,56
2025-01-21,Paid Social,Paid - Retargeting,24.31,2740,52
2025-01-22,Paid Social,Paid - Retargeting,24.31,2300,59
2025-01-23,Paid Social,Paid - Retargeting,24.31,3332,53
2025-01-24,Paid Social,Paid - Retargeting,24.31,3416,62
2025-01-25,Paid Social,Paid - Retargeting,17.50,2197,38
2025-01-26,Paid Social,Paid - Retargeting,17.50,1992,40
2025-01-27,Paid Social,Paid - Retargeting,24.31,4150,61
2025-01-28,Paid Social,Paid - Retargeting,24.31,2472,58
2025-01-29,Paid Social,Paid - Retargeting,24.31,3973,54
2025-01-30,Paid Social,Paid - Retargeting,24.31,3253,57
2025-01-31,Paid Social,Paid - Retargeting,24.31,3811,55
2025-01-01,Paid Social,Paid - Creator,23.19,3140,53
2025-01-02,Paid Social,Paid - Creator,23.19,2934,59
2025-01-03,Paid Social,Paid - Creator,23.19,2066,54
2025-01-04,Paid Social,Paid - Creator,16.70,2277,41
2025-01-05,Paid Social,Paid - Creator,16.70,2359,36
2025-01-06,Paid Social,Paid - Creator,23.19,2452,52
2025-01-07,Paid Social,Paid - Creator,23.19,3361,50
2025-01-08,Paid Social,Paid - Creator,23.19,3472,52
2025-01-09,Paid Social,Paid - Creator,23.19,3995,57
2025-01-10,Paid Social,Paid - Creator,23.19,3553,50
2025-01-11,Paid Social,Paid - Creator,16.70,2933,42
2025-01-12,Paid Social,Paid - Creator,16.70,2811,38
2025-01-13,Paid Social,Paid - Creator,23.19,2925,58
2025-01-14,Paid Social,Paid - Creator,23.19,2756,51
2025-01-15,Paid Social,Paid - Creator,23.19,2648,59
2025-01-16,Paid Social,Paid - Creator,23.19,3235,57
2025-01-17,Paid Social,Paid - Creator,23.19,2564,60
2025-01-18,Paid Social,Paid - Creator,16.70,1896,36
2025-01-19,Paid Social,Paid - Creator,16.70,1441,36
2025-01-20,Paid Social,Paid - Creator,23.19,2077,59
2025-01-21,Paid Social,Paid - Creator,23.19,2508,52
2025-01-22,Paid Social,Paid - Creator,23.19,3606,57
2025-01-23,Paid Social,Paid - Creator,23.19,1496,52
2025-01-24,Paid Social,Paid - Creator,23.19,3422,49
2025-01-25,Paid Social,Paid - Creator,16.70,2301,37
2025-01-26,Paid Social,Paid - Creator,16.70,1240,37
2025-01-27,Paid Social,Paid - Creator,23.19,3566,60
2025-01-28,Paid Social,Paid - Creator,23.19,2591,57
2025-01-29,Paid Social,Paid - Creator,23.19,1842,57
2025-01-30,Paid Social,Paid - Creator,23.19,2943,49
2025-01-31,Paid Social,Paid - Creator,23.19,3272,54
2025-01-01,Affiliate,Affiliate - Cashback,7.36,766,11
2025-01-02,Affiliate,Affiliate - Cashback,7.36,382,10
2025-01-03,Affiliate,Affiliate - Cashback,7.36,299,10
2025-01-04,Affiliate,Affiliate - Cashback,5.30,246,7
2025-01-05,Affiliate,Affiliate - Cashback,5.30,264,7
2025-01-06,Affiliate,Affiliate - Cashback,7.36,290,10
2025-01-07,Affiliate,Affiliate - Cashback,7.36,706,11
2025-01-08,Affiliate,Affiliate - Cashback,7.36,551,11
2025-01-09,Affiliate,Affiliate - Cashback,7.36,706,10
2025-01-10,Affiliate,Affiliate - Cashback,7.36,775,11
2025-01-11,Affiliate,Affiliate - Cashback,5.30,422,8
2025-01-12,Affiliate,Affiliate - Cashback,5.30,484,8
2025-01-13,Affiliate,Affiliate - Cashback,7.36,396,10
2025-01-14,Affiliate,Affiliate - Cashback,7.36,733,10
2025-01-15,Affiliate,Affiliate - Cashback,7.36,565,10
2025-01-16,Affiliate,Affiliate - Cashback,7.36,489,11
2025-01-17,Affiliate,Affiliate - Cashback,7.36,587,9
2025-01-18,Affiliate,Affiliate - Cashback,5.30,316,7
2025-01-19,Affiliate,Affiliate - Cashback,5.30,274,7
2025-01-20,Affiliate,Affiliate - Cashback,7.36,517,10
2025-01-21,Affiliate,Affiliate - Cashback,7.36,378,10
2025-01-22,Affiliate,Affiliate - Cashback,7.36,676,11
2025-01-23,Affiliate,Affiliate - Cashback,7.36,282,10
2025-01-24,Affiliate,Affiliate - Cashback,7.36,296,10
2025-01-25,Affiliate,Affiliate - Cashback,5.30,470,7
2025-01-26,Affiliate,Affiliate - Cashback,5.30,434,8
2025-01-27,Affiliate,Affiliate - Cashback,7.36,702,11
2025-01-28,Affiliate,Affiliate - Cashback,7.36,399,11
2025-01-29,Affiliate,Affiliate - Cashback,7.36,356,11
2025-01-30,Affiliate,Affiliate - Cashback,7.36,480,11
2025-01-31,Affiliate,Affiliate - Cashback,7.36,479,11
2025-01-01,Affiliate,Affiliate - Content,8.71,675,13
2025-01-02,Affiliate,Affiliate - Content,8.71,460,12
2025-01-03,Affiliate,Affiliate - Content,8.71,710,12
2025-01-04,Affiliate,Affiliate - Content,6.27,521,9
2025-01-05,Affiliate,Affiliate - Content,6.27,313,8
2025-01-06,Affiliate,Affiliate - Content,8.71,473,12
2025-01-07,Affiliate,Affiliate - Content,8.71,689,12
2025-01-08,Affiliate,Affiliate - Content,8.71,876,12
2025-01-09,Affiliate,Affiliate - Content,8.71,929,13
2025-01-10,Affiliate,Affiliate - Content,8.71,437,11
2025-01-11,Affiliate,Affiliate - Content,6.27,588,8
2025-01-12,Affiliate,Affiliate - Content,6.27,549,8
2025-01-13,Affiliate,Affiliate - Content,8.71,484,13
2025-01-14,Affiliate,Affiliate - Content,8.71,454,12
2025-01-15,Affiliate,Affiliate - Content,8.71,378,12
2025-01-16,Affiliate,Affiliate - Content,8.71,527,11
2025-01-17,Affiliate,Affiliate - Content,8.71,607,12
2025-01-18,Affiliate,Affiliate - Content,6.27,528,9
2025-01-19,Affiliate,Affiliate - Content,6.27,545,10
2025-01-20,Affiliate,Affiliate - Content,8.71,921,13
2025-01-21,Affiliate,Affiliate - Content,8.71,365,11
2025-01-22,Affiliate,Affiliate - Content,8.71,579,14
2025-01-23,Affiliate,Affiliate - Content,8.71,635,13
2025-01-24,Affiliate,Affiliate - Content,8.71,462,11
2025-01-25,Affiliate,Affiliate - Content,6.27,391,9
2025-01-26,Affiliate,Affiliate - Content,6.27,429,8
2025-01-27,Affiliate,Affiliate - Content,8.71,418,12
2025-01-28,Affiliate,Affiliate - Content,8.71,345,11
2025-01-29,Affiliate,Affiliate - Content,8.71,697,13
2025-01-30,Affiliate,Affiliate - Content,8.71,453,13
2025-01-31,Affiliate,Affiliate - Content,8.71,864,12
2025-01-01,Affiliate,Affiliate - Voucher,8.38,366,12
2025-01-02,Affiliate,Affiliate - Voucher,8.38,473,12
2025-01-03,Affiliate,Affiliate - Voucher,8.38,508,11
2025-01-04,Affiliate,Affiliate - Voucher,6.03,344,9
2025-01-05,Affiliate,Affiliate - Voucher,6.03,414,9
2025-01-06,Affiliate,Affiliate - Voucher,8.38,940,13
2025-01-07,Affiliate,Affiliate - Voucher,8.38,369,12
2025-01-08,Affiliate,Affiliate - Voucher,8.38,691,12
2025-01-09,Affiliate,Affiliate - Voucher,8.38,685,13
2025-01-10,Affiliate,Affiliate - Voucher,8.38,404,13
2025-01-11,Affiliate,Affiliate - Voucher,6.03,340,8
2025-01-12,Affiliate,Affiliate - Voucher,6.03,265,9
2025-01-13,Affiliate,Affiliate - Voucher,8.38,685,12
2025-01-14,Affiliate,Affiliate - Voucher,8.38,348,12
2025-01-15,Affiliate,Affiliate - Voucher,8.38,726,11
2025-01-16,Affiliate,Affiliate - Voucher,8.38,504,13
2025-01-17,Affiliate,Affiliate - Voucher,8.38,593,13
2025-01-18,Affiliate,Affiliate - Voucher,6.03,269,8
2025-01-19,Affiliate,Affiliate - Voucher,6.03,528,8
2025-01-20,Affiliate,Affiliate - Voucher,8.38,536,11
2025-01-21,Affiliate,Affiliate - Voucher,8.38,543,12
2025-01-22,Affiliate,Affiliate - Voucher,8.38,388,11
2025-01-23,Affiliate,Affiliate - Voucher,8.38,759,11
2025-01-24,Affiliate,Affiliate - Voucher,8.38,410,13
2025-01-25,Affiliate,Affiliate - Voucher,6.03,432,9
2025-01-26,Affiliate,Affiliate - Voucher,6.03,578,9
2025-01-27,Affiliate,Affiliate - Voucher,8.38,839,12
2025-01-28,Affiliate,Affiliate - Voucher,8.38,353,11
2025-01-29,Affiliate,Affiliate - Voucher,8.38,370,11
2025-01-30,Affiliate,Affiliate - Voucher,8.38,602,13
2025-01-31,Affiliate,Affiliate - Voucher,8.38,348,12
2025-01-01,Email & CRM,Email - Lifecycle,1.54,691,12
2025-01-02,Email & CRM,Email - Lifecycle,1.54,563,11
2025-01-03,Email & CRM,Email - Lifecycle,1.54,354,12
2025-01-04,Email & CRM,Email - Lifecycle,1.11,445,9
2025-01-05,Email & CRM,Email - Lifecycle,1.11,426,8
2025-01-06,Email & CRM,Email - Lifecycle,1.54,369,12
2025-01-07,Email & CRM,Email - Lifecycle,1.54,797,11
2025-01-08,Email & CRM,Email - Lifecycle,1.54,548,13
2025-01-09,Email & CRM,Email - Lifecycle,1.54,719,12
2025-01-10,Email & CRM,Email - Lifecycle,1.54,691,12
2025-01-11,Email & CRM,Email - Lifecycle,1.11,370,9
2025-01-12,Email & CRM,Email - Lifecycle,1.11,464,9
2025-01-13,Email & CRM,Email - Lifecycle,1.54,920,13
2025-01-14,Email & CRM,Email - Lifecycle,1.54,421,13
2025-01-15,Email & CRM,Email - Lifecycle,1.54,391,12
2025-01-16,Email & CRM,Email - Lifecycle,1.54,679,13
2025-01-17,Email & CRM,Email - Lifecycle,1.54,533,12
2025-01-18,Email & CRM,Email - Lifecycle,1.11,433,8
2025-01-19,Email & CRM,Email - Lifecycle,1.11,347,9
2025-01-20,Email & CRM,Email - Lifecycle,1.54,819,13
2025-01-21,Email & CRM,Email - Lifecycle,1.54,749,13
2025-01-22,Email & CRM,Email - Lifecycle,1.54,646,13
2025-01-23,Email & CRM,Email - Lifecycle,1.54,818,12
2025-01-24,Email & CRM,Email - Lifecycle,1.54,346,11
2025-01-25,Email & CRM,Email - Lifecycle,1.11,531,9
2025-01-26,Email & CRM,Email - Lifecycle,1.11,345,8
2025-01-27,Email & CRM,Email - Lifecycle,1.54,481,14
2025-01-28,Email & CRM,Email - Lifecycle,1.54,733,13
2025-01-29,Email & CRM,Email - Lifecycle,1.54,903,13
2025-01-30,Email & CRM,Email - Lifecycle,1.54,498,13
2025-01-31,Email & CRM,Email - Lifecycle,1.54,846,13
2025-01-01,Email & CRM,Email - Winback,2.24,1164,19
2025-01-02,Email & CRM,Email - Winback,2.24,1228,19
2025-01-03,Email & CRM,Email - Winback,2.24,1044,18
2025-01-04,Email & CRM,Email - Winback,1.61,712,13
2025-01-05,Email & CRM,Email - Winback,1.61,559,12
2025-01-06,Email & CRM,Email - Winback,2.24,762,19
2025-01-07,Email & CRM,Email - Winback,2.24,1009,19
2025-01-08,Email & CRM,Email - Winback,2.24,696,17
2025-01-09,Email & CRM,Email - Winback,2.24,1232,18
2025-01-10,Email & CRM,Email - Winback,2.24,623,17
2025-01-11,Email & CRM,Email - Winback,1.61,682,13
2025-01-12,Email & CRM,Email - Winback,1.61,714,14
2025-01-13,Email & CRM,Email - Winback,2.24,1061,18
2025-01-14,Email & CRM,Email - Winback,2.24,1280,19
2025-01-15,Email & CRM,Email - Winback,2.24,665,18
2025-01-16,Email & CRM,Email - Winback,2.24,863,19
2025-01-17,Email & CRM,Email - Winback,2.24,996,17
2025-01-18,Email & CRM,Email - Winback,1.61,1007,14
2025-01-19,Email & CRM,Email - Winback,1.61,343,12
2025-01-20,Email & CRM,Email - Winback,2.24,864,19
2025-01-21,Email & CRM,Email - Winback,2.24,606,19
2025-01-22,Email & CRM,Email - Winback,2.24,661,17
2025-01-23,Email & CRM,Email - Winback,2.24,476,17
2025-01-24,Email & CRM,Email - Winback,2.24,976,18
2025-01-25,Email & CRM,Email - Winback,1.61,625,12
2025-01-26,Email & CRM,Email - Winback,1.61,580,13
2025-01-27,Email & CRM,Email - Winback,2.24,1148,17
2025-01-28,Email & CRM,Email - Winback,2.24,522,18
2025-01-29,Email & CRM,Email - Winback,2.24,1300,19
2025-01-30,Email & CRM,Email - Winback,2.24,1056,20
2025-01-31,Email & CRM,Email - Winback,2.24,737,17
2025-01-01,Marketplace,Marketplace - Sponsored Listings,27.14,1476,46
2025-01-02,Marketplace,Marketplace - Sponsored Listings,27.14,2155,53
2025-01-03,Marketplace,Marketplace - Sponsored Listings,27.14,2964,52
2025-01-04,Marketplace,Marketplace - Sponsored Listings,19.54,2254,32
2025-01-05,Marketplace,Marketplace - Sponsored Listings,19.54,1187,38
2025-01-06,Marketplace,Marketplace - Sponsored Listings,27.14,1949,47
2025-01-07,Marketplace,Marketplace - Sponsored Listings,27.14,2709,45
2025-01-08,Marketplace,Marketplace - Sponsored Listings,27.14,1633,46
2025-01-09,Marketplace,Marketplace - Sponsored Listings,27.14,2769,53
2025-01-10,Marketplace,Marketplace - Sponsored Listings,27.14,1522,46
2025-01-11,Marketplace,Marketplace - Sponsored Listings,19.54,1408,34
2025-01-12,Marketplace,Marketplace - Sponsored Listings,19.54,1223,37
2025-01-13,Marketplace,Marketplace - Sponsored Listings,27.14,2603,47
2025-01-14,Marketplace,Marketplace - Sponsored Listings,27.14,3037,47
2025-01-15,Marketplace,Marketplace - Sponsored Listings,27.14,3142,53
2025-01-16,Marketplace,Marketplace - Sponsored Listings,27.14,2762,47
2025-01-17,Marketplace,Marketplace - Sponsored Listings,27.14,3285,53
2025-01-18,Marketplace,Marketplace - Sponsored Listings,19.54,1309,38
2025-01-19,Marketplace,Marketplace - Sponsored Listings,19.54,1930,33
2025-01-20,Marketplace,Marketplace - Sponsored Listings,27.14,2353,53
2025-01-21,Marketplace,Marketplace - Sponsored Listings,27.14,2430,53
2025-01-22,Marketplace,Marketplace - Sponsored Listings,27.14,2254,54
2025-01-23,Marketplace,Marketplace - Sponsored Listings,27.14,2368,46
2025-01-24,Marketplace,Marketplace - Sponsored Listings,27.14,2925,54
2025-01-25,Marketplace,Marketplace - Sponsored Listings,19.54,1878,37
2025-01-26,Marketplace,Marketplace - Sponsored Listings,19.54,970,34
2025-01-27,Marketplace,Marketplace - Sponsored Listings,27.14,3824,52
2025-01-28,Marketplace,Marketplace - Sponsored Listings,27.14,2551,44
2025-01-29,Marketplace,Marketplace - Sponsored Listings,27.14,1470,49
2025-01-30,Marketplace,Marketplace - Sponsored Listings,27.14,2396,53
2025-01-31,Marketplace,Marketplace - Sponsored Listings,27.14,2708,47
2025-02-01,Organic Search,Organic - SEO Content,3.50,2398,67
2025-02-02,Organic Search,Organic - SEO Content,3.50,4937,74
2025-02-03,Organic Search,Organic - SEO Content,4.87,2883,88
2025-02-04,Organic Search,Organic - SEO Content,4.87,4751,91
2025-02-05,Organic Search,Organic - SEO Content,4.87,4571,89
2025-02-06,Organic Search,Organic - SEO Content,4.87,7273,99
2025-02-07,Organic Search,Organic - SEO Content,4.87,5125,88
2025-02-08,Organic Search,Organic - SEO Content,3.50,3675,70
2025-02-09,Organic Search,Organic - SEO Content,3.50,3925,67
2025-02-10,Organic Search,Organic - SEO Content,4.87,3420,96
2025-02-11,Organic Search,Organic - SEO Content,4.87,5796,89
2025-02-12,Organic Search,Organic - SEO Content,4.87,4920,95
2025-02-13,Organic Search,Organic - SEO Content,4.87,6241,94
2025-02-14,Organic Search,Organic - SEO Content,4.87,5268,99
2025-02-15,Organic Search,Organic - SEO Content,3.50,2263,74
2025-02-16,Organic Search,Organic - SEO Content,3.50,4062,72
2025-02-17,Organic Search,Organic - SEO Content,4.87,6684,94
2025-02-18,Organic Search,Organic - SEO Content,4.87,2998,102
2025-02-19,Organic Search,Organic - SEO Content,4.87,6780,104
2025-02-20,Organic Search,Organic - SEO Content,4.87,5898,103
2025-02-21,Organic Search,Organic - SEO Content,4.87,6253,90
2025-02-22,Organic Search,Organic - SEO Content,3.50,4767,75
2025-02-23,Organic Search,Organic - SEO Content,3.50,2293,72
2025-02-24,Organic Search,Organic - SEO Content,4.87,5419,98
2025-02-25,Organic Search,Organic - SEO Content,4.87,6491,95
2025-02-26,Organic Search,Organic - SEO Content,4.87,6127,89
2025-02-27,Organic Search,Organic - SEO Content,4.87,5113,106
2025-02-28,Organic Search,Organic - SEO Content,4.87,5075,90
2025-02-01,Paid Search,Paid - Brand,11.53,540,12
2025-02-02,Paid Search,Paid - Brand,11.53,408,11
2025-02-03,Paid Search,Paid - Brand,16.02,1249,18
2025-02-04,Paid Search,Paid - Brand,16.02,526,18
2025-02-05,Paid Search,Paid - Brand,16.02,619,17
2025-02-06,Paid Search,Paid - Brand,16.02,711,15
2025-02-07,Paid Search,Paid - Brand,16.02,909,17
2025-02-08,Paid Search,Paid - Brand,11.53,779,11
2025-02-09,Paid Search,Paid - Brand,11.53,675,12
2025-02-10,Paid Search,Paid - Brand,16.02,498,17
2025-02-11,Paid Search,Paid - Brand,16.02,795,15
2025-02-12,Paid Search,Paid - Brand,16.02,738,15
2025-02-13,Paid Search,Paid - Brand,16.02,994,16
2025-02-14,Paid Search,Paid - Brand,16.02,758,15
2025-02-15,Paid Search,Paid - Brand,11.53,381,12
2025-02-16,Paid Search,Paid - Brand,11.53,592,11
2025-02-17,Paid Search,Paid - Brand,16.02,572,16
2025-02-18,Paid Search,Paid - Brand,16.02,514,17
2025-02-19,Paid Search,Paid - Brand,16.02,882,18
2025-02-20,Paid Search,Paid - Brand,16.02,495,17
2025-02-21,Paid Search,Paid - Brand,16.02,1125,16
2025-02-22,Paid Search,Paid - Brand,11.53,384,11
2025-02-23,Paid Search,Paid - Brand,11.53,445,13
2025-02-24,Paid Search,Paid - Brand,16.02,1177,17
2025-02-25,Paid Search,Paid - Brand,16.02,523,16
2025-02-26,Paid Search,Paid - Brand,16.02,965,16
2025-02-27,Paid Search,Paid - Brand,16.02,549,18
2025-02-28,Paid Search,Paid - Brand,16.02,530,16
2025-02-01,Paid Search,Paid - Generic,16.22,809,15
2025-02-02,Paid Search,Paid - Generic,16.22,989,17
2025-02-03,Paid Search,Paid - Generic,22.52,711,24
2025-02-04,Paid Search,Paid - Generic,22.52,1358,26
2025-02-05,Paid Search,Paid - Generic,22.52,1406,22
2025-02-06,Paid Search,Paid - Generic,22.52,872,23
2025-02-07,Paid Search,Paid - Generic,22.52,619,22
2025-02-08,Paid Search,Paid - Generic,16.22,711,18
2025-02-09,Paid Search,Paid - Generic,16.22,1192,17
2025-02-10,Paid Search,Paid - Generic,22.52,1364,25
2025-02-11,Paid Search,Paid - Generic,22.52,1295,25
2025-02-12,Paid Search,Paid - Generic,22.52,784,22
2025-02-13,Paid Search,Paid - Generic,22.52,1615,25
2025-02-14,Paid Search,Paid - Generic,22.52,1517,21
2025-02-15,Paid Search,Paid - Generic,16.22,718,17
2025-02-16,Paid Search,Paid - Generic,16.22,807,16
2025-02-17,Paid Search,Paid - Generic,22.52,614,21
2025-02-18,Paid Search,Paid - Generic,22.52,1240,24
2025-02-19,Paid Search,Paid - Generic,22.52,735,21
2025-02-20,Paid Search,Paid - Generic,22.52,1177,21
2025-02-21,Paid Search,Paid - Generic,22.52,969,23
2025-02-22,Paid Search,Paid - Generic,16.22,841,16
2025-02-23,Paid Search,Paid - Generic,16.22,655,16
2025-02-24,Paid Search,Paid - Generic,22.52,1261,24
