order_id,customer_id,order_date,order_channel,order_sequence,is_shipped,fulfilment_centre,carrier,promised_delivery_date,shipped_date,delivered_date,shipping_fee_charged,shipping_cost,payment_method,promo_code,order_status
O0006775,C003781,2025-03-05,Web,1,1,FC-North,Swiftline,2025-03-09,2025-03-05,2025-03-09,0.00,11.98,Card,FLASH25,Delivered
O0006776,C003782,2025-03-01,Web,1,1,FC-South,Metro Post,2025-03-05,2025-03-01,2025-03-04,0.00,7.33,Gift Card,,Delivered
O0006777,C003782,2025-05-13,Marketplace,2,1,FC-South,Regional Freight,2025-05-17,2025-05-13,2025-05-16,0.00,4.11,Card,FLASH25,Delivered
O0006778,C003783,2025-03-04,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,WELCOME10,Collected
O0006779,C003784,2025-03-01,Web,1,1,FC-North,Regional Freight,2025-03-03,2025-03-01,2025-03-05,0.00,8.58,Card,WELCOME10,Delivered
O0006780,C003785,2025-03-02,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,SAVE15,Collected
O0006781,C003786,2025-03-01,Mobile App,1,1,FC-South,Regional Freight,2025-03-05,2025-03-01,2025-03-03,4.99,2.38,Card,FLASH25,Delivered
O0006782,C003786,2025-03-23,Web,2,1,FC-South,Metro Post,2025-03-26,2025-03-25,2025-03-26,0.00,9.93,Card,FLASH25,Delivered
O0006783,C003787,2025-03-05,Web,1,1,FC-South,Regional Freight,2025-03-09,2025-03-05,2025-03-11,0.00,2.73,Card,FLASH25,Delivered
O0006784,C003788,2025-03-03,Mobile App,1,1,FC-North,Swiftline,2025-03-05,2025-03-03,2025-03-05,0.00,6.58,Digital Wallet,CLEAR40,Delivered
O0006785,C003789,2025-03-02,Mobile App,1,1,FC-North,Swiftline,2025-03-06,2025-03-02,2025-03-05,0.00,5.21,Card,SAVE15,Delivered
O0006786,C003790,2025-03-04,Web,1,1,FC-South,Regional Freight,2025-03-07,2025-03-04,2025-03-05,0.00,3.16,Card,,Delivered
O0006787,C003790,2025-05-02,Web,2,1,FC-South,Metro Post,2025-05-05,2025-05-03,2025-05-04,0.00,12.19,Digital Wallet,SAVE15,Delivered
O0006788,C003791,2025-03-03,Mobile App,1,1,FC-North,Swiftline,2025-03-07,2025-03-03,2025-03-06,0.00,10.69,Card,SEASON20,Delivered
O0006789,C003792,2025-03-06,Web,1,1,FC-North,Swiftline,2025-03-09,2025-03-06,2025-03-09,0.00,10.86,Card,,Delivered
O0006790,C003792,2025-04-03,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0006791,C003793,2025-03-05,Web,1,1,FC-North,Swiftline,2025-03-10,2025-03-05,2025-03-10,0.00,4.03,Card,,Delivered
O0006792,C003793,2025-05-10,Marketplace,2,1,FC-North,Swiftline,2025-05-13,2025-05-11,2025-05-12,0.00,13.95,Digital Wallet,CLEAR40,Delivered
O0006793,C003793,2025-06-25,Mobile App,3,1,FC-North,Metro Post,2025-06-30,2025-06-26,2025-07-04,0.00,3.62,Card,,Delivered
O0006794,C003793,2025-09-06,Mobile App,4,1,FC-North,Swiftline,2025-09-09,2025-09-06,2025-09-09,4.99,4.38,Card,SAVE15,Delivered
O0006795,C003793,2025-09-29,Web,5,1,FC-North,Regional Freight,2025-10-03,2025-09-29,2025-10-01,0.00,2.34,Digital Wallet,SEASON20,Delivered
O0006796,C003793,2025-12-05,Mobile App,6,1,FC-North,Regional Freight,2025-12-07,2025-12-06,2025-12-07,4.99,2.47,Card,,Delivered
O0006797,C003794,2025-03-04,Web,1,1,FC-South,Metro Post,2025-03-07,2025-03-04,2025-03-07,0.00,4.76,Card,,Delivered
O0006798,C003794,2025-05-06,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0006799,C003794,2025-07-02,Web,3,1,FC-South,Swiftline,2025-07-06,2025-07-04,2025-07-05,0.00,4.72,Card,WELCOME10,Delivered
O0006800,C003794,2025-10-23,Mobile App,4,1,FC-South,Metro Post,2025-10-26,2025-10-23,2025-10-28,4.99,3.09,Digital Wallet,FLASH25,Delivered
O0006801,C003795,2025-03-06,Web,1,1,FC-North,Metro Post,2025-03-09,2025-03-07,2025-03-08,0.00,6.47,Digital Wallet,,Delivered
O0006802,C003795,2025-06-04,Mobile App,2,1,FC-North,Metro Post,2025-06-08,2025-06-04,2025-06-07,0.00,8.55,Digital Wallet,FLASH25,Delivered
O0006803,C003795,2025-12-17,Mobile App,3,1,FC-North,Swiftline,2025-12-22,2025-12-17,2025-12-21,0.00,4.47,Card,SEASON20,Delivered
O0006804,C003795,2026-02-05,Mobile App,4,1,FC-North,Metro Post,2026-02-08,2026-02-07,2026-02-08,4.99,3.20,Digital Wallet,CLEAR40,Delivered
O0006805,C003796,2025-03-06,Marketplace,1,1,FC-Central,Swiftline,2025-03-10,2025-03-06,2025-03-10,0.00,7.51,Card,SEASON20,Delivered
O0006806,C003797,2025-03-04,Web,1,1,FC-North,Metro Post,2025-03-07,2025-03-04,2025-03-06,4.99,10.36,Card,,Delivered
O0006807,C003798,2025-03-07,Marketplace,1,1,FC-Central,Metro Post,2025-03-11,2025-03-08,2025-03-10,0.00,3.72,Digital Wallet,,Delivered
O0006808,C003799,2025-03-03,Web,1,1,FC-South,Metro Post,2025-03-06,2025-03-04,2025-03-05,0.00,6.00,Card,SEASON20,Delivered
O0006809,C003799,2025-04-12,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,FLASH25,Collected
O0006810,C003800,2025-03-07,Mobile App,1,1,FC-North,Regional Freight,2025-03-12,2025-03-08,2025-03-12,4.99,2.57,Digital Wallet,FLASH25,Delivered
O0006811,C003801,2025-03-07,Web,1,1,FC-South,Regional Freight,2025-03-09,2025-03-07,2025-03-18,0.00,4.15,Card,,Delivered
O0006812,C003802,2025-03-08,Mobile App,1,1,FC-North,Regional Freight,2025-03-10,2025-03-09,2025-03-10,0.00,2.32,Card,SAVE15,Delivered
O0006813,C003802,2025-05-18,Store,2,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,FLASH25,Collected
O0006814,C003803,2025-03-08,Mobile App,1,1,FC-North,Metro Post,2025-03-12,2025-03-08,2025-03-11,0.00,25.40,Card,WELCOME10,Delivered
O0006815,C003804,2025-03-05,Marketplace,1,1,FC-North,Swiftline,2025-03-09,2025-03-06,2025-03-08,0.00,5.37,Digital Wallet,,Delivered
O0006816,C003804,2025-05-01,Store,2,0,Store Pickup,,,,,0.00,0.00,Gift Card,FLASH25,Collected
O0006817,C003805,2025-03-05,Web,1,1,FC-South,Regional Freight,2025-03-08,2025-03-05,2025-03-06,0.00,30.91,Digital Wallet,,Delivered
O0006818,C003806,2025-03-06,Web,1,1,FC-North,Swiftline,2025-03-09,2025-03-07,2025-03-08,0.00,10.93,Buy Now Pay Later,SAVE15,Delivered
O0006819,C003806,2025-04-25,Web,2,1,FC-North,Swiftline,2025-04-28,2025-04-25,2025-04-27,0.00,6.79,Digital Wallet,SAVE15,Delivered
O0006820,C003807,2025-03-07,Web,1,1,FC-Central,Regional Freight,2025-03-09,2025-03-08,2025-03-09,0.00,2.89,Card,,Delivered
O0006821,C003807,2025-04-23,Mobile App,2,1,FC-Central,Swiftline,2025-04-26,2025-04-25,2025-04-26,0.00,4.42,Buy Now Pay Later,SAVE15,Delivered
O0006822,C003808,2025-03-05,Web,1,1,FC-South,Swiftline,2025-03-08,2025-03-05,2025-03-14,0.00,18.37,Digital Wallet,,Delivered
O0006823,C003809,2025-03-05,Web,1,1,FC-North,Swiftline,2025-03-08,2025-03-05,2025-03-08,0.00,4.28,Gift Card,,Delivered
O0006824,C003809,2025-05-26,Web,2,1,FC-North,Metro Post,2025-05-31,2025-05-26,2025-06-03,0.00,3.75,Card,SAVE15,Delivered
O0006825,C003810,2025-03-08,Mobile App,1,1,FC-Central,Regional Freight,2025-03-11,2025-03-08,2025-03-13,0.00,2.89,Digital Wallet,,Delivered
O0006826,C003810,2025-03-29,Web,2,1,FC-Central,Swiftline,2025-04-02,2025-03-29,2025-04-01,0.00,21.69,Card,SEASON20,Delivered
O0006827,C003810,2025-07-12,Web,3,1,FC-Central,Metro Post,2025-07-15,2025-07-12,2025-07-13,0.00,3.56,Card,WELCOME10,Delivered
O0006828,C003811,2025-03-09,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,CLEAR40,Collected
O0006829,C003812,2025-03-07,Web,1,1,FC-South,Metro Post,2025-03-10,2025-03-08,2025-03-09,0.00,2.97,Card,,Delivered
O0006830,C003812,2025-06-02,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0006831,C003813,2025-03-05,Mobile App,1,1,FC-North,Swiftline,2025-03-08,2025-03-05,2025-03-07,0.00,4.24,Card,,Delivered
O0006832,C003813,2025-06-02,Mobile App,2,1,FC-North,Regional Freight,2025-06-06,2025-06-02,2025-06-06,0.00,17.71,Digital Wallet,WELCOME10,Delivered
O0006833,C003814,2025-03-09,Mobile App,1,1,FC-South,Regional Freight,2025-03-12,2025-03-10,2025-03-12,0.00,3.41,Card,,Delivered
O0006834,C003814,2025-04-27,Web,2,1,FC-South,Regional Freight,2025-05-01,2025-04-27,2025-05-05,0.00,2.33,Card,,Delivered
O0006835,C003815,2025-03-09,Web,1,1,FC-Central,Swiftline,2025-03-12,2025-03-10,2025-03-12,0.00,3.97,Card,CLEAR40,Delivered
O0006836,C003816,2025-03-08,Web,1,1,FC-Central,Swiftline,2025-03-10,2025-03-09,2025-03-10,0.00,4.34,Digital Wallet,CLEAR40,Delivered
O0006837,C003816,2025-04-22,Web,2,1,FC-Central,Swiftline,2025-04-25,2025-04-23,2025-04-25,0.00,10.24,Card,,Delivered
O0006838,C003817,2025-03-10,Web,1,1,FC-Central,Swiftline,2025-03-15,2025-03-10,2025-03-15,0.00,18.00,Card,WELCOME10,Delivered
O0006839,C003818,2025-03-08,Web,1,1,FC-Central,Regional Freight,2025-03-10,2025-03-08,2025-03-09,0.00,2.17,Card,SEASON20,Delivered
O0006840,C003819,2025-03-09,Web,1,1,FC-Central,Swiftline,2025-03-11,2025-03-09,2025-03-11,0.00,4.16,Digital Wallet,SAVE15,Delivered
O0006841,C003819,2025-04-24,Mobile App,2,1,FC-Central,Swiftline,2025-04-29,2025-04-25,2025-04-29,0.00,6.18,Card,FLASH25,Delivered
O0006842,C003820,2025-03-08,Marketplace,1,1,FC-Central,Swiftline,2025-03-10,2025-03-08,2025-03-10,0.00,7.93,Digital Wallet,CLEAR40,Delivered
O0006843,C003821,2025-03-07,Web,1,1,FC-South,Swiftline,2025-03-10,2025-03-07,2025-03-11,0.00,8.05,Card,SAVE15,Delivered
O0006844,C003822,2025-03-06,Mobile App,1,1,FC-South,Regional Freight,2025-03-09,2025-03-06,2025-03-08,0.00,4.56,Card,FLASH25,Delivered
O0006845,C003822,2025-04-01,Mobile App,2,1,FC-South,Regional Freight,2025-04-06,2025-04-03,2025-04-04,0.00,4.41,Digital Wallet,,Delivered
O0006846,C003822,2025-05-16,Mobile App,3,1,FC-South,Metro Post,2025-05-21,2025-05-17,2025-05-21,0.00,3.04,Card,,Delivered
O0006847,C003823,2025-03-07,Web,1,1,FC-South,Regional Freight,2025-03-10,2025-03-07,2025-03-10,0.00,2.38,Gift Card,SAVE15,Delivered
O0006848,C003824,2025-03-09,Web,1,1,FC-North,Swiftline,2025-03-11,2025-03-11,2025-03-12,0.00,4.34,Digital Wallet,WELCOME10,Delivered
O0006849,C003825,2025-03-08,Marketplace,1,1,FC-South,Metro Post,2025-03-11,2025-03-08,2025-03-11,0.00,6.36,Card,FLASH25,Delivered
O0006850,C003826,2025-03-07,Web,1,1,FC-South,Metro Post,2025-03-10,2025-03-07,2025-03-09,0.00,7.23,Card,SEASON20,Delivered
O0006851,C003827,2025-03-08,Web,1,1,FC-Central,Metro Post,2025-03-11,2025-03-08,2025-03-11,0.00,8.52,Digital Wallet,CLEAR40,Delivered
O0006852,C003827,2025-09-28,Mobile App,2,1,FC-Central,Swiftline,2025-10-01,2025-09-28,2025-10-01,0.00,11.48,Digital Wallet,,Delivered
O0006853,C003827,2025-12-04,Mobile App,3,1,FC-Central,Regional Freight,2025-12-07,2025-12-06,2025-12-07,0.00,6.79,Card,SAVE15,Delivered
O0006854,C003828,2025-03-08,Mobile App,1,1,FC-South,Metro Post,2025-03-10,2025-03-08,2025-03-09,0.00,3.56,Digital Wallet,WELCOME10,Delivered
O0006855,C003829,2025-03-08,Marketplace,1,1,FC-North,Swiftline,2025-03-10,2025-03-09,2025-03-10,0.00,5.66,Card,CLEAR40,Delivered
O0006856,C003829,2025-05-06,Marketplace,2,1,FC-North,Metro Post,2025-05-10,2025-05-06,2025-05-10,0.00,4.49,Card,WELCOME10,Delivered
O0006857,C003830,2025-03-07,Mobile App,1,1,FC-Central,Regional Freight,2025-03-11,2025-03-07,2025-03-09,0.00,3.48,Card,WELCOME10,Delivered
O0006858,C003831,2025-03-09,Web,1,1,FC-North,Swiftline,2025-03-13,2025-03-09,2025-03-13,0.00,3.81,Card,CLEAR40,Delivered
O0006859,C003831,2025-05-19,Web,2,1,FC-North,Regional Freight,2025-05-23,2025-05-19,2025-05-21,0.00,7.58,Card,,Delivered
O0006860,C003831,2025-07-23,Mobile App,3,1,FC-North,Swiftline,2025-07-26,2025-07-24,2025-07-25,4.99,11.78,Card,,Delivered
O0006861,C003831,2025-08-18,Mobile App,4,1,FC-North,Swiftline,2025-08-22,2025-08-19,2025-08-22,0.00,25.59,Card,SAVE15,Delivered
O0006862,C003832,2025-03-09,Web,1,1,FC-North,Swiftline,2025-03-14,2025-03-10,2025-03-13,0.00,7.68,Card,SAVE15,Delivered
O0006863,C003832,2025-05-25,Mobile App,2,1,FC-North,Metro Post,2025-05-28,2025-05-25,2025-05-28,0.00,8.99,Buy Now Pay Later,SAVE15,Delivered
O0006864,C003833,2025-03-11,Marketplace,1,1,FC-South,Swiftline,2025-03-15,2025-03-11,2025-03-15,0.00,10.21,Card,,Delivered
O0006865,C003833,2025-07-30,Marketplace,2,1,FC-South,Regional Freight,2025-08-02,2025-07-30,2025-08-03,0.00,2.70,Card,,Delivered
O0006866,C003833,2025-09-30,Marketplace,3,1,FC-South,Regional Freight,2025-10-04,2025-09-30,2025-10-05,0.00,3.20,Card,,Delivered
O0006867,C003834,2025-03-11,Mobile App,1,1,FC-South,Regional Freight,2025-03-16,2025-03-11,2025-03-15,0.00,2.67,Card,CLEAR40,Delivered
O0006868,C003835,2025-03-11,Web,1,1,FC-Central,Swiftline,2025-03-14,2025-03-11,2025-03-13,0.00,4.26,Card,FLASH25,Delivered
O0006869,C003835,2025-04-19,Marketplace,2,1,FC-Central,Regional Freight,2025-04-22,2025-04-19,2025-04-22,0.00,2.68,Card,CLEAR40,Delivered
O0006870,C003836,2025-03-11,Mobile App,1,1,FC-South,Regional Freight,2025-03-14,2025-03-11,2025-03-12,0.00,4.20,Card,CLEAR40,Delivered
O0006871,C003836,2025-10-20,Mobile App,2,1,FC-South,Regional Freight,2025-10-23,2025-10-20,2025-10-23,0.00,7.01,Card,FLASH25,Delivered
O0006872,C003837,2025-03-09,Mobile App,1,1,FC-South,Metro Post,2025-03-12,2025-03-10,2025-03-11,4.99,3.04,Card,FLASH25,Delivered
O0006873,C003838,2025-03-11,Web,1,1,FC-South,Metro Post,2025-03-13,2025-03-11,2025-03-12,0.00,3.89,Card,,Delivered
O0006874,C003838,2025-07-24,Mobile App,2,1,FC-South,Metro Post,2025-07-28,2025-07-24,2025-07-28,0.00,8.77,Card,,Delivered
O0006875,C003839,2025-03-12,Mobile App,1,1,FC-South,Metro Post,2025-03-16,2025-03-13,2025-03-14,0.00,9.64,Card,FLASH25,Delivered
O0006876,C003840,2025-03-10,Mobile App,1,1,FC-Central,Metro Post,2025-03-13,2025-03-10,2025-03-12,0.00,7.49,Digital Wallet,,Delivered
O0006877,C003841,2025-03-11,Web,1,1,FC-Central,Regional Freight,2025-03-15,2025-03-12,2025-03-13,0.00,7.83,Gift Card,CLEAR40,Delivered
O0006878,C003842,2025-03-11,Web,1,1,FC-South,Swiftline,2025-03-16,2025-03-11,2025-03-15,0.00,17.52,Card,,Delivered
O0006879,C003843,2025-03-12,Web,1,1,FC-South,Regional Freight,2025-03-14,2025-03-12,2025-03-14,0.00,5.59,Buy Now Pay Later,WELCOME10,Delivered
O0006880,C003844,2025-03-12,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0006881,C003844,2025-05-18,Mobile App,2,1,FC-South,Regional Freight,2025-05-23,2025-05-18,2025-05-24,0.00,4.84,Card,,Delivered
O0006882,C003845,2025-03-11,Web,1,1,FC-Central,Swiftline,2025-03-16,2025-03-11,2025-03-16,0.00,3.93,Card,WELCOME10,Delivered
O0006883,C003845,2025-06-29,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0006884,C003845,2025-08-10,Marketplace,3,1,FC-Central,Regional Freight,2025-08-13,2025-08-12,2025-08-13,0.00,4.49,Card,SEASON20,Delivered
O0006885,C003846,2025-03-13,Mobile App,1,1,FC-North,Swiftline,2025-03-18,2025-03-14,2025-03-18,0.00,6.09,Card,,Delivered
O0006886,C003847,2025-03-11,Mobile App,1,1,FC-Central,Metro Post,2025-03-15,2025-03-12,2025-03-15,0.00,6.84,Digital Wallet,SEASON20,Delivered
O0006887,C003847,2025-06-14,Mobile App,2,1,FC-Central,Metro Post,2025-06-18,2025-06-16,2025-06-17,0.00,8.97,Card,,Delivered
O0006888,C003848,2025-03-11,Web,1,1,FC-South,Metro Post,2025-03-14,2025-03-12,2025-03-17,0.00,9.97,Card,SAVE15,Delivered
O0006889,C003848,2025-07-16,Web,2,1,FC-South,Swiftline,2025-07-20,2025-07-16,2025-07-20,0.00,34.96,Digital Wallet,,Delivered
O0006890,C003848,2025-08-17,Store,3,0,Store Pickup,,,,,0.00,0.00,Card,FLASH25,Collected
O0006891,C003849,2025-03-13,Mobile App,1,1,FC-South,Metro Post,2025-03-16,2025-03-13,2025-03-14,0.00,7.45,Digital Wallet,,Delivered
O0006892,C003850,2025-03-11,Marketplace,1,1,FC-North,Swiftline,2025-03-13,2025-03-11,2025-03-13,0.00,11.12,Digital Wallet,SAVE15,Delivered
O0006893,C003851,2025-03-12,Marketplace,1,1,FC-Central,Metro Post,2025-03-15,2025-03-14,2025-03-15,0.00,7.07,Card,FLASH25,Delivered
O0006894,C003852,2025-03-11,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0006895,C003852,2025-04-08,Web,2,1,FC-North,Metro Post,2025-04-11,2025-04-08,2025-04-10,0.00,4.23,Card,WELCOME10,Delivered
O0006896,C003853,2025-03-13,Mobile App,1,1,FC-South,Regional Freight,2025-03-17,2025-03-15,2025-03-18,0.00,2.24,Card,CLEAR40,Delivered
O0006897,C003854,2025-03-10,Mobile App,1,1,FC-North,Metro Post,2025-03-14,2025-03-10,2025-03-13,0.00,15.41,Card,,Delivered
O0006898,C003855,2025-03-12,Mobile App,1,1,FC-Central,Regional Freight,2025-03-17,2025-03-14,2025-03-17,4.99,2.23,Digital Wallet,,Delivered
O0006899,C003856,2025-03-14,Mobile App,1,1,FC-North,Metro Post,2025-03-17,2025-03-14,2025-03-17,4.99,4.54,Buy Now Pay Later,SEASON20,Delivered
O0006900,C003856,2025-04-22,Web,2,1,FC-North,Swiftline,2025-04-25,2025-04-24,2025-04-25,0.00,11.52,Card,CLEAR40,Delivered
O0006901,C003857,2025-03-13,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0006902,C003858,2025-03-13,Web,1,1,FC-South,Regional Freight,2025-03-17,2025-03-13,2025-03-26,0.00,5.38,Card,,Delivered
O0006903,C003858,2025-04-05,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0006904,C003858,2025-06-13,Marketplace,3,1,FC-South,Regional Freight,2025-06-17,2025-06-14,2025-06-15,4.99,5.28,Buy Now Pay Later,FLASH25,Delivered
O0006905,C003859,2025-03-15,Mobile App,1,1,FC-Central,Swiftline,2025-03-18,2025-03-15,2025-03-18,0.00,18.76,Buy Now Pay Later,,Delivered
O0006906,C003860,2025-03-14,Web,1,1,FC-North,Metro Post,2025-03-17,2025-03-15,2025-03-17,0.00,4.07,Card,FLASH25,Delivered
O0006907,C003861,2025-03-15,Web,1,1,FC-Central,Regional Freight,2025-03-19,2025-03-16,2025-03-18,0.00,3.71,Card,,Delivered
O0006908,C003861,2025-04-27,Web,2,1,FC-Central,Swiftline,2025-05-02,2025-04-27,2025-04-30,0.00,4.31,Card,,Delivered
O0006909,C003862,2025-03-12,Web,1,1,FC-South,Regional Freight,2025-03-15,2025-03-13,2025-03-24,0.00,14.53,Card,FLASH25,Delivered
O0006910,C003862,2025-07-13,Mobile App,2,1,FC-South,Swiftline,2025-07-18,2025-07-13,2025-07-17,0.00,4.93,Card,WELCOME10,Delivered
O0006911,C003863,2025-03-12,Mobile App,1,1,FC-South,Regional Freight,2025-03-15,2025-03-13,2025-03-18,0.00,2.31,Buy Now Pay Later,,Delivered
O0006912,C003864,2025-03-13,Marketplace,1,1,FC-North,Swiftline,2025-03-17,2025-03-13,2025-03-17,0.00,15.70,Digital Wallet,SEASON20,Delivered
O0006913,C003865,2025-03-13,Web,1,1,FC-Central,Swiftline,2025-03-16,2025-03-13,2025-03-16,0.00,4.42,Card,FLASH25,Delivered
O0006914,C003866,2025-03-15,Web,1,1,FC-Central,Metro Post,2025-03-18,2025-03-15,2025-03-17,0.00,13.10,Card,FLASH25,Delivered
O0006915,C003866,2025-05-08,Mobile App,2,1,FC-Central,Regional Freight,2025-05-11,2025-05-08,2025-05-14,0.00,13.42,Card,,Delivered
O0006916,C003867,2025-03-16,Mobile App,1,1,FC-Central,Regional Freight,2025-03-19,2025-03-16,2025-03-17,0.00,3.90,Card,CLEAR40,Delivered
O0006917,C003868,2025-03-12,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,SEASON20,Collected
O0006918,C003868,2025-04-16,Web,2,1,FC-South,Regional Freight,2025-04-18,2025-04-16,2025-04-20,4.99,3.52,Gift Card,,Delivered
O0006919,C003869,2025-03-13,Mobile App,1,1,FC-North,Swiftline,2025-03-18,2025-03-14,2025-03-17,0.00,5.10,Card,CLEAR40,Delivered
O0006920,C003870,2025-03-16,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0006921,C003871,2025-03-13,Web,1,1,FC-North,Swiftline,2025-03-18,2025-03-13,2025-03-17,0.00,19.17,Card,SEASON20,Delivered
O0006922,C003871,2025-04-08,Web,2,1,FC-North,Regional Freight,2025-04-10,2025-04-09,2025-04-10,0.00,3.88,Digital Wallet,,Delivered
O0006923,C003871,2025-06-17,Mobile App,3,1,FC-North,Swiftline,2025-06-19,2025-06-17,2025-06-19,0.00,8.73,Card,WELCOME10,Delivered
O0006924,C003871,2025-08-23,Mobile App,4,1,FC-North,Metro Post,2025-08-28,2025-08-23,2025-08-26,4.99,8.86,Card,WELCOME10,Delivered
O0006925,C003871,2025-12-18,Mobile App,5,1,FC-North,Metro Post,2025-12-20,2025-12-19,2025-12-20,0.00,11.12,Digital Wallet,SEASON20,Delivered
O0006926,C003871,2026-04-03,Web,6,1,FC-North,Swiftline,2026-04-07,2026-04-03,2026-04-06,4.99,6.76,Card,SEASON20,Delivered
O0006927,C003871,2026-05-14,Web,7,1,FC-North,Regional Freight,2026-05-16,2026-05-14,2026-05-16,0.00,2.34,Card,SEASON20,Delivered
O0006928,C003872,2025-03-16,Web,1,1,FC-Central,Swiftline,2025-03-18,2025-03-17,2025-03-18,0.00,21.88,Digital Wallet,WELCOME10,Delivered
O0006929,C003872,2025-09-22,Marketplace,2,1,FC-Central,Metro Post,2025-09-25,2025-09-22,2025-09-25,0.00,9.26,Card,,Delivered
O0006930,C003872,2025-12-01,Web,3,1,FC-Central,Regional Freight,2025-12-03,2025-12-01,2025-12-03,4.99,3.99,Card,CLEAR40,Delivered
O0006931,C003873,2025-03-13,Marketplace,1,1,FC-South,Metro Post,2025-03-17,2025-03-14,2025-03-17,0.00,6.65,Digital Wallet,WELCOME10,Delivered
O0006932,C003874,2025-03-14,Marketplace,1,1,FC-North,Swiftline,2025-03-18,2025-03-14,2025-03-18,0.00,13.52,Card,,Delivered
O0006933,C003874,2025-06-05,Marketplace,2,1,FC-North,Metro Post,2025-06-10,2025-06-05,2025-06-10,0.00,4.12,Card,,Delivered
O0006934,C003874,2025-08-06,Marketplace,3,1,FC-North,Metro Post,2025-08-11,2025-08-07,2025-08-10,0.00,19.48,Gift Card,FLASH25,Delivered
O0006935,C003875,2025-03-15,Mobile App,1,1,FC-South,Regional Freight,2025-03-18,2025-03-15,2025-03-16,0.00,4.84,Card,CLEAR40,Delivered
O0006936,C003876,2025-03-13,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,CLEAR40,Collected
O0006937,C003877,2025-03-16,Web,1,1,FC-South,Swiftline,2025-03-19,2025-03-17,2025-03-18,0.00,8.23,Buy Now Pay Later,SEASON20,Delivered
O0006938,C003878,2025-03-17,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0006939,C003878,2025-08-24,Mobile App,2,1,FC-South,Metro Post,2025-08-27,2025-08-24,2025-09-02,4.99,8.86,Buy Now Pay Later,SEASON20,Delivered
O0006940,C003879,2025-03-16,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0006941,C003879,2025-05-30,Web,2,1,FC-South,Regional Freight,2025-06-03,2025-05-30,2025-06-03,0.00,8.33,Card,CLEAR40,Delivered
O0006942,C003880,2025-03-15,Mobile App,1,1,FC-North,Swiftline,2025-03-17,2025-03-15,2025-03-17,0.00,11.78,Card,SAVE15,Delivered
O0006943,C003880,2025-05-08,Web,2,1,FC-North,Swiftline,2025-05-12,2025-05-09,2025-05-11,0.00,19.10,Card,FLASH25,Delivered
O0006944,C003881,2025-03-14,Marketplace,1,1,FC-South,Regional Freight,2025-03-18,2025-03-15,2025-03-27,0.00,2.38,Card,,Delivered
O0006945,C003881,2025-05-27,Marketplace,2,1,FC-South,Regional Freight,2025-06-01,2025-05-29,2025-05-30,0.00,3.51,Card,,Delivered
O0006946,C003882,2025-03-13,Web,1,1,FC-South,Regional Freight,2025-03-17,2025-03-14,2025-03-19,0.00,3.52,Card,SEASON20,Delivered
O0006947,C003883,2025-03-17,Web,1,1,FC-Central,Metro Post,2025-03-22,2025-03-18,2025-03-22,0.00,23.00,Card,,Delivered
O0006948,C003884,2025-03-17,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0006949,C003885,2025-03-13,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0006950,C003885,2025-05-03,Mobile App,2,1,FC-South,Regional Freight,2025-05-06,2025-05-03,2025-05-06,0.00,6.95,Digital Wallet,WELCOME10,Delivered
O0006951,C003885,2025-06-22,Web,3,1,FC-South,Metro Post,2025-06-27,2025-06-22,2025-06-26,0.00,13.69,Card,,Delivered
O0006952,C003885,2025-11-06,Web,4,1,FC-South,Metro Post,2025-11-09,2025-11-07,2025-11-15,0.00,7.72,Card,,Delivered
O0006953,C003885,2025-12-22,Web,5,1,FC-South,Regional Freight,2025-12-25,2025-12-22,2025-12-27,4.99,2.43,Card,WELCOME10,Delivered
O0006954,C003885,2026-02-02,Mobile App,6,1,FC-South,Metro Post,2026-02-05,2026-02-03,2026-02-08,0.00,3.60,Card,SAVE15,Delivered
O0006955,C003886,2025-03-14,Web,1,1,FC-South,Swiftline,2025-03-16,2025-03-14,2025-03-16,0.00,15.12,Digital Wallet,WELCOME10,Delivered
