cohort_month,first_order_experience,activity_month,period_index,cohort_customers,active_customers,orders,net_revenue,contribution_margin,active_rate,cumulative_contribution_margin,cumulative_margin_per_customer
2024-01-01,Returned,2025-05-01,16,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-06-01,17,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-07-01,18,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-08-01,19,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-09-01,20,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-10-01,21,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-11-01,22,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-12-01,23,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-01-01,24,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-02-01,25,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-03-01,26,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-04-01,27,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-05-01,28,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2026-06-01,29,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-10-01,Late and returned,2024-10-01,0,16,16,16,3472.69,218.18,1.0,218.18,13.64
2024-10-01,Late and returned,2024-11-01,1,16,0,0,0.00,0.0,0.0,218.18,13.64
2024-10-01,Late and returned,2024-12-01,2,16,4,4,825.35,158.07,0.25,376.25,23.52
2024-10-01,Late and returned,2025-01-01,3,16,1,1,1499.61,71.64,0.0625,447.89,27.99
2024-10-01,Late and returned,2025-02-01,4,16,0,0,0.00,0.0,0.0,447.89,27.99
2024-10-01,Late and returned,2025-03-01,5,16,1,1,548.95,248.18,0.0625,696.07,43.5
2024-10-01,Late and returned,2025-04-01,6,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-05-01,7,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-06-01,8,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-07-01,9,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-08-01,10,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-09-01,11,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-10-01,12,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-11-01,13,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2025-12-01,14,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-01-01,15,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-02-01,16,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-03-01,17,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-04-01,18,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-05-01,19,16,0,0,0.00,0.0,0.0,696.07,43.5
2024-10-01,Late and returned,2026-06-01,20,16,0,0,0.00,0.0,0.0,696.07,43.5
2025-02-01,Late and returned,2025-02-01,0,11,11,11,3146.26,466.74,1.0,466.74,42.43
2025-02-01,Late and returned,2025-03-01,1,11,0,0,0.00,0.0,0.0,466.74,42.43
2025-02-01,Late and returned,2025-04-01,2,11,1,1,131.59,-69.04,0.0909,397.7,36.15
2025-02-01,Late and returned,2025-05-01,3,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-06-01,4,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-07-01,5,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-08-01,6,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-09-01,7,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-10-01,8,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-11-01,9,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2025-12-01,10,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-01-01,11,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-02-01,12,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-03-01,13,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-04-01,14,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-05-01,15,11,0,0,0.00,0.0,0.0,397.7,36.15
2025-02-01,Late and returned,2026-06-01,16,11,0,0,0.00,0.0,0.0,397.7,36.15
2026-02-01,Delivered late,2026-02-01,0,26,26,27,6347.67,1918.78,1.0,1918.78,73.8
2026-02-01,Delivered late,2026-03-01,1,26,1,1,946.63,-52.12,0.0385,1866.66,71.79
2026-02-01,Delivered late,2026-04-01,2,26,5,5,1200.84,274.75,0.1923,2141.41,82.36
2026-02-01,Delivered late,2026-05-01,3,26,2,2,310.78,141.38,0.0769,2282.79,87.8
2026-02-01,Delivered late,2026-06-01,4,26,5,6,2429.33,617.05,0.1923,2899.84,111.53
2026-05-01,Returned,2026-05-01,0,72,72,73,21421.52,2004.33,1.0,2004.33,27.84
2026-05-01,Returned,2026-06-01,1,72,10,11,3610.15,1170.02,0.1389,3174.35,44.09
2026-06-01,Delivered late,2026-06-01,0,2,2,2,291.07,100.19,1.0,100.19,50.1
2024-01-01,Late and returned,2024-01-01,0,10,10,10,3171.50,473.72,1.0,473.72,47.37
2024-01-01,Late and returned,2024-02-01,1,10,1,1,116.64,62.68,0.1,536.4,53.64
2024-01-01,Late and returned,2024-03-01,2,10,1,1,524.45,153.56,0.1,689.96,69.0
2024-01-01,Late and returned,2024-04-01,3,10,2,2,305.35,148.07,0.2,838.03,83.8
2024-01-01,Late and returned,2024-05-01,4,10,1,1,242.04,96.71,0.1,934.74,93.47
2024-01-01,Late and returned,2024-06-01,5,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-07-01,6,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-08-01,7,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-09-01,8,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-10-01,9,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-11-01,10,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2024-12-01,11,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-01-01,12,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-02-01,13,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-03-01,14,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-04-01,15,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-05-01,16,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-06-01,17,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-07-01,18,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-08-01,19,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-09-01,20,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-10-01,21,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-11-01,22,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2025-12-01,23,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-01-01,24,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-02-01,25,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-03-01,26,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-04-01,27,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-05-01,28,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-01-01,Late and returned,2026-06-01,29,10,0,0,0.00,0.0,0.0,934.74,93.47
2024-04-01,Clean,2024-04-01,0,174,174,176,56464.97,14657.03,1.0,14657.03,84.24
2024-04-01,Clean,2024-05-01,1,174,25,25,6939.12,1783.26,0.1437,16440.29,94.48
2024-04-01,Clean,2024-06-01,2,174,29,29,7766.05,2023.26,0.1667,18463.55,106.11
2024-04-01,Clean,2024-07-01,3,174,23,24,7065.86,1645.18,0.1322,20108.73,115.57
2024-04-01,Clean,2024-08-01,4,174,12,12,5225.99,1497.92,0.069,21606.65,124.18
2024-04-01,Clean,2024-09-01,5,174,13,13,6839.94,1313.19,0.0747,22919.84,131.72
2024-04-01,Clean,2024-10-01,6,174,9,9,1842.85,619.37,0.0517,23539.21,135.28
2024-04-01,Clean,2024-11-01,7,174,7,7,1529.78,299.26,0.0402,23838.47,137.0
2024-04-01,Clean,2024-12-01,8,174,2,2,128.36,51.93,0.0115,23890.4,137.3
2024-04-01,Clean,2025-01-01,9,174,3,3,508.21,197.84,0.0172,24088.24,138.44
2024-04-01,Clean,2025-02-01,10,174,1,1,334.28,96.97,0.0057,24185.21,139.0
2024-04-01,Clean,2025-03-01,11,174,2,2,1034.10,293.61,0.0115,24478.82,140.68
2024-04-01,Clean,2025-04-01,12,174,1,1,30.80,16.1,0.0057,24494.92,140.78
2024-04-01,Clean,2025-05-01,13,174,3,3,352.15,162.51,0.0172,24657.43,141.71
2024-04-01,Clean,2025-06-01,14,174,0,0,0.00,0.0,0.0,24657.43,141.71
2024-04-01,Clean,2025-07-01,15,174,0,0,0.00,0.0,0.0,24657.43,141.71
2024-04-01,Clean,2025-08-01,16,174,1,1,677.75,217.67,0.0057,24875.1,142.96
2024-04-01,Clean,2025-09-01,17,174,2,2,238.25,118.92,0.0115,24994.02,143.64
2024-04-01,Clean,2025-10-01,18,174,0,0,0.00,0.0,0.0,24994.02,143.64
2024-04-01,Clean,2025-11-01,19,174,0,0,0.00,0.0,0.0,24994.02,143.64
2024-04-01,Clean,2025-12-01,20,174,0,0,0.00,0.0,0.0,24994.02,143.64
2024-04-01,Clean,2026-01-01,21,174,1,1,144.46,-46.76,0.0057,24947.26,143.38
2024-04-01,Clean,2026-02-01,22,174,0,0,0.00,0.0,0.0,24947.26,143.38
2024-04-01,Clean,2026-03-01,23,174,0,0,0.00,0.0,0.0,24947.26,143.38
2024-04-01,Clean,2026-04-01,24,174,0,0,0.00,0.0,0.0,24947.26,143.38
2024-04-01,Clean,2026-05-01,25,174,0,0,0.00,0.0,0.0,24947.26,143.38
2024-04-01,Clean,2026-06-01,26,174,0,0,0.00,0.0,0.0,24947.26,143.38
2024-06-01,Delivered late,2024-06-01,0,16,16,16,3430.65,881.09,1.0,881.09,55.07
2024-06-01,Delivered late,2024-07-01,1,16,2,2,102.35,40.99,0.125,922.08,57.63
2024-06-01,Delivered late,2024-08-01,2,16,1,1,385.26,153.11,0.0625,1075.19,67.2
2024-06-01,Delivered late,2024-09-01,3,16,1,1,126.60,16.01,0.0625,1091.2,68.2
2024-06-01,Delivered late,2024-10-01,4,16,0,0,0.00,0.0,0.0,1091.2,68.2
2024-06-01,Delivered late,2024-11-01,5,16,0,0,0.00,0.0,0.0,1091.2,68.2
2024-06-01,Delivered late,2024-12-01,6,16,0,0,0.00,0.0,0.0,1091.2,68.2
2024-06-01,Delivered late,2025-01-01,7,16,0,0,0.00,0.0,0.0,1091.2,68.2
2024-06-01,Delivered late,2025-02-01,8,16,1,1,59.37,29.25,0.0625,1120.45,70.03
2024-06-01,Delivered late,2025-03-01,9,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-04-01,10,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-05-01,11,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-06-01,12,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-07-01,13,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-08-01,14,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-09-01,15,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-10-01,16,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-11-01,17,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2025-12-01,18,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-01-01,19,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-02-01,20,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-03-01,21,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-04-01,22,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-05-01,23,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-06-01,Delivered late,2026-06-01,24,16,0,0,0.00,0.0,0.0,1120.45,70.03
2024-10-01,Returned,2024-10-01,0,61,61,62,22148.34,2362.23,1.0,2362.23,38.73
2024-10-01,Returned,2024-11-01,1,61,14,14,4084.03,1227.73,0.2295,3589.96,58.85
2024-10-01,Returned,2024-12-01,2,61,14,15,3493.94,1009.52,0.2295,4599.48,75.4
2024-10-01,Returned,2025-01-01,3,61,8,8,1500.29,175.87,0.1311,4775.35,78.28
2024-10-01,Returned,2025-02-01,4,61,2,2,355.48,127.71,0.0328,4903.06,80.38
2024-10-01,Returned,2025-03-01,5,61,5,5,1308.72,372.96,0.082,5276.02,86.49
2024-10-01,Returned,2025-04-01,6,61,4,5,1764.82,225.14,0.0656,5501.16,90.18
2024-10-01,Returned,2025-05-01,7,61,6,6,1304.71,450.68,0.0984,5951.84,97.57
2024-10-01,Returned,2025-06-01,8,61,2,3,764.22,384.96,0.0328,6336.8,103.88
2024-10-01,Returned,2025-07-01,9,61,1,1,503.58,123.24,0.0164,6460.04,105.9
2024-10-01,Returned,2025-08-01,10,61,0,0,0.00,0.0,0.0,6460.04,105.9
2024-10-01,Returned,2025-09-01,11,61,1,1,98.12,-3.94,0.0164,6456.1,105.84
2024-10-01,Returned,2025-10-01,12,61,1,1,223.33,98.16,0.0164,6554.26,107.45
2024-10-01,Returned,2025-11-01,13,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2025-12-01,14,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-01-01,15,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-02-01,16,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-03-01,17,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-04-01,18,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-05-01,19,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-10-01,Returned,2026-06-01,20,61,0,0,0.00,0.0,0.0,6554.26,107.45
2024-11-01,Clean,2024-11-01,0,212,212,213,52216.12,14219.3,1.0,14219.3,67.07
2024-11-01,Clean,2024-12-01,1,212,30,31,7901.62,1832.47,0.1415,16051.77,75.72
2024-11-01,Clean,2025-01-01,2,212,35,36,10282.37,2470.66,0.1651,18522.43,87.37
2024-11-01,Clean,2025-02-01,3,212,24,24,6243.65,1510.76,0.1132,20033.19,94.5
2024-11-01,Clean,2025-03-01,4,212,19,19,4802.78,1293.7,0.0896,21326.89,100.6
2024-11-01,Clean,2025-04-01,5,212,14,15,4523.73,1024.79,0.066,22351.68,105.43
2024-11-01,Clean,2025-05-01,6,212,6,6,2399.25,342.36,0.0283,22694.04,107.05
2024-11-01,Clean,2025-06-01,7,212,11,12,4029.99,705.25,0.0519,23399.29,110.37
2024-11-01,Clean,2025-07-01,8,212,7,7,1825.58,159.37,0.033,23558.66,111.13
2024-11-01,Clean,2025-08-01,9,212,4,4,680.50,222.1,0.0189,23780.76,112.17
2024-11-01,Clean,2025-09-01,10,212,7,7,1353.71,489.01,0.033,24269.77,114.48
2024-11-01,Clean,2025-10-01,11,212,3,3,1028.38,209.74,0.0142,24479.51,115.47
2024-11-01,Clean,2025-11-01,12,212,4,4,425.81,66.22,0.0189,24545.73,115.78
2024-11-01,Clean,2025-12-01,13,212,4,4,1667.58,342.3,0.0189,24888.03,117.4
2024-11-01,Clean,2026-01-01,14,212,3,3,221.24,103.26,0.0142,24991.29,117.88
2024-11-01,Clean,2026-02-01,15,212,1,1,196.04,64.11,0.0047,25055.4,118.19
2024-11-01,Clean,2026-03-01,16,212,2,2,217.87,62.32,0.0094,25117.72,118.48
2024-11-01,Clean,2026-04-01,17,212,0,0,0.00,0.0,0.0,25117.72,118.48
2024-11-01,Clean,2026-05-01,18,212,0,0,0.00,0.0,0.0,25117.72,118.48
2024-11-01,Clean,2026-06-01,19,212,0,0,0.00,0.0,0.0,25117.72,118.48
2025-02-01,Returned,2025-02-01,0,53,53,54,18617.85,2544.19,1.0,2544.19,48.0
2025-02-01,Returned,2025-03-01,1,53,5,5,1006.47,434.39,0.0943,2978.58,56.2
2025-02-01,Returned,2025-04-01,2,53,5,5,1031.21,289.01,0.0943,3267.59,61.65
2025-02-01,Returned,2025-05-01,3,53,4,4,916.62,-19.07,0.0755,3248.52,61.29
2025-02-01,Returned,2025-06-01,4,53,1,1,72.73,43.09,0.0189,3291.61,62.11
2025-02-01,Returned,2025-07-01,5,53,3,3,602.36,218.73,0.0566,3510.34,66.23
2025-02-01,Returned,2025-08-01,6,53,2,2,225.20,110.17,0.0377,3620.51,68.31
2025-02-01,Returned,2025-09-01,7,53,1,1,132.68,48.37,0.0189,3668.88,69.22
2025-02-01,Returned,2025-10-01,8,53,1,1,122.76,62.32,0.0189,3731.2,70.4
2025-02-01,Returned,2025-11-01,9,53,1,1,95.77,22.65,0.0189,3753.85,70.83
2025-02-01,Returned,2025-12-01,10,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-01-01,11,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-02-01,12,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-03-01,13,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-04-01,14,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-05-01,15,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-02-01,Returned,2026-06-01,16,53,0,0,0.00,0.0,0.0,3753.85,70.83
2025-04-01,Delivered late,2025-04-01,0,20,20,20,5745.56,1809.53,1.0,1809.53,90.48
2025-04-01,Delivered late,2025-05-01,1,20,2,2,539.87,288.86,0.1,2098.39,104.92
2025-04-01,Delivered late,2025-06-01,2,20,1,1,465.53,43.18,0.05,2141.57,107.08
2025-04-01,Delivered late,2025-07-01,3,20,2,2,302.02,140.49,0.1,2282.06,114.1
2025-04-01,Delivered late,2025-08-01,4,20,1,1,79.76,36.12,0.05,2318.18,115.91
2025-04-01,Delivered late,2025-09-01,5,20,1,1,44.67,29.52,0.05,2347.7,117.38
2025-04-01,Delivered late,2025-10-01,6,20,0,0,0.00,0.0,0.0,2347.7,117.38
2025-04-01,Delivered late,2025-11-01,7,20,1,1,62.01,33.33,0.05,2381.03,119.05
2025-04-01,Delivered late,2025-12-01,8,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-01-01,9,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-02-01,10,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-03-01,11,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-04-01,12,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-05-01,13,20,0,0,0.00,0.0,0.0,2381.03,119.05
2025-04-01,Delivered late,2026-06-01,14,20,0,0,0.00,0.0,0.0,2381.03,119.05
2026-03-01,Clean,2026-03-01,0,242,242,247,63769.65,18625.99,1.0,18625.99,76.97
2026-03-01,Clean,2026-04-01,1,242,30,30,8530.29,3099.82,0.124,21725.81,89.78
2026-03-01,Clean,2026-05-01,2,242,50,50,14750.91,3191.3,0.2066,24917.11,102.96
2026-03-01,Clean,2026-06-01,3,242,38,40,10641.53,1177.98,0.157,26095.09,107.83
2026-05-01,Late and returned,2026-05-01,0,12,12,13,4227.69,417.73,1.0,417.73,34.81
2026-05-01,Late and returned,2026-06-01,1,12,1,1,52.72,27.93,0.0833,445.66,37.14
2024-03-01,Clean,2024-03-01,0,134,134,134,33801.79,9617.59,1.0,9617.59,71.77
2024-03-01,Clean,2024-04-01,1,134,22,22,6207.24,1306.6,0.1642,10924.19,81.52
2024-03-01,Clean,2024-05-01,2,134,21,21,6260.06,1557.42,0.1567,12481.61,93.15
2024-03-01,Clean,2024-06-01,3,134,11,12,2908.26,1101.3,0.0821,13582.91,101.36
2024-03-01,Clean,2024-07-01,4,134,15,16,3816.99,1177.98,0.1119,14760.89,110.16
2024-03-01,Clean,2024-08-01,5,134,6,6,700.70,119.7,0.0448,14880.59,111.05
2024-03-01,Clean,2024-09-01,6,134,4,4,2088.63,367.97,0.0299,15248.56,113.8
2024-03-01,Clean,2024-10-01,7,134,8,8,1634.40,487.18,0.0597,15735.74,117.43
2024-03-01,Clean,2024-11-01,8,134,4,4,431.04,188.6,0.0299,15924.34,118.84
2024-03-01,Clean,2024-12-01,9,134,3,3,522.22,102.4,0.0224,16026.74,119.6
2024-03-01,Clean,2025-01-01,10,134,3,3,424.75,197.05,0.0224,16223.79,121.07
2024-03-01,Clean,2025-02-01,11,134,2,2,988.23,206.28,0.0149,16430.07,122.61
2024-03-01,Clean,2025-03-01,12,134,0,0,0.00,0.0,0.0,16430.07,122.61
2024-03-01,Clean,2025-04-01,13,134,2,2,59.50,10.36,0.0149,16440.43,122.69
2024-03-01,Clean,2025-05-01,14,134,1,1,133.03,-5.78,0.0075,16434.65,122.65
2024-03-01,Clean,2025-06-01,15,134,0,0,0.00,0.0,0.0,16434.65,122.65
2024-03-01,Clean,2025-07-01,16,134,1,1,189.90,-112.18,0.0075,16322.47,121.81
2024-03-01,Clean,2025-08-01,17,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2025-09-01,18,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2025-10-01,19,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2025-11-01,20,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2025-12-01,21,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-01-01,22,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-02-01,23,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-03-01,24,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-04-01,25,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-05-01,26,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-03-01,Clean,2026-06-01,27,134,0,0,0.00,0.0,0.0,16322.47,121.81
2024-05-01,Late and returned,2024-05-01,0,7,7,7,1519.80,278.24,1.0,278.24,39.75
2024-05-01,Late and returned,2024-06-01,1,7,0,0,0.00,0.0,0.0,278.24,39.75
2024-05-01,Late and returned,2024-07-01,2,7,1,1,241.12,-119.01,0.1429,159.23,22.75
2024-05-01,Late and returned,2024-08-01,3,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2024-09-01,4,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2024-10-01,5,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2024-11-01,6,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2024-12-01,7,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-01-01,8,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-02-01,9,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-03-01,10,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-04-01,11,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-05-01,12,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-06-01,13,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-07-01,14,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-08-01,15,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-09-01,16,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-10-01,17,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-11-01,18,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2025-12-01,19,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-01-01,20,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-02-01,21,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-03-01,22,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-04-01,23,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-05-01,24,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-05-01,Late and returned,2026-06-01,25,7,0,0,0.00,0.0,0.0,159.23,22.75
2024-07-01,Clean,2024-07-01,0,161,161,162,40938.69,11398.06,1.0,11398.06,70.8
2024-07-01,Clean,2024-08-01,1,161,22,22,5841.44,1531.13,0.1366,12929.19,80.31
2024-07-01,Clean,2024-09-01,2,161,31,31,9183.64,2067.36,0.1925,14996.55,93.15
2024-07-01,Clean,2024-10-01,3,161,22,24,10438.55,1670.31,0.1366,16666.86,103.52
2024-07-01,Clean,2024-11-01,4,161,19,20,6361.45,733.7,0.118,17400.56,108.08
2024-07-01,Clean,2024-12-01,5,161,16,16,4135.48,1074.06,0.0994,18474.62,114.75
2024-07-01,Clean,2025-01-01,6,161,9,9,2247.88,609.15,0.0559,19083.77,118.53
2024-07-01,Clean,2025-02-01,7,161,12,12,3839.15,777.31,0.0745,19861.08,123.36
2024-07-01,Clean,2025-03-01,8,161,11,11,3791.83,1236.07,0.0683,21097.15,131.04
2024-07-01,Clean,2025-04-01,9,161,8,8,3127.33,1148.6,0.0497,22245.75,138.17
2024-07-01,Clean,2025-05-01,10,161,1,1,89.06,25.63,0.0062,22271.38,138.33
2024-07-01,Clean,2025-06-01,11,161,2,2,744.04,128.96,0.0124,22400.34,139.13
2024-07-01,Clean,2025-07-01,12,161,4,4,1894.91,562.52,0.0248,22962.86,142.63
