order_month,category,discount_band,discount_band_rank,order_lines,orders,units,units_per_line,gross_revenue,discount_given,net_revenue,contribution_margin,avg_discount_rate,net_revenue_per_unit,margin_per_unit,contribution_margin_rate,returned_lines,return_line_rate
2024-08-01,Home & Kitchen,0%,0,103,92,119,1.155,12864.09,0.00,12864.09,3628.24,0.0,108.1,30.49,0.282,8,0.0777
2024-06-01,Electronics,0%,0,70,62,78,1.114,22741.50,0.00,22741.50,2467.73,0.0,291.56,31.64,0.1085,6,0.0857
2024-09-01,Electronics,0%,0,117,98,137,1.171,38072.99,0.00,38072.99,3908.84,0.0,277.91,28.53,0.1027,8,0.0684
2024-11-01,Home & Kitchen,0%,0,146,126,192,1.315,20524.13,0.00,20524.13,5476.17,0.0,106.9,28.52,0.2668,19,0.1301
2024-11-01,Sports & Outdoors,0%,0,78,69,94,1.205,16447.67,0.00,16447.67,5977.2,0.0,174.98,63.59,0.3634,10,0.1282
2025-04-01,Apparel,10-20%,2,29,27,35,1.207,2808.38,390.28,2418.10,765.34,0.1447,69.09,21.87,0.3165,9,0.3103
2025-04-01,Apparel,20-30%,3,25,25,33,1.32,2089.06,492.33,1596.73,567.0,0.2323,48.39,17.18,0.3551,8,0.32
2025-06-01,Home & Kitchen,30%+,4,38,35,47,1.237,4331.85,1810.65,2521.20,-262.28,0.4093,53.64,-5.58,-0.104,6,0.1579
2025-10-01,Sports & Outdoors,30%+,4,13,13,16,1.231,3537.04,1333.86,2203.18,-66.32,0.3823,137.7,-4.14,-0.0301,3,0.2308
2025-08-01,Footwear,0%,0,94,82,111,1.181,10572.62,0.00,10572.62,3597.32,0.0,95.25,32.41,0.3402,28,0.2979
2025-12-01,Footwear,30%+,4,28,28,34,1.214,2893.20,1077.40,1815.80,361.26,0.3831,53.41,10.63,0.199,7,0.25
2026-01-01,Apparel,30%+,4,46,43,68,1.478,5364.52,2269.69,3094.83,424.24,0.4182,45.51,6.24,0.1371,11,0.2391
2025-11-01,Home & Kitchen,10-20%,2,23,22,27,1.174,2354.58,361.34,1993.24,405.45,0.1553,73.82,15.02,0.2034,1,0.0435
2026-04-01,Sports & Outdoors,10-20%,2,11,11,13,1.182,2273.79,331.78,1942.01,410.42,0.1464,149.39,31.57,0.2113,2,0.1818
2026-01-01,Electronics,0%,0,98,83,121,1.235,36842.25,0.00,36842.25,4554.51,0.0,304.48,37.64,0.1236,8,0.0816
2026-06-01,Home & Kitchen,0%,0,58,46,77,1.328,7375.33,0.00,7375.33,2449.26,0.0,95.78,31.81,0.3321,4,0.069
2024-02-01,Beauty,0%,0,33,26,44,1.333,2408.69,0.00,2408.69,1452.4,0.0,54.74,33.01,0.603,0,0.0
2024-05-01,Footwear,0%,0,79,69,96,1.215,8943.41,0.00,8943.41,2950.83,0.0,93.16,30.74,0.3299,19,0.2405
2024-04-01,Footwear,0%,0,69,61,83,1.203,7568.11,0.00,7568.11,2882.46,0.0,91.18,34.73,0.3809,14,0.2029
2024-03-01,Electronics,0%,0,53,45,67,1.264,18499.45,0.00,18499.45,2571.71,0.0,276.11,38.38,0.139,4,0.0755
2024-10-01,Beauty,10-20%,2,13,13,17,1.308,898.72,135.79,762.93,427.88,0.1533,44.88,25.17,0.5608,0,0.0
2024-04-01,Beauty,10-20%,2,11,11,13,1.182,636.17,84.75,551.42,200.87,0.1358,42.42,15.45,0.3643,1,0.0909
2024-08-01,Footwear,0%,0,87,71,110,1.264,10163.78,0.00,10163.78,3842.15,0.0,92.4,34.93,0.378,22,0.2529
2024-09-01,Electronics,10-20%,2,11,11,15,1.364,4540.61,702.73,3837.88,-675.88,0.1574,255.86,-45.06,-0.1761,1,0.0909
2024-07-01,Electronics,30%+,4,11,10,13,1.182,4064.19,1643.42,2420.77,-1128.1,0.4147,186.21,-86.78,-0.466,1,0.0909
2025-03-01,Footwear,0%,0,100,81,126,1.26,12377.06,0.00,12377.06,4297.01,0.0,98.23,34.1,0.3472,29,0.29
2024-12-01,Home & Kitchen,20-30%,3,31,28,43,1.387,3614.54,915.86,2698.68,243.38,0.2579,62.76,5.66,0.0902,1,0.0323
2025-02-01,Footwear,30%+,4,10,10,11,1.1,1133.65,471.13,662.52,164.75,0.4074,60.23,14.98,0.2487,0,0.0
2024-11-01,Sports & Outdoors,20-30%,3,18,18,22,1.222,4115.25,1006.69,3108.56,458.28,0.2458,141.3,20.83,0.1474,4,0.2222
2024-12-01,Apparel,30%+,4,43,41,57,1.326,3572.39,1518.58,2053.81,449.64,0.4164,36.03,7.89,0.2189,4,0.093
2025-01-01,Footwear,30%+,4,20,20,30,1.5,3026.35,1276.35,1750.00,244.76,0.4228,58.33,8.16,0.1399,3,0.15
2025-08-01,Beauty,10-20%,2,14,12,15,1.071,766.71,123.47,643.24,342.85,0.1606,42.88,22.86,0.533,1,0.0714
2026-01-01,Beauty,0%,0,88,73,107,1.216,5484.29,0.00,5484.29,3196.88,0.0,51.26,29.88,0.5829,3,0.0341
2026-06-01,Home & Kitchen,1-10%,1,8,8,9,1.125,1111.82,72.65,1039.17,263.8,0.0655,115.46,29.31,0.2539,0,0.0
2025-12-01,Beauty,10-20%,2,18,18,21,1.167,976.46,154.61,821.85,413.5,0.1633,39.14,19.69,0.5031,0,0.0
2026-02-01,Apparel,10-20%,2,37,34,41,1.108,2746.43,438.70,2307.73,846.75,0.1575,56.29,20.65,0.3669,11,0.2973
2026-04-01,Sports & Outdoors,30%+,4,17,17,22,1.294,3835.74,1402.61,2433.13,225.56,0.3621,110.6,10.25,0.0927,2,0.1176
2026-05-01,Apparel,20-30%,3,32,29,41,1.281,3183.34,809.95,2373.39,676.09,0.2496,57.89,16.49,0.2849,6,0.1875
2026-05-01,Beauty,1-10%,1,6,6,7,1.167,430.04,21.83,408.21,155.7,0.0499,58.32,22.24,0.3814,2,0.3333
2024-07-01,Home & Kitchen,10-20%,2,17,17,20,1.176,2341.67,330.19,2011.48,278.67,0.1463,100.57,13.93,0.1385,4,0.2353
2024-11-01,Sports & Outdoors,10-20%,2,11,10,12,1.091,1938.12,293.44,1644.68,382.46,0.1574,137.06,31.87,0.2325,2,0.1818
2025-02-01,Apparel,1-10%,1,16,15,18,1.125,1325.22,58.62,1266.60,432.87,0.0399,70.37,24.05,0.3418,5,0.3125
2025-12-01,Home & Kitchen,1-10%,1,13,13,16,1.231,1965.03,102.88,1862.15,503.55,0.0524,116.38,31.47,0.2704,2,0.1538
2024-04-01,Apparel,1-10%,1,9,9,10,1.111,715.16,23.52,691.64,383.58,0.0339,69.16,38.36,0.5546,1,0.1111
2024-06-01,Beauty,30%+,4,25,22,31,1.24,1566.45,643.84,922.61,308.3,0.411,29.76,9.95,0.3342,1,0.04
2024-12-01,Apparel,20-30%,3,47,45,63,1.34,4381.91,1104.35,3277.56,1180.57,0.2482,52.02,18.74,0.3602,8,0.1702
2024-08-01,Home & Kitchen,20-30%,3,21,21,25,1.19,3365.65,853.19,2512.46,127.29,0.2477,100.5,5.09,0.0507,5,0.2381
2024-10-01,Home & Kitchen,1-10%,1,7,7,9,1.286,566.44,39.85,526.59,130.63,0.051,58.51,14.51,0.2481,0,0.0
2025-06-01,Beauty,20-30%,3,7,7,9,1.286,511.84,139.45,372.39,119.15,0.266,41.38,13.24,0.32,2,0.2857
2025-01-01,Electronics,10-20%,2,19,19,20,1.053,5114.28,792.74,4321.54,-153.95,0.1559,216.08,-7.7,-0.0356,2,0.1053
2025-03-01,Sports & Outdoors,30%+,4,6,5,8,1.333,1478.75,608.05,870.70,-37.23,0.4098,108.84,-4.65,-0.0428,0,0.0
2025-03-01,Footwear,10-20%,2,11,11,15,1.364,1159.28,179.20,980.08,192.8,0.1483,65.34,12.85,0.1967,6,0.5455
2026-03-01,Sports & Outdoors,1-10%,1,8,8,11,1.375,1982.69,100.66,1882.03,770.55,0.0588,171.09,70.05,0.4094,0,0.0
2026-06-01,Electronics,1-10%,1,5,5,6,1.2,1279.75,73.42,1206.33,112.0,0.0575,201.05,18.67,0.0928,0,0.0
2024-07-01,Footwear,30%+,4,5,5,6,1.2,470.44,213.00,257.44,33.24,0.4336,42.91,5.54,0.1291,1,0.2
2025-05-01,Sports & Outdoors,10-20%,2,13,13,23,1.769,4525.26,676.11,3849.15,1238.43,0.146,167.35,53.84,0.3217,0,0.0
2025-04-01,Electronics,20-30%,3,17,17,22,1.294,5705.89,1490.61,4215.28,-617.79,0.256,191.6,-28.08,-0.1466,2,0.1176
2024-02-01,Home & Kitchen,30%+,4,7,7,12,1.714,1547.36,681.60,865.76,-206.48,0.3993,72.15,-17.21,-0.2385,2,0.2857
2024-02-01,Footwear,20-30%,3,2,2,2,1.0,258.10,69.71,188.39,65.37,0.2701,94.2,32.69,0.347,0,0.0
2024-03-01,Apparel,30%+,4,5,5,8,1.6,328.53,152.88,175.65,42.13,0.461,21.96,5.27,0.2399,0,0.0
2024-01-01,Beauty,10-20%,2,3,3,5,1.667,228.02,30.82,197.20,115.74,0.1342,39.44,23.15,0.5869,0,0.0
2024-02-01,Home & Kitchen,0%,0,42,39,52,1.238,6146.49,0.00,6146.49,1843.25,0.0,118.2,35.45,0.2999,6,0.1429
2024-04-01,Home & Kitchen,0%,0,90,79,116,1.289,10882.04,0.00,10882.04,3084.74,0.0,93.81,26.59,0.2835,13,0.1444
2024-07-01,Footwear,1-10%,1,5,5,6,1.2,427.21,23.88,403.33,145.57,0.059,67.22,24.26,0.3609,2,0.4
2024-06-01,Footwear,10-20%,2,11,11,14,1.273,1235.18,193.31,1041.87,371.57,0.1532,74.42,26.54,0.3566,2,0.1818
2024-08-01,Apparel,10-20%,2,21,19,24,1.143,1895.76,271.87,1623.89,593.07,0.1497,67.66,24.71,0.3652,6,0.2857
2024-09-01,Home & Kitchen,0%,0,111,96,140,1.261,14393.17,0.00,14393.17,4740.24,0.0,102.81,33.86,0.3293,10,0.0901
2025-01-01,Home & Kitchen,30%+,4,34,29,39,1.147,3761.16,1531.50,2229.66,-218.2,0.4065,57.17,-5.59,-0.0979,4,0.1176
2025-06-01,Sports & Outdoors,0%,0,76,67,98,1.289,17573.10,0.00,17573.10,5386.17,0.0,179.32,54.96,0.3065,11,0.1447
2026-02-01,Sports & Outdoors,20-30%,3,18,18,24,1.333,4940.20,1243.94,3696.26,757.51,0.2551,154.01,31.56,0.2049,2,0.1111
2026-02-01,Beauty,0%,0,106,90,130,1.226,6955.27,0.00,6955.27,3931.79,0.0,53.5,30.24,0.5653,4,0.0377
2026-05-01,Footwear,20-30%,3,24,24,31,1.292,3087.92,748.85,2339.07,656.43,0.2403,75.45,21.18,0.2806,9,0.375
2024-05-01,Beauty,10-20%,2,13,12,16,1.231,751.28,101.55,649.73,352.6,0.1448,40.61,22.04,0.5427,0,0.0
2024-03-01,Electronics,30%+,4,8,8,12,1.5,3039.29,1137.92,1901.37,-686.12,0.372,158.45,-57.18,-0.3609,0,0.0
2024-07-01,Beauty,10-20%,2,10,10,13,1.3,523.69,79.30,444.39,231.26,0.1482,34.18,17.79,0.5204,0,0.0
2024-05-01,Beauty,20-30%,3,10,10,12,1.2,559.02,137.30,421.72,200.27,0.2463,35.14,16.69,0.4749,0,0.0
2024-05-01,Sports & Outdoors,30%+,4,6,5,9,1.5,2340.87,1033.09,1307.78,10.29,0.4525,145.31,1.14,0.0079,0,0.0
2024-06-01,Home & Kitchen,30%+,4,25,23,34,1.36,2357.83,935.31,1422.52,-176.76,0.4173,41.84,-5.2,-0.1243,1,0.04
2024-07-01,Sports & Outdoors,0%,0,56,47,59,1.054,10642.49,0.00,10642.49,3865.67,0.0,180.38,65.52,0.3632,8,0.1429
2024-08-01,Sports & Outdoors,10-20%,2,8,7,10,1.25,1423.68,237.40,1186.28,227.83,0.1656,118.63,22.78,0.1921,1,0.125
2026-04-01,Electronics,20-30%,3,20,20,25,1.25,6337.81,1508.82,4828.99,-638.05,0.2427,193.16,-25.52,-0.1321,0,0.0
2024-09-01,Beauty,0%,0,101,79,128,1.267,6727.70,0.00,6727.70,3524.87,0.0,52.56,27.54,0.5239,7,0.0693
2024-11-01,Electronics,0%,0,98,83,126,1.286,38901.91,0.00,38901.91,5618.28,0.0,308.75,44.59,0.1444,6,0.0612
2026-01-01,Apparel,10-20%,2,23,23,28,1.217,2387.26,365.79,2021.47,662.56,0.1561,72.2,23.66,0.3278,5,0.2174
2024-12-01,Sports & Outdoors,10-20%,2,24,24,28,1.167,5248.15,801.43,4446.72,1304.01,0.1577,158.81,46.57,0.2933,1,0.0417
2026-02-01,Footwear,30%+,4,13,12,19,1.462,1710.47,729.01,981.46,185.02,0.4238,51.66,9.74,0.1885,0,0.0
2025-04-01,Electronics,1-10%,1,16,16,18,1.125,4697.20,203.56,4493.64,41.33,0.0453,249.65,2.3,0.0092,2,0.125
2025-09-01,Home & Kitchen,20-30%,3,26,25,31,1.192,3034.46,748.23,2286.23,146.58,0.2421,73.75,4.73,0.0641,4,0.1538
2025-07-01,Home & Kitchen,20-30%,3,18,18,20,1.111,1700.47,416.00,1284.47,129.15,0.2431,64.22,6.46,0.1005,2,0.1111
2025-09-01,Apparel,10-20%,2,37,35,49,1.324,4032.35,599.36,3432.99,1437.11,0.148,70.06,29.33,0.4186,6,0.1622
2025-09-01,Apparel,30%+,4,30,30,38,1.267,2952.07,1196.21,1755.86,310.99,0.3956,46.21,8.18,0.1771,8,0.2667
2026-02-01,Electronics,10-20%,2,21,20,23,1.095,6374.13,957.85,5416.28,-44.56,0.1512,235.49,-1.94,-0.0082,2,0.0952
2026-03-01,Electronics,1-10%,1,14,14,14,1.0,3918.33,205.68,3712.65,455.15,0.0563,265.19,32.51,0.1226,0,0.0
2026-06-01,Apparel,1-10%,1,5,5,6,1.2,363.40,14.18,349.22,67.42,0.0423,58.2,11.24,0.1931,1,0.2
2026-04-01,Home & Kitchen,1-10%,1,19,19,24,1.263,3059.27,189.38,2869.89,798.66,0.0548,119.58,33.28,0.2783,1,0.0526
2025-05-01,Apparel,30%+,4,22,20,25,1.136,1883.06,727.45,1155.61,209.18,0.3931,46.22,8.37,0.181,5,0.2273
2024-09-01,Footwear,10-20%,2,14,14,16,1.143,1672.37,264.63,1407.74,523.79,0.157,87.98,32.74,0.3721,2,0.1429
2025-06-01,Electronics,10-20%,2,19,18,24,1.263,5225.52,734.60,4490.92,0.6,0.1496,187.12,0.02,0.0001,0,0.0
2025-03-01,Electronics,30%+,4,17,16,25,1.471,6078.59,2339.16,3739.43,-1277.3,0.3863,149.58,-51.09,-0.3416,2,0.1176
2025-03-01,Electronics,20-30%,3,12,12,14,1.167,3626.39,917.77,2708.62,-308.17,0.2508,193.47,-22.01,-0.1138,0,0.0
2025-07-01,Electronics,20-30%,3,20,19,27,1.35,8056.54,2007.43,6049.11,-768.3,0.2489,224.04,-28.46,-0.127,1,0.05
2025-07-01,Sports & Outdoors,1-10%,1,13,13,14,1.077,2203.62,111.80,2091.82,762.96,0.0506,149.42,54.5,0.3647,0,0.0
2026-02-01,Sports & Outdoors,1-10%,1,12,12,16,1.333,3192.79,233.99,2958.80,934.05,0.0726,184.93,58.38,0.3157,1,0.0833
2026-02-01,Beauty,1-10%,1,12,12,12,1.0,573.35,30.42,542.93,312.99,0.0519,45.24,26.08,0.5765,1,0.0833
2024-05-01,Home & Kitchen,20-30%,3,15,15,20,1.333,1938.91,487.44,1451.47,143.47,0.251,72.57,7.17,0.0988,1,0.0667
2024-06-01,Electronics,10-20%,2,15,13,17,1.133,5108.24,787.90,4320.34,76.53,0.155,254.14,4.5,0.0177,1,0.0667
2024-10-01,Beauty,30%+,4,16,15,21,1.313,1220.91,518.37,702.54,236.03,0.4142,33.45,11.24,0.336,1,0.0625
2025-03-01,Home & Kitchen,20-30%,3,19,19,24,1.263,1980.10,534.56,1445.54,106.22,0.2666,60.23,4.43,0.0735,1,0.0526
2026-02-01,Home & Kitchen,20-30%,3,5,5,9,1.8,1105.41,275.73,829.68,105.56,0.2475,92.19,11.73,0.1272,0,0.0
2024-07-01,Beauty,1-10%,1,8,8,10,1.25,595.43,35.47,559.96,336.79,0.0681,56.0,33.68,0.6015,0,0.0
2025-11-01,Electronics,1-10%,1,8,8,11,1.375,2288.29,110.08,2178.21,287.33,0.0564,198.02,26.12,0.1319,0,0.0
2024-08-01,Beauty,10-20%,2,6,6,10,1.667,393.76,65.64,328.12,156.26,0.1638,32.81,15.63,0.4762,1,0.1667
2025-02-01,Sports & Outdoors,1-10%,1,4,4,5,1.25,802.24,45.41,756.83,140.65,0.0419,151.37,28.13,0.1858,1,0.25
2024-04-01,Beauty,1-10%,1,2,2,4,2.0,209.48,13.10,196.38,116.57,0.0638,49.1,29.14,0.5936,0,0.0
2024-03-01,Apparel,10-20%,2,20,19,25,1.25,2054.75,322.26,1732.49,173.27,0.1529,69.3,6.93,0.1,9,0.45
2024-08-01,Sports & Outdoors,20-30%,3,8,8,9,1.125,1565.83,385.70,1180.13,200.53,0.2457,131.13,22.28,0.1699,2,0.25
2024-07-01,Footwear,0%,0,90,80,119,1.322,11410.39,0.00,11410.39,4354.97,0.0,95.89,36.6,0.3817,24,0.2667
2024-04-01,Footwear,10-20%,2,7,7,9,1.286,595.83,86.66,509.17,9.42,0.1458,56.57,1.05,0.0185,4,0.5714
2024-09-01,Apparel,1-10%,1,15,15,19,1.267,1338.08,97.26,1240.82,590.82,0.065,65.31,31.1,0.4762,3,0.2
2025-05-01,Apparel,1-10%,1,20,20,24,1.2,1511.15,91.93,1419.22,603.36,0.0598,59.13,25.14,0.4251,5,0.25
2024-11-01,Footwear,0%,0,101,93,116,1.149,11280.70,0.00,11280.70,3656.72,0.0,97.25,31.52,0.3242,29,0.2871
2025-07-01,Footwear,0%,0,98,81,116,1.184,10738.67,0.00,10738.67,3867.33,0.0,92.57,33.34,0.3601,29,0.2959
2025-08-01,Footwear,20-30%,3,19,19,25,1.316,2388.18,586.45,1801.73,428.24,0.2458,72.07,17.13,0.2377,7,0.3684
2025-09-01,Sports & Outdoors,1-10%,1,10,10,13,1.3,1837.15,106.14,1731.01,327.27,0.0557,133.15,25.17,0.1891,3,0.3
2026-06-01,Footwear,30%+,4,8,8,10,1.25,979.12,421.79,557.33,68.43,0.4258,55.73,6.84,0.1228,2,0.25
2025-11-01,Apparel,10-20%,2,34,34,45,1.324,3231.69,503.63,2728.06,712.47,0.1569,60.62,15.83,0.2612,9,0.2647
2026-02-01,Apparel,30%+,4,20,19,24,1.2,1766.72,677.66,1089.06,188.49,0.3902,45.38,7.85,0.1731,4,0.2
2026-02-01,Footwear,0%,0,103,90,130,1.262,11964.42,0.00,11964.42,3666.7,0.0,92.03,28.21,0.3065,38,0.3689
2026-02-01,Apparel,1-10%,1,17,17,20,1.176,1559.52,74.65,1484.87,457.89,0.0478,74.24,22.89,0.3084,5,0.2941
2026-06-01,Apparel,0%,0,102,84,113,1.108,7853.02,0.00,7853.02,3387.98,0.0,69.5,29.98,0.4314,22,0.2157
2026-06-01,Footwear,0%,0,63,50,78,1.238,7397.40,0.00,7397.40,2466.08,0.0,94.84,31.62,0.3334,17,0.2698
2026-05-01,Apparel,10-20%,2,20,20,27,1.35,2189.73,324.65,1865.08,690.58,0.15,69.08,25.58,0.3703,7,0.35
2024-03-01,Sports & Outdoors,20-30%,3,5,5,5,1.0,878.27,217.44,660.83,116.71,0.251,132.17,23.34,0.1766,0,0.0
2024-11-01,Electronics,20-30%,3,16,15,19,1.188,3895.16,1004.08,2891.08,-422.12,0.2596,152.16,-22.22,-0.146,1,0.0625
2024-07-01,Apparel,30%+,4,16,16,19,1.188,1745.72,685.04,1060.68,-0.6,0.3939,55.83,-0.03,-0.0006,4,0.25
2024-04-01,Sports & Outdoors,20-30%,3,9,9,9,1.0,1871.15,462.39,1408.76,319.42,0.2461,156.53,35.49,0.2267,0,0.0
2024-05-01,Electronics,20-30%,3,15,15,19,1.267,5392.39,1338.75,4053.64,-883.52,0.2386,213.35,-46.5,-0.218,4,0.2667
2025-10-01,Electronics,30%+,4,12,12,13,1.083,3729.74,1330.06,2399.68,-791.67,0.3658,184.59,-60.9,-0.3299,2,0.1667
2024-09-01,Sports & Outdoors,30%+,4,9,9,12,1.333,2400.55,823.84,1576.71,183.02,0.3464,131.39,15.25,0.1161,1,0.1111
2025-12-01,Home & Kitchen,20-30%,3,32,31,44,1.375,3717.68,946.12,2771.56,265.59,0.254,62.99,6.04,0.0958,2,0.0625
2024-11-01,Home & Kitchen,30%+,4,27,25,33,1.222,3539.38,1365.32,2174.06,-344.0,0.3859,65.88,-10.42,-0.1582,4,0.1481
2025-05-01,Sports & Outdoors,30%+,4,12,12,18,1.5,3395.64,1214.79,2180.85,136.61,0.3595,121.16,7.59,0.0626,0,0.0
2025-07-01,Beauty,30%+,4,11,11,15,1.364,848.70,339.90,508.80,127.63,0.3986,33.92,8.51,0.2508,2,0.1818
2025-09-01,Footwear,10-20%,2,15,14,18,1.2,1536.60,247.58,1289.02,377.18,0.1612,71.61,20.95,0.2926,4,0.2667
2025-10-01,Apparel,30%+,4,30,29,41,1.367,3121.50,1307.27,1814.23,365.98,0.4076,44.25,8.93,0.2017,6,0.2
2026-02-01,Sports & Outdoors,10-20%,2,12,12,19,1.583,3135.15,501.98,2633.17,708.96,0.1531,138.59,37.31,0.2692,1,0.0833
2025-11-01,Footwear,30%+,4,29,26,35,1.207,3071.67,1250.79,1820.88,236.44,0.408,52.03,6.76,0.1298,6,0.2069
2025-12-01,Beauty,1-10%,1,14,13,15,1.071,693.64,28.62,665.02,385.14,0.0385,44.33,25.68,0.5791,0,0.0
2026-04-01,Sports & Outdoors,1-10%,1,12,12,15,1.25,2883.02,199.42,2683.60,863.19,0.0576,178.91,57.55,0.3217,2,0.1667
2026-05-01,Beauty,10-20%,2,19,19,21,1.105,1175.37,176.43,998.94,519.0,0.1531,47.57,24.71,0.5196,0,0.0
2024-12-01,Electronics,1-10%,1,14,13,20,1.429,5885.94,250.06,5635.88,222.29,0.0474,281.79,11.11,0.0394,3,0.2143
2025-08-01,Electronics,20-30%,3,16,16,21,1.313,5983.59,1472.88,4510.71,-378.06,0.2514,214.8,-18.0,-0.0838,3,0.1875
2025-07-01,Footwear,30%+,4,14,14,17,1.214,1609.93,681.26,928.67,146.93,0.4042,54.63,8.64,0.1582,4,0.2857
2024-02-01,Footwear,1-10%,1,4,4,5,1.25,639.90,41.64,598.26,258.38,0.0586,119.65,51.68,0.4319,0,0.0
2024-03-01,Electronics,20-30%,3,7,6,8,1.143,2480.40,613.87,1866.53,-148.52,0.2474,233.32,-18.56,-0.0796,2,0.2857
2024-05-01,Footwear,1-10%,1,13,13,13,1.0,1381.44,106.99,1274.45,469.94,0.075,98.03,36.15,0.3687,3,0.2308
2024-05-01,Apparel,30%+,4,17,16,19,1.118,1419.66,550.32,869.34,170.22,0.3896,45.75,8.96,0.1958,5,0.2941
2025-01-01,Footwear,20-30%,3,14,14,19,1.357,1666.79,397.07,1269.72,415.83,0.2395,66.83,21.89,0.3275,2,0.1429
2024-11-01,Beauty,20-30%,3,16,16,22,1.375,1303.43,320.39,983.04,394.54,0.2458,44.68,17.93,0.4013,2,0.125
2025-05-01,Home & Kitchen,1-10%,1,16,16,22,1.375,2097.68,100.45,1997.23,496.94,0.0542,90.78,22.59,0.2488,3,0.1875
2025-02-01,Beauty,1-10%,1,12,12,15,1.25,775.66,42.37,733.29,352.99,0.0629,48.89,23.53,0.4814,1,0.0833
2025-06-01,Footwear,30%+,4,27,26,40,1.481,4308.81,1745.18,2563.63,284.95,0.404,64.09,7.12,0.1112,8,0.2963
2025-05-01,Home & Kitchen,20-30%,3,18,18,19,1.056,2026.27,484.60,1541.67,157.29,0.2399,81.14,8.28,0.102,2,0.1111
2025-09-01,Beauty,10-20%,2,14,14,21,1.5,1139.15,170.15,969.00,457.15,0.1538,46.14,21.77,0.4718,1,0.0714
2025-12-01,Sports & Outdoors,20-30%,3,9,9,11,1.222,2298.09,540.22,1757.87,430.31,0.2329,159.81,39.12,0.2448,0,0.0
2024-07-01,Electronics,20-30%,3,9,9,15,1.667,3905.19,1006.97,2898.22,-533.62,0.2509,193.21,-35.57,-0.1841,1,0.1111
2024-10-01,Footwear,1-10%,1,9,9,9,1.0,862.94,54.35,808.59,234.12,0.0617,89.84,26.01,0.2895,3,0.3333
2025-06-01,Sports & Outdoors,20-30%,3,10,10,13,1.3,2000.02,486.14,1513.88,345.23,0.2563,116.45,26.56,0.228,0,0.0
2025-12-01,Electronics,1-10%,1,16,16,18,1.125,4543.88,232.24,4311.64,-29.19,0.0492,239.54,-1.62,-0.0068,1,0.0625
2025-05-01,Electronics,1-10%,1,11,11,13,1.182,3294.67,136.20,3158.47,9.44,0.0389,242.96,0.73,0.003,1,0.0909
2025-09-01,Beauty,30%+,4,15,15,19,1.267,911.95,359.96,551.99,203.28,0.3968,29.05,10.7,0.3683,0,0.0
2026-02-01,Beauty,20-30%,3,10,10,11,1.1,537.43,137.43,400.00,191.96,0.2475,36.36,17.45,0.4799,0,0.0
2026-04-01,Footwear,1-10%,1,12,12,12,1.0,987.59,60.06,927.53,219.73,0.0605,77.29,18.31,0.2369,4,0.3333
2024-09-01,Electronics,1-10%,1,5,5,7,1.4,1805.28,87.07,1718.21,52.82,0.052,245.46,7.55,0.0307,3,0.6
2024-08-01,Beauty,20-30%,3,8,7,9,1.125,471.60,121.41,350.19,170.75,0.2513,38.91,18.97,0.4876,0,0.0
2026-06-01,Footwear,10-20%,2,3,3,3,1.0,222.83,26.20,196.63,92.11,0.1166,65.54,30.7,0.4684,0,0.0
2024-01-01,Footwear,1-10%,1,1,1,1,1.0,148.15,1.45,146.70,82.19,0.0098,146.7,82.19,0.5603,0,0.0
2024-01-01,Apparel,30%+,4,23,23,41,1.783,3721.24,1555.07,2166.17,230.43,0.4339,52.83,5.62,0.1064,6,0.2609
2024-02-01,Apparel,0%,0,78,68,107,1.372,7806.41,0.00,7806.41,3398.06,0.0,72.96,31.76,0.4353,17,0.2179
2024-09-01,Apparel,0%,0,177,137,226,1.277,16417.61,0.00,16417.61,6327.61,0.0,72.64,28.0,0.3854,49,0.2768
2024-05-01,Home & Kitchen,0%,0,93,78,118,1.269,10882.14,0.00,10882.14,3143.76,0.0,92.22,26.64,0.2889,6,0.0645
2024-05-01,Electronics,10-20%,2,8,8,12,1.5,3670.40,562.03,3108.37,-486.85,0.1658,259.03,-40.57,-0.1566,1,0.125
2024-11-01,Sports & Outdoors,30%+,4,18,17,25,1.389,4930.96,1870.18,3060.78,-121.49,0.3793,122.43,-4.86,-0.0397,5,0.2778
2025-03-01,Apparel,0%,0,221,176,272,1.231,19890.27,0.00,19890.27,8531.28,0.0,73.13,31.36,0.4289,43,0.1946
2025-02-01,Home & Kitchen,0%,0,106,85,135,1.274,14512.55,0.00,14512.55,4316.63,0.0,107.5,31.98,0.2974,13,0.1226
2025-07-01,Footwear,1-10%,1,7,7,10,1.429,935.01,40.95,894.06,399.48,0.0508,89.41,39.95,0.4468,2,0.2857
2025-08-01,Footwear,1-10%,1,12,12,12,1.0,1086.13,61.77,1024.36,410.92,0.052,85.36,34.24,0.4011,1,0.0833
2025-10-01,Footwear,0%,0,107,93,136,1.271,13050.88,0.00,13050.88,4554.21,0.0,95.96,33.49,0.349,31,0.2897
2025-11-01,Apparel,0%,0,253,207,320,1.265,21325.33,0.00,21325.33,8050.55,0.0,66.64,25.16,0.3775,67,0.2648
2025-10-01,Apparel,10-20%,2,29,29,37,1.276,2853.30,434.89,2418.41,875.82,0.1498,65.36,23.67,0.3621,7,0.2414
2025-12-01,Electronics,0%,0,136,117,184,1.353,49682.06,0.00,49682.06,6054.6,0.0,270.01,32.91,0.1219,6,0.0441
2024-02-01,Apparel,30%+,4,10,10,12,1.2,1013.64,384.22,629.42,97.65,0.3695,52.45,8.14,0.1551,4,0.4
