invoice_id,customer_id,company_name,segment,region,subscription_id,plan_name,invoice_date,invoice_month,period_start,period_end,billing_period,amount,status,paid_date,payment_method,attempts,collected_amount,at_risk_amount,days_to_pay,is_failed,is_dunning_recovered
INV-005746,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-01,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,1980.00,paid,2025-02-01,Credit card,1,1980.00,0.00,0,0,0
INV-005747,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-01,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,1980.00,paid,2025-03-02,Credit card,1,1980.00,0.00,1,0,0
INV-005748,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-01,Growth,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,1980.00,paid,2025-04-01,ACH / bank transfer,1,1980.00,0.00,0,0,0
INV-005749,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-01,Growth,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,1980.00,paid,2025-05-04,ACH / bank transfer,1,1980.00,0.00,3,0,0
INV-005750,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-02,Growth,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,2790.00,paid,2025-06-03,Credit card,1,2790.00,0.00,2,0,0
INV-005751,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-02,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,2790.00,paid,2025-07-03,Credit card,1,2790.00,0.00,2,0,0
INV-005752,CUS-00443,Aster Field Group,SMB,North America,SUB-00443-02,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,2790.00,paid,2025-08-02,Credit card,1,2790.00,0.00,1,0,0
INV-005753,CUS-00444,Halcyon Vale Networks,Mid-Market,North America,SUB-00444-00,Growth,2024-08-01,2024-08-01,2024-08-01,2024-09-01,monthly,1195.38,paid,2024-08-04,Invoice / wire,1,1195.38,0.00,3,0,0
INV-005754,CUS-00444,Halcyon Vale Networks,Mid-Market,North America,SUB-00444-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,1195.38,failed,,Credit card,3,0.00,1195.38,,1,0
INV-005755,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2024-08-01,2024-08-01,2024-08-01,2024-09-01,monthly,50.00,paid,2024-08-03,Invoice / wire,1,50.00,0.00,2,0,0
INV-005756,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,50.00,paid,2024-09-04,ACH / bank transfer,1,50.00,0.00,3,0,0
INV-005757,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,50.00,paid,2024-10-02,Credit card,1,50.00,0.00,1,0,0
INV-005758,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,50.00,paid,2024-11-03,Credit card,1,50.00,0.00,2,0,0
INV-005759,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,50.00,paid,2024-12-04,Credit card,1,50.00,0.00,3,0,0
INV-005760,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,50.00,paid,2025-01-04,ACH / bank transfer,1,50.00,0.00,3,0,0
INV-005761,CUS-00445,Ironwood Forge Analytics,SMB,EMEA,SUB-00445-00,Starter,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,50.00,paid,2025-02-02,Credit card,1,50.00,0.00,1,0,0
INV-005762,CUS-00446,Northwind Cove Retail,SMB,North America,SUB-00446-00,Growth,2024-08-01,2024-08-01,2024-08-01,2024-09-01,monthly,708.39,paid,2024-08-01,Credit card,1,708.39,0.00,0,0,0
INV-005763,CUS-00446,Northwind Cove Retail,SMB,North America,SUB-00446-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,708.39,paid,2024-09-01,Credit card,1,708.39,0.00,0,0,0
INV-005764,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,974.97,paid,2024-09-02,Credit card,1,974.97,0.00,1,0,0
INV-005765,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,974.97,paid,2024-10-01,Credit card,1,974.97,0.00,0,0,0
INV-005766,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,1059.75,paid,2024-11-02,ACH / bank transfer,1,1059.75,0.00,1,0,0
INV-005767,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,1059.75,paid,2024-12-03,ACH / bank transfer,1,1059.75,0.00,2,0,0
INV-005768,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,1059.75,paid,2025-01-01,Credit card,1,1059.75,0.00,0,0,0
INV-005769,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,1059.75,paid,2025-02-04,Invoice / wire,1,1059.75,0.00,3,0,0
INV-005770,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,1059.75,paid,2025-03-03,Credit card,1,1059.75,0.00,2,0,0
INV-005771,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,1059.75,paid,2025-04-04,ACH / bank transfer,1,1059.75,0.00,3,0,0
INV-005772,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,1059.75,paid,2025-05-03,Credit card,1,1059.75,0.00,2,0,0
INV-005773,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,1059.75,paid,2025-06-03,Credit card,1,1059.75,0.00,2,0,0
INV-005774,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,1059.75,paid,2025-07-03,Credit card,1,1059.75,0.00,2,0,0
INV-005775,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,1059.75,paid,2025-08-03,Credit card,1,1059.75,0.00,2,0,0
INV-005776,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,1059.75,paid,2025-09-02,Credit card,1,1059.75,0.00,1,0,0
INV-005777,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,1059.75,paid,2025-10-04,Credit card,1,1059.75,0.00,3,0,0
INV-005778,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-01,Growth,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,1059.75,paid,2025-11-02,ACH / bank transfer,1,1059.75,0.00,1,0,0
INV-005779,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,763.02,paid,2025-12-02,Credit card,1,763.02,0.00,1,0,0
INV-005780,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,763.02,paid,2026-01-01,Credit card,1,763.02,0.00,0,0,0
INV-005781,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,763.02,paid,2026-02-04,ACH / bank transfer,1,763.02,0.00,3,0,0
INV-005782,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-03-01,2026-03-01,2026-03-01,2026-04-01,monthly,763.02,paid,2026-03-02,ACH / bank transfer,1,763.02,0.00,1,0,0
INV-005783,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-04-01,2026-04-01,2026-04-01,2026-05-01,monthly,763.02,paid,2026-04-01,Credit card,1,763.02,0.00,0,0,0
INV-005784,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-05-01,2026-05-01,2026-05-01,2026-06-01,monthly,763.02,paid,2026-05-04,ACH / bank transfer,1,763.02,0.00,3,0,0
INV-005785,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-06-01,2026-06-01,2026-06-01,2026-07-01,monthly,763.02,paid,2026-06-03,Credit card,1,763.02,0.00,2,0,0
INV-005786,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-07-01,2026-07-01,2026-07-01,2026-08-01,monthly,763.02,paid,2026-07-04,Credit card,1,763.02,0.00,3,0,0
INV-005787,CUS-00447,Solstice River Labs,SMB,North America,SUB-00447-02,Growth,2026-08-01,2026-08-01,2026-08-01,2026-09-01,monthly,763.02,paid,2026-08-02,Credit card,1,763.02,0.00,1,0,0
INV-005788,CUS-00448,Onyx Gate Logistics,SMB,LATAM,SUB-00448-00,Starter,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,120.75,paid,2024-09-03,Credit card,1,120.75,0.00,2,0,0
INV-005789,CUS-00449,Orchid Point Health,Mid-Market,North America,SUB-00449-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,1057.68,paid,2024-09-11,ACH / bank transfer,3,1057.68,0.00,10,0,1
INV-005790,CUS-00449,Orchid Point Health,Mid-Market,North America,SUB-00449-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,1057.68,paid,2024-10-03,ACH / bank transfer,1,1057.68,0.00,2,0,0
INV-005791,CUS-00449,Orchid Point Health,Mid-Market,North America,SUB-00449-00,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,1057.68,paid,2024-11-08,Credit card,2,1057.68,0.00,7,0,1
INV-005792,CUS-00449,Orchid Point Health,Mid-Market,North America,SUB-00449-00,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,1057.68,paid,2024-12-01,Credit card,1,1057.68,0.00,0,0,0
INV-005793,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-00,Starter,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,284.40,paid,2024-09-15,Credit card,3,284.40,0.00,14,0,1
INV-005794,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-00,Starter,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,284.40,paid,2024-10-01,Credit card,1,284.40,0.00,0,0,0
INV-005795,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-00,Starter,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,284.40,paid,2024-11-03,ACH / bank transfer,1,284.40,0.00,2,0,0
INV-005796,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-00,Starter,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,284.40,paid,2024-12-01,Invoice / wire,1,284.40,0.00,0,0,0
INV-005797,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,331.80,paid,2025-01-03,Invoice / wire,1,331.80,0.00,2,0,0
INV-005798,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,331.80,paid,2025-02-02,Credit card,1,331.80,0.00,1,0,0
INV-005799,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,331.80,paid,2025-03-04,ACH / bank transfer,1,331.80,0.00,3,0,0
INV-005800,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,331.80,paid,2025-04-02,Credit card,1,331.80,0.00,1,0,0
INV-005801,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,331.80,paid,2025-05-03,Credit card,1,331.80,0.00,2,0,0
INV-005802,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,331.80,paid,2025-06-01,Invoice / wire,1,331.80,0.00,0,0,0
INV-005803,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,331.80,paid,2025-07-10,Credit card,2,331.80,0.00,9,0,1
INV-005804,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,331.80,paid,2025-08-03,Credit card,1,331.80,0.00,2,0,0
INV-005805,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,331.80,paid,2025-09-01,ACH / bank transfer,1,331.80,0.00,0,0,0
INV-005806,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,331.80,paid,2025-10-01,Credit card,1,331.80,0.00,0,0,0
INV-005807,CUS-00450,Ridge Cove Energy,SMB,North America,SUB-00450-01,Starter,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,331.80,paid,2025-11-03,Credit card,1,331.80,0.00,2,0,0
INV-005808,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,1009.12,paid,2024-09-01,Credit card,1,1009.12,0.00,0,0,0
INV-005809,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,1009.12,paid,2024-10-02,Credit card,1,1009.12,0.00,1,0,0
INV-005810,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,1009.12,paid,2024-11-03,Credit card,1,1009.12,0.00,2,0,0
INV-005811,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,1009.12,paid,2024-12-04,Credit card,1,1009.12,0.00,3,0,0
INV-005812,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,1009.12,paid,2025-01-02,Credit card,1,1009.12,0.00,1,0,0
INV-005813,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,1009.12,paid,2025-02-02,Credit card,1,1009.12,0.00,1,0,0
INV-005814,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,1009.12,paid,2025-03-04,ACH / bank transfer,1,1009.12,0.00,3,0,0
INV-005815,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,1009.12,paid,2025-04-02,ACH / bank transfer,1,1009.12,0.00,1,0,0
INV-005816,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,1009.12,paid,2025-05-04,ACH / bank transfer,1,1009.12,0.00,3,0,0
INV-005817,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,1009.12,paid,2025-06-04,Credit card,1,1009.12,0.00,3,0,0
INV-005818,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,1009.12,paid,2025-07-02,Credit card,1,1009.12,0.00,1,0,0
INV-005819,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,1009.12,paid,2025-08-01,ACH / bank transfer,1,1009.12,0.00,0,0,0
INV-005820,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,1009.12,paid,2025-09-01,Credit card,1,1009.12,0.00,0,0,0
INV-005821,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,1009.12,paid,2025-10-04,Credit card,1,1009.12,0.00,3,0,0
INV-005822,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-00,Growth,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,1009.12,paid,2025-11-04,ACH / bank transfer,1,1009.12,0.00,3,0,0
INV-005823,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-01,Growth,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,877.50,paid,2025-12-02,Credit card,1,877.50,0.00,1,0,0
INV-005824,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-01,Growth,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,877.50,paid,2026-01-03,Credit card,1,877.50,0.00,2,0,0
INV-005825,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,526.50,paid,2026-02-04,ACH / bank transfer,1,526.50,0.00,3,0,0
INV-005826,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-03-01,2026-03-01,2026-03-01,2026-04-01,monthly,526.50,paid,2026-03-01,Credit card,1,526.50,0.00,0,0,0
INV-005827,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-04-01,2026-04-01,2026-04-01,2026-05-01,monthly,526.50,paid,2026-04-03,ACH / bank transfer,1,526.50,0.00,2,0,0
INV-005828,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-05-01,2026-05-01,2026-05-01,2026-06-01,monthly,526.50,paid,2026-05-01,ACH / bank transfer,1,526.50,0.00,0,0,0
INV-005829,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-06-01,2026-06-01,2026-06-01,2026-07-01,monthly,526.50,paid,2026-06-04,Credit card,1,526.50,0.00,3,0,0
INV-005830,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-02,Growth,2026-07-01,2026-07-01,2026-07-01,2026-08-01,monthly,526.50,paid,2026-07-03,Credit card,1,526.50,0.00,2,0,0
INV-005831,CUS-00451,Pioneer Watch Systems,SMB,North America,SUB-00451-03,Growth,2026-08-01,2026-08-01,2026-08-01,2026-09-01,monthly,745.88,paid,2026-08-02,Credit card,1,745.88,0.00,1,0,0
INV-005832,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,580.23,paid,2024-09-04,Credit card,1,580.23,0.00,3,0,0
INV-005833,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,580.23,paid,2024-10-02,Credit card,1,580.23,0.00,1,0,0
INV-005834,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-00,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,580.23,paid,2024-11-02,Credit card,1,580.23,0.00,1,0,0
INV-005835,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-00,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,580.23,paid,2024-12-04,Credit card,1,580.23,0.00,3,0,0
INV-005836,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-01,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,828.90,paid,2025-01-03,Credit card,1,828.90,0.00,2,0,0
INV-005837,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-02,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,953.24,paid,2025-02-04,ACH / bank transfer,1,953.24,0.00,3,0,0
INV-005838,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-02,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,953.24,paid,2025-03-02,Credit card,1,953.24,0.00,1,0,0
INV-005839,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-02,Growth,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,953.24,paid,2025-04-03,ACH / bank transfer,1,953.24,0.00,2,0,0
INV-005840,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-02,Growth,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,953.24,paid,2025-05-02,Invoice / wire,1,953.24,0.00,1,0,0
INV-005841,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,1326.24,paid,2025-06-03,ACH / bank transfer,1,1326.24,0.00,2,0,0
INV-005842,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,1326.24,paid,2025-07-02,ACH / bank transfer,1,1326.24,0.00,1,0,0
INV-005843,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,1326.24,paid,2025-08-04,Credit card,1,1326.24,0.00,3,0,0
INV-005844,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,1326.24,paid,2025-09-01,ACH / bank transfer,1,1326.24,0.00,0,0,0
INV-005845,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,1326.24,paid,2025-10-03,Credit card,1,1326.24,0.00,2,0,0
INV-005846,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-03,Growth,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,1326.24,paid,2025-11-03,Credit card,1,1326.24,0.00,2,0,0
INV-005847,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-04,Growth,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,1409.13,paid,2025-12-03,Credit card,1,1409.13,0.00,2,0,0
INV-005848,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-04,Growth,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,1409.13,paid,2026-01-02,Credit card,1,1409.13,0.00,1,0,0
INV-005849,CUS-00452,Basalt Gate Logistics,SMB,North America,SUB-00452-04,Growth,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,1409.13,failed,,Credit card,3,0.00,1409.13,,1,0
INV-005850,CUS-00453,Basalt Gate Health,SMB,EMEA,SUB-00453-00,Starter,2024-09-01,2024-09-01,2024-09-01,2025-09-01,annual,524.40,paid,2024-09-07,ACH / bank transfer,1,524.40,0.00,6,0,0
INV-005851,CUS-00453,Basalt Gate Health,SMB,EMEA,SUB-00453-00,Starter,2025-09-01,2025-09-01,2025-09-01,2026-09-01,annual,524.40,paid,2025-09-05,Invoice / wire,1,524.40,0.00,4,0,0
INV-005852,CUS-00454,Crestline Point Technologies,SMB,North America,SUB-00454-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,528.12,failed,,Credit card,3,0.00,528.12,,1,0
INV-005853,CUS-00455,Orchid Point Media,Mid-Market,North America,SUB-00455-00,Growth,2024-09-01,2024-09-01,2024-09-01,2025-09-01,annual,7950.96,paid,2024-09-21,Invoice / wire,2,7950.96,0.00,20,0,1
INV-005854,CUS-00455,Orchid Point Media,Mid-Market,North America,SUB-00455-04,Growth,2025-09-01,2025-09-01,2025-09-01,2026-09-01,annual,18993.96,paid,2025-09-10,ACH / bank transfer,1,18993.96,0.00,9,0,0
INV-005855,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,582.08,paid,2024-09-02,Credit card,1,582.08,0.00,1,0,0
INV-005856,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,582.08,paid,2024-10-03,Credit card,1,582.08,0.00,2,0,0
INV-005857,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,582.08,paid,2024-11-03,ACH / bank transfer,1,582.08,0.00,2,0,0
INV-005858,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,582.08,paid,2024-12-01,Invoice / wire,1,582.08,0.00,0,0,0
INV-005859,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,582.08,paid,2025-01-03,Credit card,1,582.08,0.00,2,0,0
INV-005860,CUS-00456,Juniper Court Systems,SMB,North America,SUB-00456-00,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,582.08,paid,2025-02-03,Credit card,1,582.08,0.00,2,0,0
INV-005861,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,683.28,paid,2024-09-04,ACH / bank transfer,1,683.28,0.00,3,0,0
INV-005862,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,683.28,paid,2024-10-04,ACH / bank transfer,1,683.28,0.00,3,0,0
INV-005863,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,683.28,paid,2024-11-01,Credit card,1,683.28,0.00,0,0,0
INV-005864,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,683.28,paid,2024-12-03,ACH / bank transfer,1,683.28,0.00,2,0,0
INV-005865,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,683.28,paid,2025-01-03,ACH / bank transfer,1,683.28,0.00,2,0,0
INV-005866,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,683.28,paid,2025-02-03,Credit card,1,683.28,0.00,2,0,0
INV-005867,CUS-00457,Northwind Peak Industries,Mid-Market,EMEA,SUB-00457-00,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,683.28,paid,2025-03-02,ACH / bank transfer,1,683.28,0.00,1,0,0
