month,customer_id,company_name,segment,industry,region,country,acquisition_channel,sales_rep,cohort_month,tenure_months,plan_name,billing_period,seats,seat_change,mrr,prior_mrr,net_change_mrr,movement_type,new_mrr,reactivation_mrr,expansion_mrr,contraction_mrr,churned_mrr,is_active,churn_type,churn_reason
2026-02-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,4,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,5,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,6,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,7,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,8,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,9,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00953,Harbor Cove Partners,SMB,Software & Technology,North America,United States,Partner,C. Moreau,2025-10-01,10,Growth,monthly,30,0,1350.0,1350.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,0,Starter,annual,13,13,272.35,0.0,272.35,New,272.35,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,1,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,2,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,3,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,4,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,5,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,6,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,7,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,8,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00965,Lyra Court Logistics,SMB,Software & Technology,EMEA,Germany,Inbound,C. Moreau,2025-11-01,9,Starter,annual,13,0,272.35,272.35,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,0,Starter,monthly,3,3,74.18,0.0,74.18,New,74.18,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,1,Starter,monthly,3,0,74.18,74.18,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,2,Starter,monthly,4,1,98.9,74.18,24.72,Expansion,0.0,0.0,24.72,0.0,0.0,1,,
2026-02-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,3,Starter,monthly,4,0,98.9,98.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,4,Starter,monthly,4,0,98.9,98.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01006,Onyx Vale Retail,SMB,Software & Technology,North America,United States,Self-Serve,,2025-11-01,5,Starter,monthly,4,0,98.9,98.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,0,Growth,monthly,24,24,974.16,0.0,974.16,New,974.16,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,1,Growth,monthly,34,10,1380.06,974.16,405.9,Expansion,0.0,0.0,405.9,0.0,0.0,1,,
2026-02-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,2,Growth,monthly,34,0,1380.06,1380.06,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,3,Growth,monthly,34,0,1380.06,1380.06,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,4,Growth,monthly,34,0,1380.06,1380.06,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,5,Growth,monthly,38,4,1542.42,1380.06,162.36,Expansion,0.0,0.0,162.36,0.0,0.0,1,,
2026-06-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,6,Growth,monthly,38,0,1542.42,1542.42,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,7,Growth,monthly,38,0,1542.42,1542.42,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01028,Cobalt Cross Systems,Mid-Market,Logistics & Transport,APAC,Australia,Outbound,C. Moreau,2025-12-01,8,Growth,monthly,44,6,1785.96,1542.42,243.54,Expansion,0.0,0.0,243.54,0.0,0.0,1,,
2025-12-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,0,Starter,annual,3,3,65.85,0.0,65.85,New,65.85,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,1,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,2,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,3,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,4,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,5,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,6,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,7,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01063,Meridian Peak Financial,SMB,Financial Services,EMEA,United Kingdom,Self-Serve,,2025-12-01,8,Starter,annual,3,0,65.85,65.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,0,Growth,monthly,10,10,414.9,0.0,414.9,New,414.9,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,1,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,2,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,3,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,4,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,5,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,6,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01102,Quartz Cove Partners,SMB,Education,North America,United States,Self-Serve,,2026-01-01,7,Growth,monthly,10,0,414.9,414.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,0,Growth,monthly,27,27,1092.29,0.0,1092.29,New,1092.29,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,1,Growth,monthly,24,-3,970.92,1092.29,-121.37,Contraction,0.0,0.0,0.0,121.37,0.0,1,,
2026-03-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,2,Growth,monthly,14,-10,566.37,970.92,-404.55,Contraction,0.0,0.0,0.0,404.55,0.0,1,,
2026-04-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,3,Growth,monthly,14,0,566.37,566.37,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,4,Growth,monthly,14,0,566.37,566.37,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,5,Growth,monthly,14,0,566.37,566.37,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,6,Growth,monthly,14,0,566.37,566.37,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01110,Lumen Arbor Logistics,Mid-Market,Software & Technology,North America,United States,Partner,F. Whitfield,2026-01-01,7,Growth,monthly,14,0,566.37,566.37,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,0,Starter,monthly,4,4,93.7,0.0,93.7,New,93.7,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,1,Starter,monthly,5,1,117.13,93.7,23.43,Expansion,0.0,0.0,23.43,0.0,0.0,1,,
2026-04-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,2,Starter,monthly,7,2,163.98,117.13,46.85,Expansion,0.0,0.0,46.85,0.0,0.0,1,,
2026-05-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,3,Starter,monthly,7,0,163.98,163.98,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,4,Starter,monthly,7,0,163.98,163.98,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,5,Starter,monthly,7,0,163.98,163.98,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01160,Meridian Court Health,SMB,Retail & E-commerce,North America,Canada,Self-Serve,,2026-02-01,6,Starter,monthly,7,0,163.98,163.98,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,0,Starter,monthly,2,2,48.45,0.0,48.45,New,48.45,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,1,Starter,monthly,2,0,48.45,48.45,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,2,Starter,monthly,3,1,72.68,48.45,24.23,Expansion,0.0,0.0,24.23,0.0,0.0,1,,
2026-05-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,3,Starter,monthly,3,0,72.68,72.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,4,Starter,monthly,3,0,72.68,72.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,5,Starter,monthly,3,0,72.68,72.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01181,Onyx Harbour Financial,SMB,Financial Services,APAC,Japan,Self-Serve,,2026-02-01,6,Starter,monthly,3,0,72.68,72.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,0,Growth,monthly,44,44,1958.22,0.0,1958.22,New,1958.22,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,1,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,2,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,3,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,4,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,5,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01183,Juniper Cross Solutions,Mid-Market,Media & Entertainment,EMEA,France,Inbound,E. Nakamura,2026-02-01,6,Growth,monthly,44,0,1958.22,1958.22,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,0,Starter,monthly,3,3,75.0,0.0,75.0,New,75.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,1,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,2,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,3,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,4,Starter,monthly,2,-1,50.0,75.0,-25.0,Contraction,0.0,0.0,0.0,25.0,0.0,1,,
2026-08-01,CUS-01207,Sable Cove Labs,SMB,Software & Technology,North America,United States,Self-Serve,,2026-03-01,5,Starter,monthly,3,1,75.0,50.0,25.0,Expansion,0.0,0.0,25.0,0.0,0.0,1,,
2026-03-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,0,Scale,annual,91,91,5036.85,0.0,5036.85,New,5036.85,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,1,Scale,annual,128,37,7084.8,5036.85,2047.95,Expansion,0.0,0.0,2047.95,0.0,0.0,1,,
2026-05-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,2,Scale,annual,128,0,7084.8,7084.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,3,Scale,annual,128,0,7084.8,7084.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,4,Scale,annual,128,0,7084.8,7084.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01208,Maple Arbor Networks,Enterprise,Software & Technology,EMEA,France,Outbound,F. Whitfield,2026-03-01,5,Scale,annual,106,-22,5867.1,7084.8,-1217.7,Contraction,0.0,0.0,0.0,1217.7,0.0,1,,
2026-03-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,0,Starter,monthly,3,3,75.0,0.0,75.0,New,75.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,1,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,2,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,3,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,4,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01210,Solstice Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2026-03-01,5,Starter,monthly,3,0,75.0,75.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01215,Bluefin Bridge Networks,SMB,Healthcare,LATAM,Mexico,Inbound,K. Rahman,2026-03-01,0,Starter,monthly,10,10,249.5,0.0,249.5,New,249.5,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01215,Bluefin Bridge Networks,SMB,Healthcare,LATAM,Mexico,Inbound,K. Rahman,2026-03-01,1,Starter,monthly,10,0,249.5,249.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01215,Bluefin Bridge Networks,SMB,Healthcare,LATAM,Mexico,Inbound,K. Rahman,2026-03-01,2,Starter,monthly,10,0,249.5,249.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,0,Growth,monthly,23,23,1003.95,0.0,1003.95,New,1003.95,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,1,Growth,monthly,23,0,1003.95,1003.95,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,2,Growth,monthly,23,0,1003.95,1003.95,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,3,Growth,monthly,23,0,1003.95,1003.95,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,4,Growth,monthly,23,0,1003.95,1003.95,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01220,Sable Peak Networks,Mid-Market,Manufacturing,APAC,India,Inbound,D. Ferreira,2026-03-01,5,Growth,monthly,23,0,1003.95,1003.95,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01296,Nimbus Point Health,SMB,Professional Services,North America,United States,Self-Serve,,2026-04-01,0,Starter,monthly,3,3,72.08,0.0,72.08,New,72.08,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01296,Nimbus Point Health,SMB,Professional Services,North America,United States,Self-Serve,,2026-04-01,1,Starter,monthly,3,0,72.08,72.08,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01296,Nimbus Point Health,SMB,Professional Services,North America,United States,Self-Serve,,2026-04-01,2,Starter,monthly,4,1,96.1,72.08,24.02,Expansion,0.0,0.0,24.02,0.0,0.0,1,,
2026-07-01,CUS-01296,Nimbus Point Health,SMB,Professional Services,North America,United States,Self-Serve,,2026-04-01,3,Starter,monthly,4,0,96.1,96.1,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01296,Nimbus Point Health,SMB,Professional Services,North America,United States,Self-Serve,,2026-04-01,4,Starter,monthly,4,0,96.1,96.1,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01306,Cobalt Court Logistics,SMB,Financial Services,North America,United States,Inbound,H. Kowalski,2026-04-01,0,Starter,monthly,12,12,298.5,0.0,298.5,New,298.5,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01306,Cobalt Court Logistics,SMB,Financial Services,North America,United States,Inbound,H. Kowalski,2026-04-01,1,Starter,monthly,12,0,298.5,298.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01306,Cobalt Court Logistics,SMB,Financial Services,North America,United States,Inbound,H. Kowalski,2026-04-01,2,Starter,monthly,12,0,298.5,298.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01306,Cobalt Court Logistics,SMB,Financial Services,North America,United States,Inbound,H. Kowalski,2026-04-01,3,Starter,monthly,12,0,298.5,298.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-01306,Cobalt Court Logistics,SMB,Financial Services,North America,United States,Inbound,H. Kowalski,2026-04-01,4,Starter,monthly,12,0,298.5,298.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-01307,Nimbus Field Logistics,SMB,Manufacturing,EMEA,United Kingdom,Self-Serve,,2026-04-01,0,Starter,monthly,5,5,124.5,0.0,124.5,New,124.5,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-01307,Nimbus Field Logistics,SMB,Manufacturing,EMEA,United Kingdom,Self-Serve,,2026-04-01,1,Starter,monthly,5,0,124.5,124.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-01307,Nimbus Field Logistics,SMB,Manufacturing,EMEA,United Kingdom,Self-Serve,,2026-04-01,2,Starter,monthly,5,0,124.5,124.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-01307,Nimbus Field Logistics,SMB,Manufacturing,EMEA,United Kingdom,Self-Serve,,2026-04-01,3,Starter,monthly,5,0,124.5,124.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
