cohort_month,cohort_quarter,segment,period_index,activity_month,cohort_customers,cohort_initial_mrr,active_customers,retained_mrr
2024-02-01,2024-01-01,Enterprise,16,2025-06-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,17,2025-07-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,18,2025-08-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,19,2025-09-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,20,2025-10-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,21,2025-11-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,22,2025-12-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,23,2026-01-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,24,2026-02-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,25,2026-03-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,26,2026-04-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,27,2026-05-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,28,2026-06-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,29,2026-07-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Enterprise,30,2026-08-01,1,5914.95,1,6858.83
2024-02-01,2024-01-01,Mid-Market,0,2024-02-01,5,23436.41,5,23436.41
2024-02-01,2024-01-01,Mid-Market,1,2024-03-01,5,23436.41,5,23436.41
2024-02-01,2024-01-01,Mid-Market,2,2024-04-01,5,23436.41,5,24362.99
2024-02-01,2024-01-01,Mid-Market,3,2024-05-01,5,23436.41,4,23673.72
2024-02-01,2024-01-01,Mid-Market,4,2024-06-01,5,23436.41,4,23673.72
2024-02-01,2024-01-01,Mid-Market,5,2024-07-01,5,23436.41,4,27757.55
2024-02-01,2024-01-01,Mid-Market,6,2024-08-01,5,23436.41,4,34899.76
2024-02-01,2024-01-01,Mid-Market,7,2024-09-01,5,23436.41,4,34899.76
2024-02-01,2024-01-01,Mid-Market,8,2024-10-01,5,23436.41,4,34899.76
2024-02-01,2024-01-01,Mid-Market,9,2024-11-01,5,23436.41,4,36604.96
2024-02-01,2024-01-01,Mid-Market,10,2024-12-01,5,23436.41,4,40055.93
2024-02-01,2024-01-01,Mid-Market,11,2025-01-01,5,23436.41,4,40055.93
2024-02-01,2024-01-01,Mid-Market,12,2025-02-01,5,23436.41,4,40055.93
2024-02-01,2024-01-01,Mid-Market,13,2025-03-01,5,23436.41,4,40055.93
2024-02-01,2024-01-01,Mid-Market,14,2025-04-01,5,23436.41,4,40055.93
2024-02-01,2024-01-01,Mid-Market,15,2025-05-01,5,23436.41,4,38587.43
2024-02-01,2024-01-01,Mid-Market,16,2025-06-01,5,23436.41,4,38587.43
2024-02-01,2024-01-01,Mid-Market,17,2025-07-01,5,23436.41,4,37486.06
2024-02-01,2024-01-01,Mid-Market,18,2025-08-01,5,23436.41,4,37486.06
2024-02-01,2024-01-01,Mid-Market,19,2025-09-01,5,23436.41,4,37486.06
2024-02-01,2024-01-01,Mid-Market,20,2025-10-01,5,23436.41,4,37486.06
2024-02-01,2024-01-01,Mid-Market,21,2025-11-01,5,23436.41,4,38587.43
2024-02-01,2024-01-01,Mid-Market,22,2025-12-01,5,23436.41,4,38587.43
2024-02-01,2024-01-01,Mid-Market,23,2026-01-01,5,23436.41,4,34710.97
2024-02-01,2024-01-01,Mid-Market,24,2026-02-01,5,23436.41,4,35691.67
2024-02-01,2024-01-01,Mid-Market,25,2026-03-01,5,23436.41,4,36111.97
2024-02-01,2024-01-01,Mid-Market,26,2026-04-01,5,23436.41,4,34570.05
2024-02-01,2024-01-01,Mid-Market,27,2026-05-01,5,23436.41,4,35965.12
2024-02-01,2024-01-01,Mid-Market,28,2026-06-01,5,23436.41,4,35965.12
2024-02-01,2024-01-01,Mid-Market,29,2026-07-01,5,23436.41,4,35965.12
2024-02-01,2024-01-01,Mid-Market,30,2026-08-01,5,23436.41,4,35965.12
2024-02-01,2024-01-01,SMB,0,2024-02-01,17,12515.94,17,12515.94
2024-02-01,2024-01-01,SMB,1,2024-03-01,17,12515.94,15,12841.34
2024-02-01,2024-01-01,SMB,2,2024-04-01,17,12515.94,15,13267.88
2024-02-01,2024-01-01,SMB,3,2024-05-01,17,12515.94,15,13895.36
2024-02-01,2024-01-01,SMB,4,2024-06-01,17,12515.94,12,11115.9
2024-02-01,2024-01-01,SMB,5,2024-07-01,17,12515.94,12,11115.9
2024-02-01,2024-01-01,SMB,6,2024-08-01,17,12515.94,12,11162.7
2024-02-01,2024-01-01,SMB,7,2024-09-01,17,12515.94,11,9517.63
2024-02-01,2024-01-01,SMB,8,2024-10-01,17,12515.94,11,9538.2
2024-02-01,2024-01-01,SMB,9,2024-11-01,17,12515.94,11,9851.94
2024-02-01,2024-01-01,SMB,10,2024-12-01,17,12515.94,10,9269.82
2024-02-01,2024-01-01,SMB,11,2025-01-01,17,12515.94,10,8908.16
2024-02-01,2024-01-01,SMB,12,2025-02-01,17,12515.94,10,13802.11
2024-02-01,2024-01-01,SMB,13,2025-03-01,17,12515.94,10,13796.09
2024-02-01,2024-01-01,SMB,14,2025-04-01,17,12515.94,9,12602.31
2024-02-01,2024-01-01,SMB,15,2025-05-01,17,12515.94,9,12602.31
2024-02-01,2024-01-01,SMB,16,2025-06-01,17,12515.94,9,12602.31
2024-02-01,2024-01-01,SMB,17,2025-07-01,17,12515.94,9,13973.66
2024-02-01,2024-01-01,SMB,18,2025-08-01,17,12515.94,9,14315.92
2024-02-01,2024-01-01,SMB,19,2025-09-01,17,12515.94,9,14234.28
2024-02-01,2024-01-01,SMB,20,2025-10-01,17,12515.94,9,14234.28
2024-02-01,2024-01-01,SMB,21,2025-11-01,17,12515.94,9,14257.93
2024-02-01,2024-01-01,SMB,22,2025-12-01,17,12515.94,9,14338.3
2024-02-01,2024-01-01,SMB,23,2026-01-01,17,12515.94,9,14338.3
2024-02-01,2024-01-01,SMB,24,2026-02-01,17,12515.94,9,14338.3
2024-02-01,2024-01-01,SMB,25,2026-03-01,17,12515.94,9,14338.3
2024-02-01,2024-01-01,SMB,26,2026-04-01,17,12515.94,9,18728.56
2024-02-01,2024-01-01,SMB,27,2026-05-01,17,12515.94,9,18728.56
2024-02-01,2024-01-01,SMB,28,2026-06-01,17,12515.94,8,11034.46
2024-02-01,2024-01-01,SMB,29,2026-07-01,17,12515.94,8,13349.86
2024-02-01,2024-01-01,SMB,30,2026-08-01,17,12515.94,8,13349.86
2024-03-01,2024-01-01,Enterprise,0,2024-03-01,6,50170.97,6,50170.97
2024-03-01,2024-01-01,Enterprise,1,2024-04-01,6,50170.97,5,42970.97
2024-03-01,2024-01-01,Enterprise,2,2024-05-01,6,50170.97,5,46046.95
2024-03-01,2024-01-01,Enterprise,3,2024-06-01,6,50170.97,5,50189.5
2024-03-01,2024-01-01,Enterprise,4,2024-07-01,6,50170.97,5,50909.5
2024-03-01,2024-01-01,Enterprise,5,2024-08-01,6,50170.97,5,53486.35
2024-03-01,2024-01-01,Enterprise,6,2024-09-01,6,50170.97,5,51160.9
2024-03-01,2024-01-01,Enterprise,7,2024-10-01,6,50170.97,5,48081.25
2024-03-01,2024-01-01,Enterprise,8,2024-11-01,6,50170.97,5,48081.25
2024-03-01,2024-01-01,Enterprise,9,2024-12-01,6,50170.97,5,50140.45
2024-03-01,2024-01-01,Enterprise,10,2025-01-01,6,50170.97,5,50643.25
2024-03-01,2024-01-01,Enterprise,11,2025-02-01,6,50170.97,5,52780.15
2024-03-01,2024-01-01,Enterprise,12,2025-03-01,6,50170.97,5,53597.2
2024-03-01,2024-01-01,Enterprise,13,2025-04-01,6,50170.97,5,55794.32
2024-03-01,2024-01-01,Enterprise,14,2025-05-01,6,50170.97,5,55794.32
2024-03-01,2024-01-01,Enterprise,15,2025-06-01,6,50170.97,5,55794.32
2024-03-01,2024-01-01,Enterprise,16,2025-07-01,6,50170.97,5,55794.32
2024-03-01,2024-01-01,Enterprise,17,2025-08-01,6,50170.97,5,55794.32
2024-03-01,2024-01-01,Enterprise,18,2025-09-01,6,50170.97,5,63435.36
2024-03-01,2024-01-01,Enterprise,19,2025-10-01,6,50170.97,5,63435.36
2024-03-01,2024-01-01,Enterprise,20,2025-11-01,6,50170.97,5,61475.48
2024-03-01,2024-01-01,Enterprise,21,2025-12-01,6,50170.97,5,63735.38
2024-03-01,2024-01-01,Enterprise,22,2026-01-01,6,50170.97,5,63735.38
2024-03-01,2024-01-01,Enterprise,23,2026-02-01,6,50170.97,5,63735.38
2024-03-01,2024-01-01,Enterprise,24,2026-03-01,6,50170.97,5,73716.36
2024-03-01,2024-01-01,Enterprise,25,2026-04-01,6,50170.97,5,73716.36
2024-03-01,2024-01-01,Enterprise,26,2026-05-01,6,50170.97,5,76399.56
2024-03-01,2024-01-01,Enterprise,27,2026-06-01,6,50170.97,5,76399.56
2024-03-01,2024-01-01,Enterprise,28,2026-07-01,6,50170.97,5,81993.21
2024-03-01,2024-01-01,Enterprise,29,2026-08-01,6,50170.97,5,81993.21
2024-03-01,2024-01-01,Mid-Market,0,2024-03-01,6,21288.44,6,21288.44
2024-03-01,2024-01-01,Mid-Market,1,2024-04-01,6,21288.44,6,21288.44
2024-03-01,2024-01-01,Mid-Market,2,2024-05-01,6,21288.44,5,20580.32
2024-03-01,2024-01-01,Mid-Market,3,2024-06-01,6,21288.44,5,19564.45
2024-03-01,2024-01-01,Mid-Market,4,2024-07-01,6,21288.44,5,19564.45
2024-03-01,2024-01-01,Mid-Market,5,2024-08-01,6,21288.44,5,19564.45
2024-03-01,2024-01-01,Mid-Market,6,2024-09-01,6,21288.44,5,19564.45
2024-03-01,2024-01-01,Mid-Market,7,2024-10-01,6,21288.44,5,19985.2
2024-03-01,2024-01-01,Mid-Market,8,2024-11-01,6,21288.44,5,19985.2
2024-03-01,2024-01-01,Mid-Market,9,2024-12-01,6,21288.44,5,20127.22
2024-03-01,2024-01-01,Mid-Market,10,2025-01-01,6,21288.44,5,20127.22
2024-03-01,2024-01-01,Mid-Market,11,2025-02-01,6,21288.44,5,20929.94
2024-03-01,2024-01-01,Mid-Market,12,2025-03-01,6,21288.44,5,20929.94
2024-03-01,2024-01-01,Mid-Market,13,2025-04-01,6,21288.44,5,20929.94
2024-03-01,2024-01-01,Mid-Market,14,2025-05-01,6,21288.44,5,20929.94
2024-03-01,2024-01-01,Mid-Market,15,2025-06-01,6,21288.44,5,22419.89
2024-03-01,2024-01-01,Mid-Market,16,2025-07-01,6,21288.44,5,22419.89
2024-03-01,2024-01-01,Mid-Market,17,2025-08-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,18,2025-09-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,19,2025-10-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,20,2025-11-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,21,2025-12-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,22,2026-01-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,23,2026-02-01,6,21288.44,4,20309.93
2024-03-01,2024-01-01,Mid-Market,24,2026-03-01,6,21288.44,4,21393.53
2024-03-01,2024-01-01,Mid-Market,25,2026-04-01,6,21288.44,4,20271.53
2024-03-01,2024-01-01,Mid-Market,26,2026-05-01,6,21288.44,4,20271.53
2024-03-01,2024-01-01,Mid-Market,27,2026-06-01,6,21288.44,4,23774.34
2024-03-01,2024-01-01,Mid-Market,28,2026-07-01,6,21288.44,4,23774.34
2024-03-01,2024-01-01,Mid-Market,29,2026-08-01,6,21288.44,4,23774.34
2024-03-01,2024-01-01,SMB,0,2024-03-01,15,7847.53,15,7847.53
2024-03-01,2024-01-01,SMB,1,2024-04-01,15,7847.53,15,7822.53
2024-03-01,2024-01-01,SMB,2,2024-05-01,15,7847.53,12,5025.26
2024-03-01,2024-01-01,SMB,3,2024-06-01,15,7847.53,11,4975.26
2024-03-01,2024-01-01,SMB,4,2024-07-01,15,7847.53,9,3995.59
2024-03-01,2024-01-01,SMB,5,2024-08-01,15,7847.53,9,4019.06
2024-03-01,2024-01-01,SMB,6,2024-09-01,15,7847.53,8,3885.56
2024-03-01,2024-01-01,SMB,7,2024-10-01,15,7847.53,7,3536.43
2024-03-01,2024-01-01,SMB,8,2024-11-01,15,7847.53,7,3743.66
2024-03-01,2024-01-01,SMB,9,2024-12-01,15,7847.53,7,3743.66
2024-03-01,2024-01-01,SMB,10,2025-01-01,15,7847.53,7,3743.66
2024-03-01,2024-01-01,SMB,11,2025-02-01,15,7847.53,6,2293.08
2024-03-01,2024-01-01,SMB,12,2025-03-01,15,7847.53,5,906.6
2024-03-01,2024-01-01,SMB,13,2025-04-01,15,7847.53,5,906.6
2024-03-01,2024-01-01,SMB,14,2025-05-01,15,7847.53,5,906.6
2024-03-01,2024-01-01,SMB,15,2025-06-01,15,7847.53,5,906.6
2024-03-01,2024-01-01,SMB,16,2025-07-01,15,7847.53,5,968.85
2024-03-01,2024-01-01,SMB,17,2025-08-01,15,7847.53,5,968.85
2024-03-01,2024-01-01,SMB,18,2025-09-01,15,7847.53,5,1018.85
2024-03-01,2024-01-01,SMB,19,2025-10-01,15,7847.53,4,974.95
2024-03-01,2024-01-01,SMB,20,2025-11-01,15,7847.53,3,699.95
2024-03-01,2024-01-01,SMB,21,2025-12-01,15,7847.53,3,699.95
2024-03-01,2024-01-01,SMB,22,2026-01-01,15,7847.53,3,699.95
2024-03-01,2024-01-01,SMB,23,2026-02-01,15,7847.53,3,745.35
2024-03-01,2024-01-01,SMB,24,2026-03-01,15,7847.53,3,745.35
2024-03-01,2024-01-01,SMB,25,2026-04-01,15,7847.53,3,745.35
2024-03-01,2024-01-01,SMB,26,2026-05-01,15,7847.53,2,502.6
2024-03-01,2024-01-01,SMB,27,2026-06-01,15,7847.53,2,502.6
2024-03-01,2024-01-01,SMB,28,2026-07-01,15,7847.53,2,638.8
2024-03-01,2024-01-01,SMB,29,2026-08-01,15,7847.53,2,638.8
2024-04-01,2024-04-01,Enterprise,0,2024-04-01,4,78702.84,4,78702.84
2024-04-01,2024-04-01,Enterprise,1,2024-05-01,4,78702.84,3,70436.94
2024-04-01,2024-04-01,Enterprise,2,2024-06-01,4,78702.84,3,70436.94
2024-04-01,2024-04-01,Enterprise,3,2024-07-01,4,78702.84,3,78591.68
2024-04-01,2024-04-01,Enterprise,4,2024-08-01,4,78702.84,3,78591.68
2024-04-01,2024-04-01,Enterprise,5,2024-09-01,4,78702.84,3,88038.26
2024-04-01,2024-04-01,Enterprise,6,2024-10-01,4,78702.84,3,88038.26
2024-04-01,2024-04-01,Enterprise,7,2024-11-01,4,78702.84,3,88038.26
2024-04-01,2024-04-01,Enterprise,8,2024-12-01,4,78702.84,3,88038.26
2024-04-01,2024-04-01,Enterprise,9,2025-01-01,4,78702.84,3,88038.26
2024-04-01,2024-04-01,Enterprise,10,2025-02-01,4,78702.84,3,100606.42
2024-04-01,2024-04-01,Enterprise,11,2025-03-01,4,78702.84,3,82603.38
2024-04-01,2024-04-01,Enterprise,12,2025-04-01,4,78702.84,3,82603.38
2024-04-01,2024-04-01,Enterprise,13,2025-05-01,4,78702.84,3,82603.38
2024-04-01,2024-04-01,Enterprise,14,2025-06-01,4,78702.84,3,82603.38
2024-04-01,2024-04-01,Enterprise,15,2025-07-01,4,78702.84,3,82603.38
2024-04-01,2024-04-01,Enterprise,16,2025-08-01,4,78702.84,3,85051.08
2024-04-01,2024-04-01,Enterprise,17,2025-09-01,4,78702.84,3,68337.9
2024-04-01,2024-04-01,Enterprise,18,2025-10-01,4,78702.84,3,69035.52
2024-04-01,2024-04-01,Enterprise,19,2025-11-01,4,78702.84,3,69035.52
2024-04-01,2024-04-01,Enterprise,20,2025-12-01,4,78702.84,3,69871.32
2024-04-01,2024-04-01,Enterprise,21,2026-01-01,4,78702.84,3,72423.7
2024-04-01,2024-04-01,Enterprise,22,2026-02-01,4,78702.84,3,68961.1
2024-04-01,2024-04-01,Enterprise,23,2026-03-01,4,78702.84,3,68961.1
2024-04-01,2024-04-01,Enterprise,24,2026-04-01,4,78702.84,3,68961.1
2024-04-01,2024-04-01,Enterprise,25,2026-05-01,4,78702.84,3,63856.0
2024-04-01,2024-04-01,Enterprise,26,2026-06-01,4,78702.84,3,67975.3
2024-04-01,2024-04-01,Enterprise,27,2026-07-01,4,78702.84,3,67975.3
2024-04-01,2024-04-01,Enterprise,28,2026-08-01,4,78702.84,3,67975.3
2024-04-01,2024-04-01,Mid-Market,0,2024-04-01,8,9946.57,8,9946.57
2024-04-01,2024-04-01,Mid-Market,1,2024-05-01,8,9946.57,8,10140.43
2024-04-01,2024-04-01,Mid-Market,2,2024-06-01,8,9946.57,8,10140.43
2024-04-01,2024-04-01,Mid-Market,3,2024-07-01,8,9946.57,8,11175.73
2024-04-01,2024-04-01,Mid-Market,4,2024-08-01,8,9946.57,8,11661.82
2024-04-01,2024-04-01,Mid-Market,5,2024-09-01,8,9946.57,8,11801.05
2024-04-01,2024-04-01,Mid-Market,6,2024-10-01,8,9946.57,8,11801.05
2024-04-01,2024-04-01,Mid-Market,7,2024-11-01,8,9946.57,8,11801.05
2024-04-01,2024-04-01,Mid-Market,8,2024-12-01,8,9946.57,8,11801.05
2024-04-01,2024-04-01,Mid-Market,9,2025-01-01,8,9946.57,8,12195.97
2024-04-01,2024-04-01,Mid-Market,10,2025-02-01,8,9946.57,8,12424.39
2024-04-01,2024-04-01,Mid-Market,11,2025-03-01,8,9946.57,8,12424.39
2024-04-01,2024-04-01,Mid-Market,12,2025-04-01,8,9946.57,8,12613.03
2024-04-01,2024-04-01,Mid-Market,13,2025-05-01,8,9946.57,8,11799.58
2024-04-01,2024-04-01,Mid-Market,14,2025-06-01,8,9946.57,7,8545.78
2024-04-01,2024-04-01,Mid-Market,15,2025-07-01,8,9946.57,7,9353.94
2024-04-01,2024-04-01,Mid-Market,16,2025-08-01,8,9946.57,7,9709.12
2024-04-01,2024-04-01,Mid-Market,17,2025-09-01,8,9946.57,7,9385.39
2024-04-01,2024-04-01,Mid-Market,18,2025-10-01,8,9946.57,7,9385.39
2024-04-01,2024-04-01,Mid-Market,19,2025-11-01,8,9946.57,7,10001.98
2024-04-01,2024-04-01,Mid-Market,20,2025-12-01,8,9946.57,8,12959.98
2024-04-01,2024-04-01,Mid-Market,21,2026-01-01,8,9946.57,8,12959.98
2024-04-01,2024-04-01,Mid-Market,22,2026-02-01,8,9946.57,8,12415.93
2024-04-01,2024-04-01,Mid-Market,23,2026-03-01,8,9946.57,8,12305.67
2024-04-01,2024-04-01,Mid-Market,24,2026-04-01,8,9946.57,8,11830.97
2024-04-01,2024-04-01,Mid-Market,25,2026-05-01,8,9946.57,7,10994.73
2024-04-01,2024-04-01,Mid-Market,26,2026-06-01,8,9946.57,7,10994.73
2024-04-01,2024-04-01,Mid-Market,27,2026-07-01,8,9946.57,7,10994.73
2024-04-01,2024-04-01,Mid-Market,28,2026-08-01,8,9946.57,7,10994.73
2024-04-01,2024-04-01,SMB,0,2024-04-01,17,6251.54,17,6251.54
2024-04-01,2024-04-01,SMB,1,2024-05-01,17,6251.54,17,6226.77
2024-04-01,2024-04-01,SMB,2,2024-06-01,17,6251.54,15,5923.34
2024-04-01,2024-04-01,SMB,3,2024-07-01,17,6251.54,15,5923.34
2024-04-01,2024-04-01,SMB,4,2024-08-01,17,6251.54,15,5946.36
2024-04-01,2024-04-01,SMB,5,2024-09-01,17,6251.54,15,5995.71
2024-04-01,2024-04-01,SMB,6,2024-10-01,17,6251.54,14,6186.39
2024-04-01,2024-04-01,SMB,7,2024-11-01,17,6251.54,13,6061.04
2024-04-01,2024-04-01,SMB,8,2024-12-01,17,6251.54,12,5967.64
2024-04-01,2024-04-01,SMB,9,2025-01-01,17,6251.54,12,6013.71
2024-04-01,2024-04-01,SMB,10,2025-02-01,17,6251.54,12,6575.66
2024-04-01,2024-04-01,SMB,11,2025-03-01,17,6251.54,10,3662.81
2024-04-01,2024-04-01,SMB,12,2025-04-01,17,6251.54,9,3637.45
2024-04-01,2024-04-01,SMB,13,2025-05-01,17,6251.54,9,4037.5
2024-04-01,2024-04-01,SMB,14,2025-06-01,17,6251.54,8,3987.5
2024-04-01,2024-04-01,SMB,15,2025-07-01,17,6251.54,8,3987.5
2024-04-01,2024-04-01,SMB,16,2025-08-01,17,6251.54,7,3867.0
2024-04-01,2024-04-01,SMB,17,2025-09-01,17,6251.54,7,3890.9
2024-04-01,2024-04-01,SMB,18,2025-10-01,17,6251.54,7,3938.7
2024-04-01,2024-04-01,SMB,19,2025-11-01,17,6251.54,7,4514.92
2024-04-01,2024-04-01,SMB,20,2025-12-01,17,6251.54,7,4561.84
2024-04-01,2024-04-01,SMB,21,2026-01-01,17,6251.54,6,4392.96
2024-04-01,2024-04-01,SMB,22,2026-02-01,17,6251.54,6,4392.96
2024-04-01,2024-04-01,SMB,23,2026-03-01,17,6251.54,5,4295.56
2024-04-01,2024-04-01,SMB,24,2026-04-01,17,6251.54,3,1969.56
2024-04-01,2024-04-01,SMB,25,2026-05-01,17,6251.54,3,2489.62
2024-04-01,2024-04-01,SMB,26,2026-06-01,17,6251.54,3,2489.62
2024-04-01,2024-04-01,SMB,27,2026-07-01,17,6251.54,3,2489.62
2024-04-01,2024-04-01,SMB,28,2026-08-01,17,6251.54,3,2489.62
2024-05-01,2024-04-01,Enterprise,0,2024-05-01,3,53538.57,3,53538.57
2024-05-01,2024-04-01,Enterprise,1,2024-06-01,3,53538.57,3,64440.67
2024-05-01,2024-04-01,Enterprise,2,2024-07-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,3,2024-08-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,4,2024-09-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,5,2024-10-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,6,2024-11-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,7,2024-12-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,8,2025-01-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,9,2025-02-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,10,2025-03-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,11,2025-04-01,3,53538.57,2,25391.33
2024-05-01,2024-04-01,Enterprise,12,2025-05-01,3,53538.57,2,26650.88
2024-05-01,2024-04-01,Enterprise,13,2025-06-01,3,53538.57,2,26650.88
2024-05-01,2024-04-01,Enterprise,14,2025-07-01,3,53538.57,2,26650.88
2024-05-01,2024-04-01,Enterprise,15,2025-08-01,3,53538.57,2,26650.88
2024-05-01,2024-04-01,Enterprise,16,2025-09-01,3,53538.57,2,26650.88
2024-05-01,2024-04-01,Enterprise,17,2025-10-01,3,53538.57,1,6507.68
2024-05-01,2024-04-01,Enterprise,18,2025-11-01,3,53538.57,1,6507.68
2024-05-01,2024-04-01,Enterprise,19,2025-12-01,3,53538.57,1,6507.68
2024-05-01,2024-04-01,Enterprise,20,2026-01-01,3,53538.57,1,6507.68
2024-05-01,2024-04-01,Enterprise,21,2026-02-01,3,53538.57,1,6997.5
2024-05-01,2024-04-01,Enterprise,22,2026-03-01,3,53538.57,0,0.0
2024-05-01,2024-04-01,Mid-Market,0,2024-05-01,8,21021.98,8,21021.98
2024-05-01,2024-04-01,Mid-Market,1,2024-06-01,8,21021.98,8,22243.64
2024-05-01,2024-04-01,Mid-Market,2,2024-07-01,8,21021.98,8,22634.2
2024-05-01,2024-04-01,Mid-Market,3,2024-08-01,8,21021.98,8,22340.93
2024-05-01,2024-04-01,Mid-Market,4,2024-09-01,8,21021.98,7,19638.13
2024-05-01,2024-04-01,Mid-Market,5,2024-10-01,8,21021.98,7,20313.67
2024-05-01,2024-04-01,Mid-Market,6,2024-11-01,8,21021.98,7,19825.78
2024-05-01,2024-04-01,Mid-Market,7,2024-12-01,8,21021.98,6,14981.98
2024-05-01,2024-04-01,Mid-Market,8,2025-01-01,8,21021.98,6,14981.98
2024-05-01,2024-04-01,Mid-Market,9,2025-02-01,8,21021.98,6,14981.98
2024-05-01,2024-04-01,Mid-Market,10,2025-03-01,8,21021.98,6,13881.32
2024-05-01,2024-04-01,Mid-Market,11,2025-04-01,8,21021.98,6,13881.32
2024-05-01,2024-04-01,Mid-Market,12,2025-05-01,8,21021.98,5,11470.84
2024-05-01,2024-04-01,Mid-Market,13,2025-06-01,8,21021.98,5,11683.87
2024-05-01,2024-04-01,Mid-Market,14,2025-07-01,8,21021.98,5,11802.67
2024-05-01,2024-04-01,Mid-Market,15,2025-08-01,8,21021.98,5,12000.67
2024-05-01,2024-04-01,Mid-Market,16,2025-09-01,8,21021.98,5,12524.65
2024-05-01,2024-04-01,Mid-Market,17,2025-10-01,8,21021.98,5,12524.65
2024-05-01,2024-04-01,Mid-Market,18,2025-11-01,8,21021.98,5,13421.82
2024-05-01,2024-04-01,Mid-Market,19,2025-12-01,8,21021.98,4,4736.52
2024-05-01,2024-04-01,Mid-Market,20,2026-01-01,8,21021.98,4,5517.63
2024-05-01,2024-04-01,Mid-Market,21,2026-02-01,8,21021.98,4,5517.63
2024-05-01,2024-04-01,Mid-Market,22,2026-03-01,8,21021.98,4,5094.08
2024-05-01,2024-04-01,Mid-Market,23,2026-04-01,8,21021.98,4,5094.08
2024-05-01,2024-04-01,Mid-Market,24,2026-05-01,8,21021.98,3,2289.18
2024-05-01,2024-04-01,Mid-Market,25,2026-06-01,8,21021.98,3,2289.18
2024-05-01,2024-04-01,Mid-Market,26,2026-07-01,8,21021.98,3,2051.58
2024-05-01,2024-04-01,Mid-Market,27,2026-08-01,8,21021.98,3,2249.58
2024-05-01,2024-04-01,SMB,0,2024-05-01,14,7623.89,14,7623.89
2024-05-01,2024-04-01,SMB,1,2024-06-01,14,7623.89,13,6977.41
2024-05-01,2024-04-01,SMB,2,2024-07-01,14,7623.89,12,6697.51
2024-05-01,2024-04-01,SMB,3,2024-08-01,14,7623.89,12,6721.81
2024-05-01,2024-04-01,SMB,4,2024-09-01,14,7623.89,11,4117.89
2024-05-01,2024-04-01,SMB,5,2024-10-01,14,7623.89,11,4190.27
2024-05-01,2024-04-01,SMB,6,2024-11-01,14,7623.89,11,3989.16
2024-05-01,2024-04-01,SMB,7,2024-12-01,14,7623.89,10,3736.16
2024-05-01,2024-04-01,SMB,8,2025-01-01,14,7623.89,9,3721.86
2024-05-01,2024-04-01,SMB,9,2025-02-01,14,7623.89,6,2425.5
2024-05-01,2024-04-01,SMB,10,2025-03-01,14,7623.89,6,2425.5
2024-05-01,2024-04-01,SMB,11,2025-04-01,14,7623.89,6,2552.54
2024-05-01,2024-04-01,SMB,12,2025-05-01,14,7623.89,5,1923.47
2024-05-01,2024-04-01,SMB,13,2025-06-01,14,7623.89,5,2075.4
2024-05-01,2024-04-01,SMB,14,2025-07-01,14,7623.89,5,2075.4
2024-05-01,2024-04-01,SMB,15,2025-08-01,14,7623.89,6,2831.94
2024-05-01,2024-04-01,SMB,16,2025-09-01,14,7623.89,6,2831.94
2024-05-01,2024-04-01,SMB,17,2025-10-01,14,7623.89,6,2956.44
2024-05-01,2024-04-01,SMB,18,2025-11-01,14,7623.89,6,2956.44
2024-05-01,2024-04-01,SMB,19,2025-12-01,14,7623.89,5,2881.44
2024-05-01,2024-04-01,SMB,20,2026-01-01,14,7623.89,5,2906.34
2024-05-01,2024-04-01,SMB,21,2026-02-01,14,7623.89,5,2732.04
