acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Marketplace,2025-10-01,2025-11-01,1,58,1227.79,21.17,4,613.13,160.2,3760.6,2532.81,3.0629
Marketplace,2025-10-01,2025-12-01,2,58,1227.79,21.17,3,1492.18,277.88,4038.48,2810.69,3.2892
Marketplace,2025-10-01,2026-01-01,3,58,1227.79,21.17,1,283.36,11.15,4049.63,2821.84,3.2983
Marketplace,2025-10-01,2026-02-01,4,58,1227.79,21.17,6,3041.60,635.37,4685.0,3457.21,3.8158
Marketplace,2025-10-01,2026-03-01,5,58,1227.79,21.17,3,932.74,321.85,5006.85,3779.06,4.0779
Marketplace,2025-10-01,2026-04-01,6,58,1227.79,21.17,1,384.21,82.33,5089.18,3861.39,4.145
Marketplace,2025-10-01,2026-05-01,7,58,1227.79,21.17,0,0.00,0.0,5089.18,3861.39,4.145
Marketplace,2025-10-01,2026-06-01,8,58,1227.79,21.17,0,0.00,0.0,5089.18,3861.39,4.145
Paid Search,2025-10-01,2025-10-01,0,82,2614.38,31.88,81,20684.19,4799.35,4799.35,2184.97,1.8358
Paid Search,2025-10-01,2025-11-01,1,82,2614.38,31.88,12,4225.55,943.95,5743.3,3128.92,2.1968
Paid Search,2025-10-01,2025-12-01,2,82,2614.38,31.88,15,2721.22,759.99,6503.29,3888.91,2.4875
Paid Search,2025-10-01,2026-01-01,3,82,2614.38,31.88,11,3430.27,728.65,7231.94,4617.56,2.7662
Paid Search,2025-10-01,2026-02-01,4,82,2614.38,31.88,9,1540.46,456.87,7688.81,5074.43,2.941
Paid Search,2025-10-01,2026-03-01,5,82,2614.38,31.88,3,204.61,108.95,7797.76,5183.38,2.9826
Paid Search,2025-10-01,2026-04-01,6,82,2614.38,31.88,5,1044.89,168.28,7966.04,5351.66,3.047
Paid Search,2025-10-01,2026-05-01,7,82,2614.38,31.88,1,55.17,27.39,7993.43,5379.05,3.0575
Paid Search,2025-10-01,2026-06-01,8,82,2614.38,31.88,3,707.80,42.82,8036.25,5421.87,3.0739
Paid Social,2024-09-01,2024-09-01,0,75,2465.52,32.87,72,17786.52,2533.24,2533.24,67.72,1.0275
Paid Social,2024-09-01,2024-10-01,1,75,2465.52,32.87,9,3467.74,201.49,2734.73,269.21,1.1092
Paid Social,2024-09-01,2024-11-01,2,75,2465.52,32.87,7,1332.82,191.87,2926.6,461.08,1.187
Paid Social,2024-09-01,2024-12-01,3,75,2465.52,32.87,6,876.96,172.21,3098.81,633.29,1.2569
Paid Social,2024-09-01,2025-01-01,4,75,2465.52,32.87,5,1019.10,200.08,3298.89,833.37,1.338
Paid Social,2024-09-01,2025-02-01,5,75,2465.52,32.87,2,154.96,42.14,3341.03,875.51,1.3551
Paid Social,2024-09-01,2025-03-01,6,75,2465.52,32.87,2,179.76,62.48,3403.51,937.99,1.3804
Paid Social,2024-09-01,2025-04-01,7,75,2465.52,32.87,2,731.68,-55.96,3347.55,882.03,1.3577
Paid Social,2024-09-01,2025-05-01,8,75,2465.52,32.87,1,556.02,139.16,3486.71,1021.19,1.4142
Paid Social,2024-09-01,2025-06-01,9,75,2465.52,32.87,0,0.00,0.0,3486.71,1021.19,1.4142
Paid Social,2024-09-01,2025-07-01,10,75,2465.52,32.87,1,1149.64,-228.42,3258.29,792.77,1.3215
Paid Social,2024-09-01,2025-08-01,11,75,2465.52,32.87,1,29.85,7.82,3266.11,800.59,1.3247
Paid Social,2024-09-01,2025-09-01,12,75,2465.52,32.87,1,574.65,79.58,3345.69,880.17,1.357
Paid Social,2024-09-01,2025-10-01,13,75,2465.52,32.87,0,0.00,0.0,3345.69,880.17,1.357
Paid Social,2024-09-01,2025-11-01,14,75,2465.52,32.87,1,607.60,-132.45,3213.24,747.72,1.3033
Paid Social,2024-09-01,2025-12-01,15,75,2465.52,32.87,0,0.00,0.0,3213.24,747.72,1.3033
Paid Social,2024-09-01,2026-01-01,16,75,2465.52,32.87,0,0.00,0.0,3213.24,747.72,1.3033
Paid Social,2024-09-01,2026-02-01,17,75,2465.52,32.87,1,352.23,-0.13,3213.11,747.59,1.3032
Paid Social,2024-09-01,2026-03-01,18,75,2465.52,32.87,0,0.00,0.0,3213.11,747.59,1.3032
Paid Social,2024-09-01,2026-04-01,19,75,2465.52,32.87,0,0.00,0.0,3213.11,747.59,1.3032
Paid Social,2024-09-01,2026-05-01,20,75,2465.52,32.87,0,0.00,0.0,3213.11,747.59,1.3032
Paid Social,2024-09-01,2026-06-01,21,75,2465.52,32.87,0,0.00,0.0,3213.11,747.59,1.3032
Affiliate,2024-01-01,2024-01-01,0,30,1340.51,44.68,29,10305.02,1173.5,1173.5,-167.01,0.8754
Affiliate,2024-01-01,2024-02-01,1,30,1340.51,44.68,3,711.87,139.46,1312.96,-27.55,0.9794
Affiliate,2024-01-01,2024-03-01,2,30,1340.51,44.68,4,1290.75,451.09,1764.05,423.54,1.316
Affiliate,2024-01-01,2024-04-01,3,30,1340.51,44.68,1,95.89,48.27,1812.32,471.81,1.352
Affiliate,2024-01-01,2024-05-01,4,30,1340.51,44.68,4,399.99,52.72,1865.04,524.53,1.3913
Affiliate,2024-01-01,2024-06-01,5,30,1340.51,44.68,3,788.54,340.12,2205.16,864.65,1.645
Affiliate,2024-01-01,2024-07-01,6,30,1340.51,44.68,4,572.76,151.88,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2024-08-01,7,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2024-09-01,8,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2024-10-01,9,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2024-11-01,10,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2024-12-01,11,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2025-01-01,12,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2025-02-01,13,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2025-03-01,14,30,1340.51,44.68,0,0.00,0.0,2357.04,1016.53,1.7583
Affiliate,2024-01-01,2025-04-01,15,30,1340.51,44.68,1,325.37,30.61,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-05-01,16,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-06-01,17,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-07-01,18,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-08-01,19,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-09-01,20,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-10-01,21,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-11-01,22,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2025-12-01,23,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-01-01,24,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-02-01,25,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-03-01,26,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-04-01,27,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-05-01,28,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-01-01,2026-06-01,29,30,1340.51,44.68,0,0.00,0.0,2387.65,1047.14,1.7812
Affiliate,2024-02-01,2024-02-01,0,34,1514.97,44.56,33,10313.43,2241.53,2241.53,726.56,1.4796
Affiliate,2024-02-01,2024-03-01,1,34,1514.97,44.56,9,2700.61,731.42,2972.95,1457.98,1.9624
Affiliate,2024-02-01,2024-04-01,2,34,1514.97,44.56,4,665.88,255.8,3228.75,1713.78,2.1312
Affiliate,2024-02-01,2024-05-01,3,34,1514.97,44.56,2,376.93,99.33,3328.08,1813.11,2.1968
Affiliate,2024-02-01,2024-06-01,4,34,1514.97,44.56,2,276.56,83.24,3411.32,1896.35,2.2517
Affiliate,2024-02-01,2024-07-01,5,34,1514.97,44.56,1,57.14,32.29,3443.61,1928.64,2.2731
Affiliate,2024-02-01,2024-08-01,6,34,1514.97,44.56,0,0.00,0.0,3443.61,1928.64,2.2731
Affiliate,2024-02-01,2024-09-01,7,34,1514.97,44.56,1,226.66,108.15,3551.76,2036.79,2.3444
Affiliate,2024-02-01,2024-10-01,8,34,1514.97,44.56,1,99.17,43.76,3595.52,2080.55,2.3733
Affiliate,2024-02-01,2024-11-01,9,34,1514.97,44.56,1,744.80,92.27,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2024-12-01,10,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-01-01,11,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-02-01,12,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-03-01,13,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-04-01,14,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-05-01,15,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-06-01,16,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-07-01,17,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-08-01,18,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-09-01,19,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-10-01,20,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-11-01,21,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2025-12-01,22,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-01-01,23,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-02-01,24,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-03-01,25,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-04-01,26,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-05-01,27,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-02-01,2026-06-01,28,34,1514.97,44.56,0,0.00,0.0,3687.79,2172.82,2.4342
Affiliate,2024-07-01,2024-07-01,0,23,1025.85,44.6,20,4256.62,849.76,849.76,-176.09,0.8283
Affiliate,2024-07-01,2024-08-01,1,23,1025.85,44.6,4,666.54,282.98,1132.74,106.89,1.1042
Affiliate,2024-07-01,2024-09-01,2,23,1025.85,44.6,2,835.21,194.09,1326.83,300.98,1.2934
Affiliate,2024-07-01,2024-10-01,3,23,1025.85,44.6,2,365.95,142.75,1469.58,443.73,1.4325
Affiliate,2024-07-01,2024-11-01,4,23,1025.85,44.6,0,0.00,0.0,1469.58,443.73,1.4325
Affiliate,2024-07-01,2024-12-01,5,23,1025.85,44.6,2,419.13,5.48,1475.06,449.21,1.4379
Affiliate,2024-07-01,2025-01-01,6,23,1025.85,44.6,0,0.00,0.0,1475.06,449.21,1.4379
Affiliate,2024-07-01,2025-02-01,7,23,1025.85,44.6,0,0.00,0.0,1475.06,449.21,1.4379
Affiliate,2024-07-01,2025-03-01,8,23,1025.85,44.6,1,793.10,332.82,1807.88,782.03,1.7623
Affiliate,2024-07-01,2025-04-01,9,23,1025.85,44.6,0,0.00,0.0,1807.88,782.03,1.7623
Affiliate,2024-07-01,2025-05-01,10,23,1025.85,44.6,0,0.00,0.0,1807.88,782.03,1.7623
Affiliate,2024-07-01,2025-06-01,11,23,1025.85,44.6,1,653.10,79.46,1887.34,861.49,1.8398
Affiliate,2024-07-01,2025-07-01,12,23,1025.85,44.6,1,125.92,61.73,1949.07,923.22,1.9
Affiliate,2024-07-01,2025-08-01,13,23,1025.85,44.6,1,716.64,92.36,2041.43,1015.58,1.99
Affiliate,2024-07-01,2025-09-01,14,23,1025.85,44.6,0,0.00,0.0,2041.43,1015.58,1.99
Affiliate,2024-07-01,2025-10-01,15,23,1025.85,44.6,0,0.00,0.0,2041.43,1015.58,1.99
Affiliate,2024-07-01,2025-11-01,16,23,1025.85,44.6,1,173.25,-3.98,2037.45,1011.6,1.9861
Affiliate,2024-07-01,2025-12-01,17,23,1025.85,44.6,0,0.00,0.0,2037.45,1011.6,1.9861
Affiliate,2024-07-01,2026-01-01,18,23,1025.85,44.6,1,457.51,174.05,2211.5,1185.65,2.1558
Affiliate,2024-07-01,2026-02-01,19,23,1025.85,44.6,0,0.00,0.0,2211.5,1185.65,2.1558
Affiliate,2024-07-01,2026-03-01,20,23,1025.85,44.6,1,618.60,127.25,2338.75,1312.9,2.2798
Affiliate,2024-07-01,2026-04-01,21,23,1025.85,44.6,0,0.00,0.0,2338.75,1312.9,2.2798
Affiliate,2024-07-01,2026-05-01,22,23,1025.85,44.6,0,0.00,0.0,2338.75,1312.9,2.2798
Affiliate,2024-07-01,2026-06-01,23,23,1025.85,44.6,0,0.00,0.0,2338.75,1312.9,2.2798
Affiliate,2024-12-01,2024-12-01,0,46,1996.12,43.39,45,11255.95,1686.37,1686.37,-309.75,0.8448
Affiliate,2024-12-01,2025-01-01,1,46,1996.12,43.39,7,1664.81,482.49,2168.86,172.74,1.0865
Affiliate,2024-12-01,2025-02-01,2,46,1996.12,43.39,3,1438.19,112.07,2280.93,284.81,1.1427
Affiliate,2024-12-01,2025-03-01,3,46,1996.12,43.39,2,730.63,159.7,2440.63,444.51,1.2227
Affiliate,2024-12-01,2025-04-01,4,46,1996.12,43.39,1,243.13,21.07,2461.7,465.58,1.2332
Affiliate,2024-12-01,2025-05-01,5,46,1996.12,43.39,1,126.15,39.73,2501.43,505.31,1.2531
Affiliate,2024-12-01,2025-06-01,6,46,1996.12,43.39,1,452.86,230.88,2732.31,736.19,1.3688
Affiliate,2024-12-01,2025-07-01,7,46,1996.12,43.39,1,49.48,14.14,2746.45,750.33,1.3759
Affiliate,2024-12-01,2025-08-01,8,46,1996.12,43.39,1,129.93,57.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2025-09-01,9,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2025-10-01,10,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2025-11-01,11,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2025-12-01,12,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-01-01,13,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-02-01,14,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-03-01,15,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-04-01,16,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-05-01,17,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2024-12-01,2026-06-01,18,46,1996.12,43.39,0,0.00,0.0,2803.45,807.33,1.4044
Affiliate,2025-02-01,2025-02-01,0,20,863.04,43.15,20,4036.62,774.63,774.63,-88.41,0.8976
Affiliate,2025-02-01,2025-03-01,1,20,863.04,43.15,4,1324.54,140.39,915.02,51.98,1.0602
Affiliate,2025-02-01,2025-04-01,2,20,863.04,43.15,1,332.26,131.49,1046.51,183.47,1.2126
Affiliate,2025-02-01,2025-05-01,3,20,863.04,43.15,3,935.27,140.12,1186.63,323.59,1.3749
Affiliate,2025-02-01,2025-06-01,4,20,863.04,43.15,1,491.50,228.55,1415.18,552.14,1.6398
Affiliate,2025-02-01,2025-07-01,5,20,863.04,43.15,1,384.95,68.14,1483.32,620.28,1.7187
Affiliate,2025-02-01,2025-08-01,6,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2025-09-01,7,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2025-10-01,8,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2025-11-01,9,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2025-12-01,10,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-01-01,11,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-02-01,12,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-03-01,13,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-04-01,14,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-05-01,15,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-02-01,2026-06-01,16,20,863.04,43.15,0,0.00,0.0,1483.32,620.28,1.7187
Affiliate,2025-09-01,2025-09-01,0,15,586.70,39.11,15,4187.32,968.4,968.4,381.7,1.6506
Affiliate,2025-09-01,2025-10-01,1,15,586.70,39.11,0,0.00,0.0,968.4,381.7,1.6506
Affiliate,2025-09-01,2025-11-01,2,15,586.70,39.11,1,132.81,70.12,1038.52,451.82,1.7701
Affiliate,2025-09-01,2025-12-01,3,15,586.70,39.11,0,0.00,0.0,1038.52,451.82,1.7701
Affiliate,2025-09-01,2026-01-01,4,15,586.70,39.11,1,30.80,9.87,1048.39,461.69,1.7869
Affiliate,2025-09-01,2026-02-01,5,15,586.70,39.11,0,0.00,0.0,1048.39,461.69,1.7869
Affiliate,2025-09-01,2026-03-01,6,15,586.70,39.11,0,0.00,0.0,1048.39,461.69,1.7869
Affiliate,2025-09-01,2026-04-01,7,15,586.70,39.11,0,0.00,0.0,1048.39,461.69,1.7869
Affiliate,2025-09-01,2026-05-01,8,15,586.70,39.11,0,0.00,0.0,1048.39,461.69,1.7869
Affiliate,2025-09-01,2026-06-01,9,15,586.70,39.11,0,0.00,0.0,1048.39,461.69,1.7869
Affiliate,2025-12-01,2025-12-01,0,18,697.35,38.74,18,4515.07,749.77,749.77,52.42,1.0752
Affiliate,2025-12-01,2026-01-01,1,18,697.35,38.74,0,0.00,0.0,749.77,52.42,1.0752
Affiliate,2025-12-01,2026-02-01,2,18,697.35,38.74,2,655.80,152.58,902.35,205.0,1.294
Affiliate,2025-12-01,2026-03-01,3,18,697.35,38.74,1,531.93,-4.12,898.23,200.88,1.2881
Affiliate,2025-12-01,2026-04-01,4,18,697.35,38.74,2,1423.94,-6.98,891.25,193.9,1.2781
Affiliate,2025-12-01,2026-05-01,5,18,697.35,38.74,0,0.00,0.0,891.25,193.9,1.2781
Affiliate,2025-12-01,2026-06-01,6,18,697.35,38.74,0,0.00,0.0,891.25,193.9,1.2781
Affiliate,2026-02-01,2026-02-01,0,13,564.84,43.45,13,2246.20,589.77,589.77,24.93,1.0441
Affiliate,2026-02-01,2026-03-01,1,13,564.84,43.45,1,169.49,59.5,649.27,84.43,1.1495
Affiliate,2026-02-01,2026-04-01,2,13,564.84,43.45,2,451.95,178.67,827.94,263.1,1.4658
Affiliate,2026-02-01,2026-05-01,3,13,564.84,43.45,0,0.00,0.0,827.94,263.1,1.4658
Affiliate,2026-02-01,2026-06-01,4,13,564.84,43.45,1,100.06,27.29,855.23,290.39,1.5141
Email & CRM,2024-05-01,2024-05-01,0,35,200.70,5.73,32,10392.97,1388.42,1388.42,1187.72,6.9179
Email & CRM,2024-05-01,2024-06-01,1,35,200.70,5.73,9,3203.19,797.98,2186.4,1985.7,10.8939
Email & CRM,2024-05-01,2024-07-01,2,35,200.70,5.73,11,3358.84,700.21,2886.61,2685.91,14.3827
Email & CRM,2024-05-01,2024-08-01,3,35,200.70,5.73,9,4068.97,1137.3,4023.91,3823.21,20.0494
Email & CRM,2024-05-01,2024-09-01,4,35,200.70,5.73,2,303.06,160.31,4184.22,3983.52,20.8481
Email & CRM,2024-05-01,2024-10-01,5,35,200.70,5.73,5,1620.99,273.08,4457.3,4256.6,22.2088
Email & CRM,2024-05-01,2024-11-01,6,35,200.70,5.73,5,2311.16,34.54,4491.84,4291.14,22.3809
Email & CRM,2024-05-01,2024-12-01,7,35,200.70,5.73,3,481.77,94.06,4585.9,4385.2,22.8495
Email & CRM,2024-05-01,2025-01-01,8,35,200.70,5.73,0,0.00,0.0,4585.9,4385.2,22.8495
Email & CRM,2024-05-01,2025-02-01,9,35,200.70,5.73,1,286.18,111.69,4697.59,4496.89,23.406
Email & CRM,2024-05-01,2025-03-01,10,35,200.70,5.73,1,348.72,1.29,4698.88,4498.18,23.4125
Email & CRM,2024-05-01,2025-04-01,11,35,200.70,5.73,3,665.40,184.17,4883.05,4682.35,24.3301
Email & CRM,2024-05-01,2025-05-01,12,35,200.70,5.73,1,126.60,-5.06,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-06-01,13,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-07-01,14,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-08-01,15,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-09-01,16,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-10-01,17,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-11-01,18,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2025-12-01,19,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-01-01,20,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-02-01,21,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-03-01,22,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-04-01,23,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-05-01,24,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2024-05-01,2026-06-01,25,35,200.70,5.73,0,0.00,0.0,4877.99,4677.29,24.3049
Email & CRM,2025-01-01,2025-01-01,0,19,108.70,5.72,18,5307.23,1122.32,1122.32,1013.62,10.3249
Email & CRM,2025-01-01,2025-02-01,1,19,108.70,5.72,7,1804.03,187.71,1310.03,1201.33,12.0518
Email & CRM,2025-01-01,2025-03-01,2,19,108.70,5.72,1,117.38,67.54,1377.57,1268.87,12.6731
Email & CRM,2025-01-01,2025-04-01,3,19,108.70,5.72,3,2628.17,36.03,1413.6,1304.9,13.0046
Email & CRM,2025-01-01,2025-05-01,4,19,108.70,5.72,4,1331.26,268.32,1681.92,1573.22,15.473
Email & CRM,2025-01-01,2025-06-01,5,19,108.70,5.72,4,1022.89,179.51,1861.43,1752.73,17.1245
Email & CRM,2025-01-01,2025-07-01,6,19,108.70,5.72,4,454.98,103.01,1964.44,1855.74,18.0721
Email & CRM,2025-01-01,2025-08-01,7,19,108.70,5.72,2,511.05,197.51,2161.95,2053.25,19.8891
Email & CRM,2025-01-01,2025-09-01,8,19,108.70,5.72,3,622.33,321.31,2483.26,2374.56,22.8451
Email & CRM,2025-01-01,2025-10-01,9,19,108.70,5.72,3,507.49,149.46,2632.72,2524.02,24.2201
Email & CRM,2025-01-01,2025-11-01,10,19,108.70,5.72,1,155.91,39.89,2672.61,2563.91,24.587
Email & CRM,2025-01-01,2025-12-01,11,19,108.70,5.72,0,0.00,0.0,2672.61,2563.91,24.587
Email & CRM,2025-01-01,2026-01-01,12,19,108.70,5.72,1,125.63,41.33,2713.94,2605.24,24.9672
Email & CRM,2025-01-01,2026-02-01,13,19,108.70,5.72,1,59.96,11.76,2725.7,2617.0,25.0754
Email & CRM,2025-01-01,2026-03-01,14,19,108.70,5.72,0,0.00,0.0,2725.7,2617.0,25.0754
Email & CRM,2025-01-01,2026-04-01,15,19,108.70,5.72,0,0.00,0.0,2725.7,2617.0,25.0754
Email & CRM,2025-01-01,2026-05-01,16,19,108.70,5.72,0,0.00,0.0,2725.7,2617.0,25.0754
Email & CRM,2025-01-01,2026-06-01,17,19,108.70,5.72,0,0.00,0.0,2725.7,2617.0,25.0754
Email & CRM,2025-04-01,2025-04-01,0,37,222.00,6.0,34,10399.60,2839.41,2839.41,2617.41,12.7901
Email & CRM,2025-04-01,2025-05-01,1,37,222.00,6.0,9,2113.71,355.83,3195.24,2973.24,14.393
Email & CRM,2025-04-01,2025-06-01,2,37,222.00,6.0,10,3449.85,643.03,3838.27,3616.27,17.2895
Email & CRM,2025-04-01,2025-07-01,3,37,222.00,6.0,10,3374.72,742.69,4580.96,4358.96,20.635
Email & CRM,2025-04-01,2025-08-01,4,37,222.00,6.0,9,3672.82,932.91,5513.87,5291.87,24.8373
Email & CRM,2025-04-01,2025-09-01,5,37,222.00,6.0,4,927.10,393.46,5907.33,5685.33,26.6096
Email & CRM,2025-04-01,2025-10-01,6,37,222.00,6.0,6,2054.32,484.0,6391.33,6169.33,28.7898
Email & CRM,2025-04-01,2025-11-01,7,37,222.00,6.0,3,374.51,75.45,6466.78,6244.78,29.1296
Email & CRM,2025-04-01,2025-12-01,8,37,222.00,6.0,2,219.69,52.41,6519.19,6297.19,29.3657
Email & CRM,2025-04-01,2026-01-01,9,37,222.00,6.0,0,0.00,0.0,6519.19,6297.19,29.3657
Email & CRM,2025-04-01,2026-02-01,10,37,222.00,6.0,1,250.23,95.43,6614.62,6392.62,29.7956
Email & CRM,2025-04-01,2026-03-01,11,37,222.00,6.0,1,411.64,161.28,6775.9,6553.9,30.5221
Email & CRM,2025-04-01,2026-04-01,12,37,222.00,6.0,0,0.00,0.0,6775.9,6553.9,30.5221
Email & CRM,2025-04-01,2026-05-01,13,37,222.00,6.0,1,1307.47,322.1,7098.0,6876.0,31.973
Email & CRM,2025-04-01,2026-06-01,14,37,222.00,6.0,0,0.00,0.0,7098.0,6876.0,31.973
Organic Search,2024-04-01,2024-04-01,0,49,210.44,4.29,45,17954.99,4160.32,4160.32,3949.88,19.7696
Organic Search,2024-04-01,2024-05-01,1,49,210.44,4.29,15,5245.79,1210.27,5370.59,5160.15,25.5208
